nFrame,time,gaze_pos.ordinal,gaze_pos.onset,gaze_pos.offset,AOI,trials.ordinal,trials.onset,trials.offset,trials.number
7058,323627,1997,320790,331295,left,15,316302,331295,275
7059,323660,1997,320790,331295,left,15,316302,331295,275
7060,323693,1997,320790,331295,left,15,316302,331295,275
7061,323726,1997,320790,331295,left,15,316302,331295,275
7062,323759,1997,320790,331295,left,15,316302,331295,275
7063,323792,1997,320790,331295,left,15,316302,331295,275
7064,323825,1997,320790,331295,left,15,316302,331295,275
7065,323858,1997,320790,331295,left,15,316302,331295,275
7066,323891,1997,320790,331295,left,15,316302,331295,275
7067,323924,1997,320790,331295,left,15,316302,331295,275
7068,323957,1997,320790,331295,left,15,316302,331295,275
7069,323990,1997,320790,331295,left,15,316302,331295,275
7070,324023,1997,320790,331295,left,15,316302,331295,275
7071,324056,1997,320790,331295,left,15,316302,331295,275
7072,324089,1997,320790,331295,left,15,316302,331295,275
7073,324122,1997,320790,331295,left,15,316302,331295,275
7074,324155,1997,320790,331295,left,15,316302,331295,275
7075,324188,1997,320790,331295,left,15,316302,331295,275
7076,324221,1997,320790,331295,left,15,316302,331295,275
7077,324254,1997,320790,331295,left,15,316302,331295,275
7078,324287,1997,320790,331295,left,15,316302,331295,275
7079,324320,1997,320790,331295,left,15,316302,331295,275
7080,324353,1997,320790,331295,left,15,316302,331295,275
7081,324386,1997,320790,331295,left,15,316302,331295,275
7082,324419,1997,320790,331295,left,15,316302,331295,275
7083,324452,1997,320790,331295,left,15,316302,331295,275
7084,324485,1997,320790,331295,left,15,316302,331295,275
7085,324518,1997,320790,331295,left,15,316302,331295,275
7086,324551,1997,320790,331295,left,15,316302,331295,275
7087,324584,1997,320790,331295,left,15,316302,331295,275
7088,324617,1997,320790,331295,left,15,316302,331295,275
7089,324650,1997,320790,331295,left,15,316302,331295,275
7090,324683,1997,320790,331295,left,15,316302,331295,275
7091,324716,1997,320790,331295,left,15,316302,331295,275
7092,324749,1997,320790,331295,left,15,316302,331295,275
7093,324782,1997,320790,331295,left,15,316302,331295,275
7094,324815,1997,320790,331295,left,15,316302,331295,275
7095,324848,1997,320790,331295,left,15,316302,331295,275
7096,324881,1997,320790,331295,left,15,316302,331295,275
7097,324914,1997,320790,331295,left,15,316302,331295,275
7098,324947,1997,320790,331295,left,15,316302,331295,275
7099,324980,1997,320790,331295,left,15,316302,331295,275
7100,325013,1997,320790,331295,left,15,316302,331295,275
7101,325046,1997,320790,331295,left,15,316302,331295,275
7102,325079,1997,320790,331295,left,15,316302,331295,275
7103,325112,1997,320790,331295,left,15,316302,331295,275
7104,325145,1997,320790,331295,left,15,316302,331295,275
7105,325178,1997,320790,331295,left,15,316302,331295,275
7106,325211,1997,320790,331295,left,15,316302,331295,275
7107,325244,1997,320790,331295,left,15,316302,331295,275
7108,325277,1997,320790,331295,left,15,316302,331295,275
7109,325310,1997,320790,331295,left,15,316302,331295,275
7110,325343,1997,320790,331295,left,15,316302,331295,275
7111,325376,1997,320790,331295,left,15,316302,331295,275
7112,325409,1997,320790,331295,left,15,316302,331295,275
7113,325442,1997,320790,331295,left,15,316302,331295,275
7114,325475,1997,320790,331295,left,15,316302,331295,275
7115,325508,1997,320790,331295,left,15,316302,331295,275
7116,325541,1997,320790,331295,left,15,316302,331295,275
7117,325574,1997,320790,331295,left,15,316302,331295,275
7118,325607,1997,320790,331295,left,15,316302,331295,275
7119,325640,1997,320790,331295,left,15,316302,331295,275
7120,325673,1997,320790,331295,left,15,316302,331295,275
7121,325706,1997,320790,331295,left,15,316302,331295,275
7122,325739,1997,320790,331295,left,15,316302,331295,275
7123,325772,1997,320790,331295,left,15,316302,331295,275
7124,325805,1997,320790,331295,left,15,316302,331295,275
7125,325838,1997,320790,331295,left,15,316302,331295,275
7126,325871,1997,320790,331295,left,15,316302,331295,275
7127,325904,1997,320790,331295,left,15,316302,331295,275
7128,325937,1997,320790,331295,left,15,316302,331295,275
7129,325970,1997,320790,331295,left,15,316302,331295,275
7130,326003,1997,320790,331295,left,15,316302,331295,275
7131,326036,1997,320790,331295,left,15,316302,331295,275
7132,326069,1997,320790,331295,left,15,316302,331295,275
7133,326102,1997,320790,331295,left,15,316302,331295,275
7134,326135,1997,320790,331295,left,15,316302,331295,275
7135,326168,1997,320790,331295,left,15,316302,331295,275
7136,326201,1997,320790,331295,left,15,316302,331295,275
7137,326234,1997,320790,331295,left,15,316302,331295,275
7138,326267,1997,320790,331295,left,15,316302,331295,275
7139,326300,1997,320790,331295,left,15,316302,331295,275
7140,326333,1997,320790,331295,left,15,316302,331295,275
7141,326366,1997,320790,331295,left,15,316302,331295,275
7142,326399,1997,320790,331295,left,15,316302,331295,275
7143,326432,1997,320790,331295,left,15,316302,331295,275
7144,326465,1997,320790,331295,left,15,316302,331295,275
7145,326498,1997,320790,331295,left,15,316302,331295,275
7146,326531,1997,320790,331295,left,15,316302,331295,275
7147,326564,1997,320790,331295,left,15,316302,331295,275
7148,326597,1997,320790,331295,left,15,316302,331295,275
7149,326630,1997,320790,331295,left,15,316302,331295,275
7150,326663,1997,320790,331295,left,15,316302,331295,275
7151,326696,1997,320790,331295,left,15,316302,331295,275
7152,326729,1997,320790,331295,left,15,316302,331295,275
7153,326762,1997,320790,331295,left,15,316302,331295,275
7154,326795,1997,320790,331295,left,15,316302,331295,275
7155,326828,1997,320790,331295,left,15,316302,331295,275
7156,326861,1997,320790,331295,left,15,316302,331295,275
7157,326894,1997,320790,331295,left,15,316302,331295,275
7158,326927,1997,320790,331295,left,15,316302,331295,275
7159,326960,1997,320790,331295,left,15,316302,331295,275
7160,326993,1997,320790,331295,left,15,316302,331295,275
7161,327026,1997,320790,331295,left,15,316302,331295,275
7162,327059,1997,320790,331295,left,15,316302,331295,275
7163,327092,1997,320790,331295,left,15,316302,331295,275
7164,327125,1997,320790,331295,left,15,316302,331295,275
7165,327158,1997,320790,331295,left,15,316302,331295,275
7166,327191,1997,320790,331295,left,15,316302,331295,275
7167,327224,1997,320790,331295,left,15,316302,331295,275
7168,327257,1997,320790,331295,left,15,316302,331295,275
7169,327290,1997,320790,331295,left,15,316302,331295,275
7170,327323,1997,320790,331295,left,15,316302,331295,275
7171,327356,1997,320790,331295,left,15,316302,331295,275
7172,327389,1997,320790,331295,left,15,316302,331295,275
7173,327422,1997,320790,331295,left,15,316302,331295,275
7174,327455,1997,320790,331295,left,15,316302,331295,275
7175,327488,1997,320790,331295,left,15,316302,331295,275
7176,327521,1997,320790,331295,left,15,316302,331295,275
7177,327554,1997,320790,331295,left,15,316302,331295,275
7178,327587,1997,320790,331295,left,15,316302,331295,275
7179,327620,1997,320790,331295,left,15,316302,331295,275
7180,327653,1997,320790,331295,left,15,316302,331295,275
7181,327686,1997,320790,331295,left,15,316302,331295,275
7182,327719,1997,320790,331295,left,15,316302,331295,275
7183,327752,1997,320790,331295,left,15,316302,331295,275
7184,327785,1997,320790,331295,left,15,316302,331295,275
7185,327818,1997,320790,331295,left,15,316302,331295,275
7186,327851,1997,320790,331295,left,15,316302,331295,275
7187,327884,1997,320790,331295,left,15,316302,331295,275
7188,327917,1997,320790,331295,left,15,316302,331295,275
7189,327950,1997,320790,331295,left,15,316302,331295,275
7190,327983,1997,320790,331295,left,15,316302,331295,275
7191,328016,1997,320790,331295,left,15,316302,331295,275
7192,328049,1997,320790,331295,left,15,316302,331295,275
7193,328082,1997,320790,331295,left,15,316302,331295,275
7194,328115,1997,320790,331295,left,15,316302,331295,275
7195,328148,1997,320790,331295,left,15,316302,331295,275
7196,328181,1997,320790,331295,left,15,316302,331295,275
7197,328214,1997,320790,331295,left,15,316302,331295,275
7198,328247,1997,320790,331295,left,15,316302,331295,275
7199,328280,1997,320790,331295,left,15,316302,331295,275
7200,328313,1997,320790,331295,left,15,316302,331295,275
7201,328346,1997,320790,331295,left,15,316302,331295,275
7202,328379,1997,320790,331295,left,15,316302,331295,275
7203,328412,1997,320790,331295,left,15,316302,331295,275
7204,328445,1997,320790,331295,left,15,316302,331295,275
7205,328478,1997,320790,331295,left,15,316302,331295,275
7206,328511,1997,320790,331295,left,15,316302,331295,275
7207,328544,1997,320790,331295,left,15,316302,331295,275
7208,328577,1997,320790,331295,left,15,316302,331295,275
7209,328610,1997,320790,331295,left,15,316302,331295,275
7210,328643,1997,320790,331295,left,15,316302,331295,275
7211,328676,1997,320790,331295,left,15,316302,331295,275
7212,328709,1997,320790,331295,left,15,316302,331295,275
7213,328742,1997,320790,331295,left,15,316302,331295,275
7214,328775,1997,320790,331295,left,15,316302,331295,275
7215,328808,1997,320790,331295,left,15,316302,331295,275
7216,328841,1997,320790,331295,left,15,316302,331295,275
7217,328874,1997,320790,331295,left,15,316302,331295,275
7218,328907,1997,320790,331295,left,15,316302,331295,275
7219,328940,1997,320790,331295,left,15,316302,331295,275
7220,328973,1997,320790,331295,left,15,316302,331295,275
7221,329006,1997,320790,331295,left,15,316302,331295,275
7222,329039,1997,320790,331295,left,15,316302,331295,275
7223,329072,1997,320790,331295,left,15,316302,331295,275
7224,329105,1997,320790,331295,left,15,316302,331295,275
7225,329138,1997,320790,331295,left,15,316302,331295,275
7226,329171,1997,320790,331295,left,15,316302,331295,275
7227,329204,1997,320790,331295,left,15,316302,331295,275
7228,329237,1997,320790,331295,left,15,316302,331295,275
7229,329270,1997,320790,331295,left,15,316302,331295,275
7230,329303,1997,320790,331295,left,15,316302,331295,275
7231,329336,1997,320790,331295,left,15,316302,331295,275
7232,329369,1997,320790,331295,left,15,316302,331295,275
7233,329402,1997,320790,331295,left,15,316302,331295,275
7234,329435,1997,320790,331295,left,15,316302,331295,275
7235,329468,1997,320790,331295,left,15,316302,331295,275
7236,329501,1997,320790,331295,left,15,316302,331295,275
7237,329534,1997,320790,331295,left,15,316302,331295,275
7238,329567,1997,320790,331295,left,15,316302,331295,275
7239,329600,1997,320790,331295,left,15,316302,331295,275
7240,329633,1997,320790,331295,left,15,316302,331295,275
7241,329666,1997,320790,331295,left,15,316302,331295,275
7242,329699,1997,320790,331295,left,15,316302,331295,275
7243,329732,1997,320790,331295,left,15,316302,331295,275
7244,329765,1997,320790,331295,left,15,316302,331295,275
7245,329798,1997,320790,331295,left,15,316302,331295,275
7246,329831,1997,320790,331295,left,15,316302,331295,275
7247,329864,1997,320790,331295,left,15,316302,331295,275
7248,329897,1997,320790,331295,left,15,316302,331295,275
7249,329930,1997,320790,331295,left,15,316302,331295,275
7250,329963,1997,320790,331295,left,15,316302,331295,275
7251,329996,1997,320790,331295,left,15,316302,331295,275
7252,330029,1997,320790,331295,left,15,316302,331295,275
7253,330062,1997,320790,331295,left,15,316302,331295,275
7254,330095,1997,320790,331295,left,15,316302,331295,275
7255,330128,1997,320790,331295,left,15,316302,331295,275
7256,330161,1997,320790,331295,left,15,316302,331295,275
7257,330194,1997,320790,331295,left,15,316302,331295,275
7258,330227,1997,320790,331295,left,15,316302,331295,275
7259,330260,1997,320790,331295,left,15,316302,331295,275
7260,330293,1997,320790,331295,left,15,316302,331295,275
7261,330326,1997,320790,331295,left,15,316302,331295,275
7262,330359,1997,320790,331295,left,15,316302,331295,275
7263,330392,1997,320790,331295,left,15,316302,331295,275
7264,330425,1997,320790,331295,left,15,316302,331295,275
7265,330458,1997,320790,331295,left,15,316302,331295,275
7266,330491,1997,320790,331295,left,15,316302,331295,275
7267,330524,1997,320790,331295,left,15,316302,331295,275
7268,330557,1997,320790,331295,left,15,316302,331295,275
7269,330590,1997,320790,331295,left,15,316302,331295,275
7270,330623,1997,320790,331295,left,15,316302,331295,275
7271,330656,1997,320790,331295,left,15,316302,331295,275
7272,330689,1997,320790,331295,left,15,316302,331295,275
7273,330722,1997,320790,331295,left,15,316302,331295,275
7274,330755,1997,320790,331295,left,15,316302,331295,275
7275,330788,1997,320790,331295,left,15,316302,331295,275
7276,330821,1997,320790,331295,left,15,316302,331295,275
7277,330854,1997,320790,331295,left,15,316302,331295,275
7278,330887,1997,320790,331295,left,15,316302,331295,275
7279,330920,1997,320790,331295,left,15,316302,331295,275
7280,330953,1997,320790,331295,left,15,316302,331295,275
7281,330986,1997,320790,331295,left,15,316302,331295,275
7282,331019,1997,320790,331295,left,15,316302,331295,275
7283,331052,1997,320790,331295,left,15,316302,331295,275
7284,331085,1997,320790,331295,left,15,316302,331295,275
7285,331118,1997,320790,331295,left,15,316302,331295,275
7286,331151,1997,320790,331295,left,15,316302,331295,275
7287,331184,1997,320790,331295,left,15,316302,331295,275
7288,331217,1997,320790,331295,left,15,316302,331295,275
7289,331250,1997,320790,331295,left,15,316302,331295,275
7290,331283,1997,320790,331295,left,15,316302,331295,275
7291,331316,1998,331296,331329,not looking,16,331296,348465,745
7292,331349,1999,331330,331363,not looking,16,331296,348465,745
7293,331382,2000,331364,331397,not looking,16,331296,348465,745
7294,331415,2001,331398,331431,not looking,16,331296,348465,745
7295,331448,2002,331432,331465,not looking,16,331296,348465,745
7296,331481,2003,331466,331499,not looking,16,331296,348465,745
7297,331514,2004,331500,331533,not looking,16,331296,348465,745
7298,331547,2005,331534,331567,left,16,331296,348465,745
7299,331580,2006,331568,331601,left,16,331296,348465,745
7300,331613,2007,331602,331635,left,16,331296,348465,745
7301,331646,2008,331636,331669,left,16,331296,348465,745
7302,331679,2009,331670,331703,left,16,331296,348465,745
7303,331712,2010,331704,331737,left,16,331296,348465,745
7304,331745,2011,331738,331771,left,16,331296,348465,745
7305,331778,2012,331772,331805,left,16,331296,348465,745
7306,331811,2013,331806,331839,left,16,331296,348465,745
7307,331844,2014,331840,331873,left,16,331296,348465,745
7308,331877,2015,331874,331907,left,16,331296,348465,745
7309,331910,2016,331908,331941,left,16,331296,348465,745
7310,331943,2017,331942,331975,left,16,331296,348465,745
7311,331976,2018,331976,332009,left,16,331296,348465,745
7312,332009,2018,331976,332009,left,16,331296,348465,745
7313,332042,2019,332010,332043,left,16,331296,348465,745
7314,332075,2020,332044,332077,left,16,331296,348465,745
7315,332108,2021,332078,332111,middle,16,331296,348465,745
7316,332141,2022,332112,332145,middle,16,331296,348465,745
7317,332174,2023,332146,332179,middle,16,331296,348465,745
7318,332207,2024,332180,332213,left,16,331296,348465,745
7319,332240,2025,332214,332247,left,16,331296,348465,745
7320,332273,2026,332248,332281,left,16,331296,348465,745
7321,332306,2027,332282,332315,left,16,331296,348465,745
7322,332339,2028,332316,332349,left,16,331296,348465,745
7323,332372,2029,332350,332383,left,16,331296,348465,745
7324,332405,2030,332384,332417,not looking,16,331296,348465,745
7325,332438,2031,332418,332451,not looking,16,331296,348465,745
7326,332471,2032,332452,332485,not looking,16,331296,348465,745
7327,332504,2033,332486,332519,not looking,16,331296,348465,745
7328,332537,2034,332520,332553,not looking,16,331296,348465,745
7329,332570,2035,332554,332587,right,16,331296,348465,745
7330,332603,2036,332588,332621,right,16,331296,348465,745
7331,332636,2037,332622,332655,middle,16,331296,348465,745
7332,332669,2038,332656,332689,middle,16,331296,348465,745
7333,332702,2039,332690,332723,not looking,16,331296,348465,745
7334,332735,2040,332724,332757,not looking,16,331296,348465,745
7335,332768,2041,332758,332791,not looking,16,331296,348465,745
7336,332801,2042,332792,332825,not looking,16,331296,348465,745
7337,332834,2043,332826,332859,not looking,16,331296,348465,745
7338,332867,2044,332860,332893,middle,16,331296,348465,745
7339,332900,2045,332894,332927,middle,16,331296,348465,745
7340,332933,2046,332928,332961,middle,16,331296,348465,745
7341,332966,2047,332962,332995,middle,16,331296,348465,745
7342,332999,2048,332996,333029,not looking,16,331296,348465,745
7343,333032,2049,333030,333063,not looking,16,331296,348465,745
7344,333065,2050,333064,333097,not looking,16,331296,348465,745
7345,333098,2051,333098,333131,not looking,16,331296,348465,745
7346,333131,2051,333098,333131,not looking,16,331296,348465,745
7347,333164,2052,333132,333165,not looking,16,331296,348465,745
7348,333197,2053,333166,333199,not looking,16,331296,348465,745
7349,333230,2054,333200,333233,not looking,16,331296,348465,745
7350,333263,2055,333234,333267,not looking,16,331296,348465,745
7351,333296,2056,333268,333301,not looking,16,331296,348465,745
7352,333329,2057,333302,333335,not looking,16,331296,348465,745
7353,333362,2058,333336,333369,not looking,16,331296,348465,745
7354,333395,2059,333370,333403,not looking,16,331296,348465,745
7355,333428,2060,333404,333437,not looking,16,331296,348465,745
7356,333461,2061,333438,333471,not looking,16,331296,348465,745
7357,333494,2062,333472,333505,not looking,16,331296,348465,745
7358,333527,2063,333506,333539,not looking,16,331296,348465,745
7359,333560,2064,333540,333573,not looking,16,331296,348465,745
7360,333593,2065,333574,333607,not looking,16,331296,348465,745
7361,333626,2066,333608,333641,not looking,16,331296,348465,745
7362,333659,2067,333642,333675,not looking,16,331296,348465,745
7363,333692,2068,333676,333709,not looking,16,331296,348465,745
7364,333725,2069,333710,333743,not looking,16,331296,348465,745
7365,333758,2070,333744,333777,not looking,16,331296,348465,745
7366,333791,2071,333778,333811,not looking,16,331296,348465,745
7367,333824,2072,333812,333845,not looking,16,331296,348465,745
7368,333857,2073,333846,333879,not looking,16,331296,348465,745
7369,333890,2074,333880,333913,not looking,16,331296,348465,745
7370,333923,2075,333914,333947,not looking,16,331296,348465,745
7371,333956,2076,333948,333981,not looking,16,331296,348465,745
7372,333989,2077,333982,334015,not looking,16,331296,348465,745
7373,334022,2078,334016,334049,not looking,16,331296,348465,745
7374,334055,2079,334050,334083,not looking,16,331296,348465,745
7375,334088,2080,334084,334117,not looking,16,331296,348465,745
7376,334121,2081,334118,334151,not looking,16,331296,348465,745
7377,334154,2082,334152,334185,not looking,16,331296,348465,745
7378,334187,2083,334186,334219,not looking,16,331296,348465,745
7379,334220,2084,334220,334253,not looking,16,331296,348465,745
7380,334253,2084,334220,334253,not looking,16,331296,348465,745
7381,334286,2085,334254,334287,not looking,16,331296,348465,745
7382,334319,2086,334288,334321,not looking,16,331296,348465,745
7383,334352,2087,334322,334355,right,16,331296,348465,745
7384,334385,2088,334356,334389,middle,16,331296,348465,745
7385,334418,2089,334390,334423,middle,16,331296,348465,745
7386,334451,2090,334424,334457,middle,16,331296,348465,745
7387,334484,2091,334458,334491,middle,16,331296,348465,745
7388,334517,2092,334492,334525,middle,16,331296,348465,745
7389,334550,2093,334526,334559,middle,16,331296,348465,745
7390,334583,2094,334560,334593,middle,16,331296,348465,745
7391,334616,2095,334594,334627,not looking,16,331296,348465,745
7392,334649,2096,334628,334661,not looking,16,331296,348465,745
7393,334682,2097,334662,334695,not looking,16,331296,348465,745
7394,334715,2098,334696,334729,not looking,16,331296,348465,745
7395,334748,2099,334730,334763,not looking,16,331296,348465,745
7396,334781,2100,334764,334797,not looking,16,331296,348465,745
7397,334814,2101,334798,334831,not looking,16,331296,348465,745
7398,334847,2102,334832,334865,not looking,16,331296,348465,745
7399,334880,2103,334866,334899,not looking,16,331296,348465,745
7400,334913,2104,334900,334933,not looking,16,331296,348465,745
7401,334946,2105,334934,334967,not looking,16,331296,348465,745
7402,334979,2106,334968,335001,not looking,16,331296,348465,745
7403,335012,2107,335002,335035,not looking,16,331296,348465,745
7404,335045,2108,335036,335069,not looking,16,331296,348465,745
7405,335078,2109,335070,335103,not looking,16,331296,348465,745
7406,335111,2110,335104,335137,not looking,16,331296,348465,745
7407,335144,2111,335138,335171,not looking,16,331296,348465,745
7408,335177,2112,335172,335205,not looking,16,331296,348465,745
7409,335210,2113,335206,335239,not looking,16,331296,348465,745
7410,335243,2114,335240,335273,not looking,16,331296,348465,745
7411,335276,2115,335274,335307,not looking,16,331296,348465,745
7412,335309,2116,335308,335341,not looking,16,331296,348465,745
7413,335342,2117,335342,335375,not looking,16,331296,348465,745
7414,335375,2117,335342,335375,not looking,16,331296,348465,745
7415,335408,2118,335376,335409,not looking,16,331296,348465,745
7416,335441,2119,335410,335443,not looking,16,331296,348465,745
7417,335474,2120,335444,335477,not looking,16,331296,348465,745
7418,335507,2121,335478,335511,not looking,16,331296,348465,745
7419,335540,2122,335512,335545,not looking,16,331296,348465,745
7420,335573,2123,335546,335579,not looking,16,331296,348465,745
7421,335606,2124,335580,335613,not looking,16,331296,348465,745
7422,335639,2125,335614,335647,not looking,16,331296,348465,745
7423,335672,2126,335648,335681,not looking,16,331296,348465,745
7424,335705,2127,335682,335715,not looking,16,331296,348465,745
7425,335738,2128,335716,335749,not looking,16,331296,348465,745
7426,335771,2129,335750,335783,not looking,16,331296,348465,745
7427,335804,2130,335784,335817,not looking,16,331296,348465,745
7428,335837,,,,,16,331296,348465,745
7429,335870,,,,,16,331296,348465,745
7430,335903,,,,,16,331296,348465,745
7431,335936,,,,,16,331296,348465,745
7432,335969,,,,,16,331296,348465,745
7433,336002,,,,,16,331296,348465,745
7434,336035,,,,,16,331296,348465,745
7435,336068,,,,,16,331296,348465,745
7436,336101,,,,,16,331296,348465,745
7437,336134,,,,,16,331296,348465,745
7438,336167,,,,,16,331296,348465,745
7439,336200,,,,,16,331296,348465,745
7440,336233,,,,,16,331296,348465,745
7441,336266,,,,,16,331296,348465,745
7442,336299,,,,,16,331296,348465,745
7443,336332,,,,,16,331296,348465,745
7444,336365,,,,,16,331296,348465,745
7445,336398,,,,,16,331296,348465,745
7446,336431,,,,,16,331296,348465,745
7447,336464,,,,,16,331296,348465,745
7448,336497,,,,,16,331296,348465,745
7449,336530,,,,,16,331296,348465,745
7450,336563,,,,,16,331296,348465,745
7451,336596,,,,,16,331296,348465,745
7452,336629,,,,,16,331296,348465,745
7453,336662,,,,,16,331296,348465,745
7454,336695,,,,,16,331296,348465,745
7455,336728,,,,,16,331296,348465,745
7456,336761,,,,,16,331296,348465,745
7457,336794,,,,,16,331296,348465,745
7458,336827,,,,,16,331296,348465,745
7459,336860,,,,,16,331296,348465,745
7460,336893,,,,,16,331296,348465,745
7461,336926,,,,,16,331296,348465,745
7462,336959,,,,,16,331296,348465,745
7463,336992,,,,,16,331296,348465,745
7464,337025,,,,,16,331296,348465,745
7465,337058,,,,,16,331296,348465,745
7466,337091,,,,,16,331296,348465,745
7467,337124,,,,,16,331296,348465,745
7468,337157,,,,,16,331296,348465,745
7469,337190,,,,,16,331296,348465,745
7470,337223,,,,,16,331296,348465,745
7471,337256,,,,,16,331296,348465,745
7472,337289,,,,,16,331296,348465,745
7473,337322,,,,,16,331296,348465,745
7474,337355,,,,,16,331296,348465,745
7475,337388,,,,,16,331296,348465,745
7476,337421,,,,,16,331296,348465,745
7477,337454,,,,,16,331296,348465,745
7478,337487,,,,,16,331296,348465,745
7479,337520,,,,,16,331296,348465,745
7480,337553,,,,,16,331296,348465,745
7481,337586,,,,,16,331296,348465,745
7482,337619,,,,,16,331296,348465,745
7483,337652,,,,,16,331296,348465,745
7484,337685,,,,,16,331296,348465,745
7485,337718,,,,,16,331296,348465,745
7486,337751,,,,,16,331296,348465,745
7487,337784,,,,,16,331296,348465,745
7488,337817,,,,,16,331296,348465,745
7489,337850,,,,,16,331296,348465,745
7490,337883,,,,,16,331296,348465,745
7491,337916,,,,,16,331296,348465,745
7492,337949,,,,,16,331296,348465,745
7493,337982,,,,,16,331296,348465,745
7494,338015,,,,,16,331296,348465,745
7495,338048,,,,,16,331296,348465,745
7496,338081,,,,,16,331296,348465,745
7497,338114,,,,,16,331296,348465,745
7498,338147,,,,,16,331296,348465,745
7499,338180,,,,,16,331296,348465,745
7500,338213,,,,,16,331296,348465,745
7501,338246,,,,,16,331296,348465,745
7502,338279,,,,,16,331296,348465,745
7503,338312,,,,,16,331296,348465,745
7504,338345,,,,,16,331296,348465,745
7505,338378,,,,,16,331296,348465,745
7506,338411,,,,,16,331296,348465,745
7507,338444,,,,,16,331296,348465,745
7508,338477,,,,,16,331296,348465,745
7509,338510,,,,,16,331296,348465,745
7510,338543,,,,,16,331296,348465,745
7511,338576,,,,,16,331296,348465,745
7512,338609,,,,,16,331296,348465,745
7513,338642,,,,,16,331296,348465,745
7514,338675,,,,,16,331296,348465,745
7515,338708,,,,,16,331296,348465,745
7516,338741,,,,,16,331296,348465,745
7517,338774,,,,,16,331296,348465,745
7518,338807,,,,,16,331296,348465,745
7519,338840,,,,,16,331296,348465,745
7520,338873,,,,,16,331296,348465,745
7521,338906,,,,,16,331296,348465,745
7522,338939,,,,,16,331296,348465,745
7523,338972,,,,,16,331296,348465,745
7524,339005,,,,,16,331296,348465,745
7525,339038,,,,,16,331296,348465,745
7526,339071,,,,,16,331296,348465,745
7527,339104,,,,,16,331296,348465,745
7528,339137,,,,,16,331296,348465,745
7529,339170,,,,,16,331296,348465,745
7530,339203,,,,,16,331296,348465,745
7531,339236,,,,,16,331296,348465,745
7532,339269,,,,,16,331296,348465,745
7533,339302,,,,,16,331296,348465,745
7534,339335,,,,,16,331296,348465,745
7535,339368,,,,,16,331296,348465,745
7536,339401,,,,,16,331296,348465,745
7537,339434,,,,,16,331296,348465,745
7538,339467,,,,,16,331296,348465,745
7539,339500,,,,,16,331296,348465,745
7540,339533,,,,,16,331296,348465,745
7541,339566,,,,,16,331296,348465,745
7542,339599,,,,,16,331296,348465,745
7543,339632,,,,,16,331296,348465,745
7544,339665,,,,,16,331296,348465,745
7545,339698,,,,,16,331296,348465,745
7546,339731,,,,,16,331296,348465,745
7547,339764,,,,,16,331296,348465,745
7548,339797,,,,,16,331296,348465,745
7549,339830,,,,,16,331296,348465,745
7550,339863,,,,,16,331296,348465,745
7551,339896,,,,,16,331296,348465,745
7552,339929,,,,,16,331296,348465,745
7553,339962,,,,,16,331296,348465,745
7554,339995,,,,,16,331296,348465,745
7555,340028,,,,,16,331296,348465,745
7556,340061,,,,,16,331296,348465,745
7557,340094,,,,,16,331296,348465,745
7558,340127,,,,,16,331296,348465,745
7559,340160,,,,,16,331296,348465,745
7560,340193,,,,,16,331296,348465,745
7561,340226,,,,,16,331296,348465,745
7562,340259,,,,,16,331296,348465,745
7563,340292,,,,,16,331296,348465,745
7564,340325,,,,,16,331296,348465,745
7565,340358,,,,,16,331296,348465,745
7566,340391,,,,,16,331296,348465,745
7567,340424,,,,,16,331296,348465,745
7568,340457,,,,,16,331296,348465,745
7569,340490,,,,,16,331296,348465,745
7570,340523,,,,,16,331296,348465,745
7571,340556,,,,,16,331296,348465,745
7572,340589,,,,,16,331296,348465,745
7573,340622,,,,,16,331296,348465,745
7574,340655,,,,,16,331296,348465,745
7575,340688,,,,,16,331296,348465,745
7576,340721,,,,,16,331296,348465,745
7577,340754,,,,,16,331296,348465,745
7578,340787,,,,,16,331296,348465,745
7579,340820,,,,,16,331296,348465,745
7580,340853,,,,,16,331296,348465,745
7581,340886,,,,,16,331296,348465,745
7582,340919,,,,,16,331296,348465,745
7583,340952,,,,,16,331296,348465,745
7584,340985,,,,,16,331296,348465,745
7585,341018,,,,,16,331296,348465,745
7586,341051,,,,,16,331296,348465,745
7587,341084,,,,,16,331296,348465,745
7588,341117,,,,,16,331296,348465,745
7589,341150,,,,,16,331296,348465,745
7590,341183,,,,,16,331296,348465,745
7591,341216,,,,,16,331296,348465,745
7592,341249,,,,,16,331296,348465,745
7593,341282,,,,,16,331296,348465,745
7594,341315,,,,,16,331296,348465,745
7595,341348,,,,,16,331296,348465,745
7596,341381,,,,,16,331296,348465,745
7597,341414,,,,,16,331296,348465,745
7598,341447,,,,,16,331296,348465,745
7599,341480,,,,,16,331296,348465,745
7600,341513,,,,,16,331296,348465,745
7601,341546,,,,,16,331296,348465,745
7602,341579,,,,,16,331296,348465,745
7603,341612,,,,,16,331296,348465,745
7604,341645,,,,,16,331296,348465,745
7605,341678,,,,,16,331296,348465,745
7606,341711,,,,,16,331296,348465,745
7607,341744,,,,,16,331296,348465,745
7608,341777,,,,,16,331296,348465,745
7609,341810,,,,,16,331296,348465,745
7610,341843,,,,,16,331296,348465,745
7611,341876,,,,,16,331296,348465,745
7612,341909,,,,,16,331296,348465,745
7613,341942,,,,,16,331296,348465,745
