nFrame,time,gaze_pos.ordinal,gaze_pos.onset,gaze_pos.offset,AOI,trials.ordinal,trials.onset,trials.offset,trials.number
1,90746,1,90746,90779,not looking,1,90746,95300,24
2,90779,1,90746,90779,not looking,1,90746,95300,24
3,90812,2,90780,90813,not looking,1,90746,95300,24
4,90845,3,90814,90847,not looking,1,90746,95300,24
5,90878,4,90848,90881,not looking,1,90746,95300,24
6,90911,5,90882,90915,not looking,1,90746,95300,24
7,90944,6,90916,90949,not looking,1,90746,95300,24
8,90977,7,90950,90983,not looking,1,90746,95300,24
9,91010,8,90984,91017,right,1,90746,95300,24
10,91043,9,91018,91051,right,1,90746,95300,24
11,91076,10,91052,91085,right,1,90746,95300,24
12,91109,11,91086,91119,right,1,90746,95300,24
13,91142,12,91120,91153,right,1,90746,95300,24
14,91175,13,91154,91187,left,1,90746,95300,24
15,91208,14,91188,91221,right,1,90746,95300,24
16,91241,15,91222,91255,right,1,90746,95300,24
17,91274,16,91256,91289,right,1,90746,95300,24
18,91307,17,91290,91323,right,1,90746,95300,24
19,91340,18,91324,91357,right,1,90746,95300,24
20,91373,19,91358,91391,left,1,90746,95300,24
21,91406,20,91392,91425,left,1,90746,95300,24
22,91439,21,91426,91459,left,1,90746,95300,24
23,91472,22,91460,91493,left,1,90746,95300,24
24,91505,23,91494,91527,left,1,90746,95300,24
25,91538,24,91528,91561,left,1,90746,95300,24
26,91571,25,91562,91595,left,1,90746,95300,24
27,91604,26,91596,91629,left,1,90746,95300,24
28,91637,27,91630,91663,left,1,90746,95300,24
29,91670,28,91664,91697,right,1,90746,95300,24
30,91703,29,91698,91731,right,1,90746,95300,24
31,91736,30,91732,91765,right,1,90746,95300,24
32,91769,31,91766,91799,right,1,90746,95300,24
33,91802,32,91800,91833,right,1,90746,95300,24
34,91835,33,91834,91867,right,1,90746,95300,24
35,91868,34,91868,91901,right,1,90746,95300,24
36,91901,34,91868,91901,right,1,90746,95300,24
37,91934,35,91902,91935,right,1,90746,95300,24
38,91967,36,91936,91969,right,1,90746,95300,24
39,92000,37,91970,92003,right,1,90746,95300,24
40,92033,38,92004,92037,left,1,90746,95300,24
41,92066,39,92038,92071,right,1,90746,95300,24
42,92099,40,92072,92105,right,1,90746,95300,24
43,92132,41,92106,92139,right,1,90746,95300,24
44,92165,42,92140,92173,right,1,90746,95300,24
45,92198,43,92174,92207,right,1,90746,95300,24
46,92231,44,92208,92241,not looking,1,90746,95300,24
47,92264,45,92242,92275,not looking,1,90746,95300,24
48,92297,46,92276,92309,not looking,1,90746,95300,24
49,92330,47,92310,92343,not looking,1,90746,95300,24
50,92363,48,92344,92377,not looking,1,90746,95300,24
51,92396,49,92378,92411,not looking,1,90746,95300,24
52,92429,50,92412,92445,not looking,1,90746,95300,24
53,92462,51,92446,92479,not looking,1,90746,95300,24
54,92495,52,92480,92513,not looking,1,90746,95300,24
55,92528,53,92514,92547,not looking,1,90746,95300,24
56,92561,54,92548,92581,not looking,1,90746,95300,24
57,92594,55,92582,92615,not looking,1,90746,95300,24
58,92627,56,92616,92649,not looking,1,90746,95300,24
59,92660,57,92650,92683,not looking,1,90746,95300,24
60,92693,58,92684,92717,not looking,1,90746,95300,24
61,92726,59,92718,92751,not looking,1,90746,95300,24
62,92759,60,92752,92785,not looking,1,90746,95300,24
63,92792,61,92786,92819,not looking,1,90746,95300,24
64,92825,62,92820,92853,not looking,1,90746,95300,24
65,92858,63,92854,92887,not looking,1,90746,95300,24
66,92891,64,92888,92921,not looking,1,90746,95300,24
67,92924,65,92922,92955,not looking,1,90746,95300,24
68,92957,66,92956,92989,not looking,1,90746,95300,24
69,92990,67,92990,93023,not looking,1,90746,95300,24
70,93023,67,92990,93023,not looking,1,90746,95300,24
71,93056,68,93024,93057,not looking,1,90746,95300,24
72,93089,69,93058,93091,right,1,90746,95300,24
73,93122,70,93092,93125,right,1,90746,95300,24
74,93155,71,93126,93159,left,1,90746,95300,24
75,93188,72,93160,93193,left,1,90746,95300,24
76,93221,73,93194,93227,left,1,90746,95300,24
77,93254,74,93228,93261,left,1,90746,95300,24
78,93287,75,93262,93295,left,1,90746,95300,24
79,93320,76,93296,93329,left,1,90746,95300,24
80,93353,77,93330,93363,left,1,90746,95300,24
81,93386,78,93364,93397,left,1,90746,95300,24
82,93419,79,93398,93431,left,1,90746,95300,24
83,93452,80,93432,93465,left,1,90746,95300,24
84,93485,81,93466,93499,left,1,90746,95300,24
85,93518,82,93500,93533,left,1,90746,95300,24
86,93551,83,93534,93567,left,1,90746,95300,24
87,93584,84,93568,93601,left,1,90746,95300,24
88,93617,85,93602,93635,left,1,90746,95300,24
89,93650,86,93636,93669,left,1,90746,95300,24
90,93683,87,93670,93703,left,1,90746,95300,24
91,93716,88,93704,93737,left,1,90746,95300,24
92,93749,89,93738,93771,left,1,90746,95300,24
93,93782,90,93772,93805,left,1,90746,95300,24
94,93815,91,93806,93839,left,1,90746,95300,24
95,93848,92,93840,93873,left,1,90746,95300,24
96,93881,93,93874,93907,left,1,90746,95300,24
97,93914,94,93908,93941,left,1,90746,95300,24
98,93947,95,93942,93975,left,1,90746,95300,24
99,93980,96,93976,94009,left,1,90746,95300,24
100,94013,97,94010,94043,left,1,90746,95300,24
101,94046,98,94044,94077,left,1,90746,95300,24
102,94079,99,94078,94111,left,1,90746,95300,24
103,94112,100,94112,94145,left,1,90746,95300,24
104,94145,100,94112,94145,left,1,90746,95300,24
105,94178,101,94146,94179,left,1,90746,95300,24
106,94211,102,94180,94213,left,1,90746,95300,24
107,94244,103,94214,94247,left,1,90746,95300,24
108,94277,104,94248,94281,left,1,90746,95300,24
109,94310,105,94282,94315,left,1,90746,95300,24
110,94343,106,94316,94349,left,1,90746,95300,24
111,94376,107,94350,94383,left,1,90746,95300,24
112,94409,108,94384,94417,left,1,90746,95300,24
113,94442,109,94418,94451,left,1,90746,95300,24
114,94475,110,94452,94485,left,1,90746,95300,24
115,94508,111,94486,94519,left,1,90746,95300,24
116,94541,112,94520,94553,left,1,90746,95300,24
117,94574,113,94554,94587,left,1,90746,95300,24
118,94607,114,94588,94621,left,1,90746,95300,24
119,94640,115,94622,94655,left,1,90746,95300,24
120,94673,116,94656,94689,left,1,90746,95300,24
121,94706,117,94690,94723,left,1,90746,95300,24
122,94739,118,94724,94757,left,1,90746,95300,24
123,94772,119,94758,94791,left,1,90746,95300,24
124,94805,120,94792,94825,left,1,90746,95300,24
125,94838,121,94826,94859,left,1,90746,95300,24
126,94871,122,94860,94893,not looking,1,90746,95300,24
127,94904,123,94894,94927,not looking,1,90746,95300,24
128,94937,124,94928,94961,not looking,1,90746,95300,24
129,94970,125,94962,94995,not looking,1,90746,95300,24
130,95003,126,94996,95029,not looking,1,90746,95300,24
131,95036,127,95030,95063,not looking,1,90746,95300,24
132,95069,128,95064,95097,not looking,1,90746,95300,24
133,95102,129,95098,95131,not looking,1,90746,95300,24
134,95135,130,95132,95165,left,1,90746,95300,24
135,95168,131,95166,95199,left,1,90746,95300,24
136,95201,132,95200,95233,left,1,90746,95300,24
137,95234,133,95234,95267,left,1,90746,95300,24
138,95267,133,95234,95267,left,1,90746,95300,24
139,95300,134,95268,95301,left,1,90746,95300,24
507,107444,135,107440,107473,not looking,2,107440,111932,67
508,107477,136,107474,107507,not looking,2,107440,111932,67
509,107510,137,107508,107541,not looking,2,107440,111932,67
510,107543,138,107542,107575,left,2,107440,111932,67
511,107576,139,107576,107609,left,2,107440,111932,67
512,107609,139,107576,107609,left,2,107440,111932,67
513,107642,140,107610,107643,left,2,107440,111932,67
514,107675,141,107644,107677,left,2,107440,111932,67
515,107708,142,107678,107711,left,2,107440,111932,67
516,107741,143,107712,107745,left,2,107440,111932,67
517,107774,144,107746,107779,left,2,107440,111932,67
518,107807,145,107780,107813,left,2,107440,111932,67
519,107840,146,107814,107847,left,2,107440,111932,67
520,107873,147,107848,107881,left,2,107440,111932,67
521,107906,148,107882,107915,left,2,107440,111932,67
522,107939,149,107916,107949,left,2,107440,111932,67
523,107972,150,107950,107983,left,2,107440,111932,67
524,108005,151,107984,108017,left,2,107440,111932,67
525,108038,152,108018,108051,left,2,107440,111932,67
526,108071,153,108052,108085,left,2,107440,111932,67
527,108104,154,108086,108119,left,2,107440,111932,67
528,108137,155,108120,108153,left,2,107440,111932,67
529,108170,156,108154,108187,left,2,107440,111932,67
530,108203,157,108188,108221,left,2,107440,111932,67
531,108236,158,108222,108255,not looking,2,107440,111932,67
532,108269,159,108256,108289,not looking,2,107440,111932,67
533,108302,160,108290,108323,not looking,2,107440,111932,67
534,108335,161,108324,108357,not looking,2,107440,111932,67
535,108368,162,108358,108391,not looking,2,107440,111932,67
536,108401,163,108392,108425,not looking,2,107440,111932,67
537,108434,164,108426,108459,not looking,2,107440,111932,67
538,108467,165,108460,108493,not looking,2,107440,111932,67
539,108500,166,108494,108527,not looking,2,107440,111932,67
540,108533,167,108528,108561,not looking,2,107440,111932,67
541,108566,168,108562,108595,not looking,2,107440,111932,67
542,108599,169,108596,108629,not looking,2,107440,111932,67
543,108632,170,108630,108663,not looking,2,107440,111932,67
544,108665,171,108664,108697,not looking,2,107440,111932,67
545,108698,172,108698,108731,not looking,2,107440,111932,67
546,108731,172,108698,108731,not looking,2,107440,111932,67
547,108764,173,108732,108765,not looking,2,107440,111932,67
548,108797,174,108766,108799,not looking,2,107440,111932,67
549,108830,175,108800,108833,not looking,2,107440,111932,67
550,108863,176,108834,108867,not looking,2,107440,111932,67
551,108896,177,108868,108901,not looking,2,107440,111932,67
552,108929,178,108902,108935,not looking,2,107440,111932,67
553,108962,179,108936,108969,not looking,2,107440,111932,67
554,108995,180,108970,109003,not looking,2,107440,111932,67
555,109028,181,109004,109037,not looking,2,107440,111932,67
556,109061,182,109038,109071,left,2,107440,111932,67
557,109094,183,109072,109105,left,2,107440,111932,67
558,109127,184,109106,109139,not looking,2,107440,111932,67
559,109160,185,109140,109173,not looking,2,107440,111932,67
560,109193,186,109174,109207,not looking,2,107440,111932,67
561,109226,187,109208,109241,not looking,2,107440,111932,67
562,109259,188,109242,109275,not looking,2,107440,111932,67
563,109292,189,109276,109309,not looking,2,107440,111932,67
564,109325,190,109310,109343,not looking,2,107440,111932,67
565,109358,191,109344,109377,not looking,2,107440,111932,67
566,109391,192,109378,109411,not looking,2,107440,111932,67
567,109424,193,109412,109445,not looking,2,107440,111932,67
568,109457,194,109446,109479,not looking,2,107440,111932,67
569,109490,195,109480,109513,not looking,2,107440,111932,67
570,109523,196,109514,109547,not looking,2,107440,111932,67
571,109556,197,109548,109581,not looking,2,107440,111932,67
572,109589,198,109582,109615,not looking,2,107440,111932,67
573,109622,199,109616,109649,not looking,2,107440,111932,67
574,109655,200,109650,109683,not looking,2,107440,111932,67
575,109688,201,109684,109717,not looking,2,107440,111932,67
576,109721,202,109718,109751,not looking,2,107440,111932,67
577,109754,203,109752,109785,not looking,2,107440,111932,67
578,109787,204,109786,109819,not looking,2,107440,111932,67
579,109820,205,109820,109853,not looking,2,107440,111932,67
580,109853,205,109820,109853,not looking,2,107440,111932,67
581,109886,206,109854,109887,not looking,2,107440,111932,67
582,109919,207,109888,109921,not looking,2,107440,111932,67
583,109952,208,109922,109955,not looking,2,107440,111932,67
584,109985,209,109956,109989,not looking,2,107440,111932,67
585,110018,210,109990,110023,not looking,2,107440,111932,67
586,110051,211,110024,110057,not looking,2,107440,111932,67
587,110084,212,110058,110091,not looking,2,107440,111932,67
588,110117,213,110092,110125,not looking,2,107440,111932,67
589,110150,214,110126,110159,not looking,2,107440,111932,67
590,110183,215,110160,110193,not looking,2,107440,111932,67
591,110216,216,110194,110227,left,2,107440,111932,67
592,110249,217,110228,110261,left,2,107440,111932,67
593,110282,218,110262,110295,left,2,107440,111932,67
594,110315,219,110296,110329,left,2,107440,111932,67
595,110348,220,110330,110363,left,2,107440,111932,67
596,110381,221,110364,110397,left,2,107440,111932,67
597,110414,222,110398,110431,left,2,107440,111932,67
598,110447,223,110432,110465,left,2,107440,111932,67
599,110480,224,110466,110499,left,2,107440,111932,67
600,110513,225,110500,110533,left,2,107440,111932,67
601,110546,226,110534,110567,left,2,107440,111932,67
602,110579,227,110568,110601,right,2,107440,111932,67
603,110612,228,110602,110635,not looking,2,107440,111932,67
604,110645,229,110636,110669,not looking,2,107440,111932,67
605,110678,230,110670,110703,not looking,2,107440,111932,67
606,110711,231,110704,110737,not looking,2,107440,111932,67
607,110744,232,110738,110771,not looking,2,107440,111932,67
608,110777,233,110772,110805,not looking,2,107440,111932,67
609,110810,234,110806,110839,not looking,2,107440,111932,67
610,110843,235,110840,110873,not looking,2,107440,111932,67
611,110876,236,110874,110907,not looking,2,107440,111932,67
612,110909,237,110908,110941,not looking,2,107440,111932,67
613,110942,238,110942,110975,not looking,2,107440,111932,67
614,110975,238,110942,110975,not looking,2,107440,111932,67
615,111008,239,110976,111009,not looking,2,107440,111932,67
616,111041,240,111010,111043,not looking,2,107440,111932,67
617,111074,241,111044,111077,not looking,2,107440,111932,67
618,111107,242,111078,111111,not looking,2,107440,111932,67
619,111140,243,111112,111145,not looking,2,107440,111932,67
620,111173,244,111146,111179,not looking,2,107440,111932,67
621,111206,245,111180,111213,not looking,2,107440,111932,67
622,111239,246,111214,111247,not looking,2,107440,111932,67
623,111272,247,111248,111281,not looking,2,107440,111932,67
624,111305,248,111282,111315,not looking,2,107440,111932,67
625,111338,249,111316,111349,not looking,2,107440,111932,67
626,111371,250,111350,111383,not looking,2,107440,111932,67
627,111404,251,111384,111417,not looking,2,107440,111932,67
628,111437,252,111418,111451,not looking,2,107440,111932,67
629,111470,253,111452,111485,not looking,2,107440,111932,67
630,111503,254,111486,111519,not looking,2,107440,111932,67
631,111536,255,111520,111553,not looking,2,107440,111932,67
632,111569,256,111554,111587,not looking,2,107440,111932,67
633,111602,257,111588,111621,not looking,2,107440,111932,67
634,111635,258,111622,111655,right,2,107440,111932,67
635,111668,259,111656,111689,right,2,107440,111932,67
636,111701,260,111690,111723,right,2,107440,111932,67
637,111734,261,111724,111757,left,2,107440,111932,67
638,111767,262,111758,111791,right,2,107440,111932,67
639,111800,263,111792,111825,left,2,107440,111932,67
640,111833,264,111826,111859,left,2,107440,111932,67
641,111866,265,111860,111893,left,2,107440,111932,67
642,111899,266,111894,111927,right,2,107440,111932,67
643,111932,267,111928,111961,right,2,107440,111932,67
953,122162,268,122162,122195,not looking,3,122162,137019,89
954,122195,268,122162,122195,not looking,3,122162,137019,89
955,122228,269,122196,122229,not looking,3,122162,137019,89
956,122261,270,122230,122263,not looking,3,122162,137019,89
957,122294,271,122264,122297,not looking,3,122162,137019,89
958,122327,272,122298,122331,not looking,3,122162,137019,89
959,122360,273,122332,122365,not looking,3,122162,137019,89
960,122393,274,122366,122399,left,3,122162,137019,89
961,122426,275,122400,122433,left,3,122162,137019,89
962,122459,276,122434,122467,left,3,122162,137019,89
963,122492,277,122468,122501,left,3,122162,137019,89
964,122525,278,122502,122535,not looking,3,122162,137019,89
965,122558,279,122536,122569,not looking,3,122162,137019,89
966,122591,280,122570,122603,not looking,3,122162,137019,89
967,122624,281,122604,122637,not looking,3,122162,137019,89
968,122657,282,122638,122671,not looking,3,122162,137019,89
969,122690,283,122672,122705,not looking,3,122162,137019,89
970,122723,284,122706,122739,not looking,3,122162,137019,89
971,122756,285,122740,122773,not looking,3,122162,137019,89
972,122789,286,122774,122807,not looking,3,122162,137019,89
973,122822,287,122808,122841,not looking,3,122162,137019,89
974,122855,288,122842,122875,not looking,3,122162,137019,89
975,122888,289,122876,122909,not looking,3,122162,137019,89
976,122921,290,122910,122943,not looking,3,122162,137019,89
977,122954,291,122944,122977,left,3,122162,137019,89
978,122987,292,122978,123011,left,3,122162,137019,89
979,123020,293,123012,123045,left,3,122162,137019,89
980,123053,294,123046,123079,left,3,122162,137019,89
981,123086,295,123080,123113,left,3,122162,137019,89
982,123119,296,123114,123147,left,3,122162,137019,89
983,123152,297,123148,123181,left,3,122162,137019,89
984,123185,298,123182,123215,left,3,122162,137019,89
985,123218,299,123216,123249,left,3,122162,137019,89
986,123251,300,123250,123283,left,3,122162,137019,89
987,123284,301,123284,123317,left,3,122162,137019,89
988,123317,301,123284,123317,left,3,122162,137019,89
989,123350,302,123318,123351,left,3,122162,137019,89
990,123383,303,123352,123385,left,3,122162,137019,89
991,123416,304,123386,123419,left,3,122162,137019,89
992,123449,305,123420,123453,left,3,122162,137019,89
993,123482,306,123454,123487,left,3,122162,137019,89
994,123515,307,123488,123521,left,3,122162,137019,89
995,123548,308,123522,123555,inbetween,3,122162,137019,89
996,123581,309,123556,123623,left,3,122162,137019,89
997,123614,309,123556,123623,left,3,122162,137019,89
998,123647,310,123624,123657,left,3,122162,137019,89
999,123680,311,123658,123691,left,3,122162,137019,89
1000,123713,312,123692,123725,not looking,3,122162,137019,89
1001,123746,313,123726,123759,not looking,3,122162,137019,89
1002,123779,314,123760,123793,not looking,3,122162,137019,89
1003,123812,315,123794,123827,not looking,3,122162,137019,89
1004,123845,316,123828,123861,not looking,3,122162,137019,89
1005,123878,317,123862,123895,not looking,3,122162,137019,89
1006,123911,318,123896,123929,not looking,3,122162,137019,89
1007,123944,319,123930,123963,not looking,3,122162,137019,89
1008,123977,320,123964,123997,not looking,3,122162,137019,89
1009,124010,321,123998,124031,not looking,3,122162,137019,89
1010,124043,322,124032,124065,not looking,3,122162,137019,89
1011,124076,323,124066,124099,not looking,3,122162,137019,89
1012,124109,324,124100,124133,not looking,3,122162,137019,89
1013,124142,325,124134,124167,not looking,3,122162,137019,89
1014,124175,326,124168,124201,not looking,3,122162,137019,89
1015,124208,327,124202,124235,not looking,3,122162,137019,89
1016,124241,328,124236,124269,not looking,3,122162,137019,89
1017,124274,329,124270,124303,not looking,3,122162,137019,89
1018,124307,330,124304,124337,not looking,3,122162,137019,89
1019,124340,331,124338,124371,not looking,3,122162,137019,89
1020,124373,332,124372,124405,not looking,3,122162,137019,89
1021,124406,333,124406,124439,not looking,3,122162,137019,89
1022,124439,333,124406,124439,not looking,3,122162,137019,89
1023,124472,334,124440,124473,not looking,3,122162,137019,89
1024,124505,335,124474,124507,inbetween,3,122162,137019,89
1025,124538,336,124508,124541,left,3,122162,137019,89
1026,124571,337,124542,124575,left,3,122162,137019,89
1027,124604,338,124576,124609,left,3,122162,137019,89
1028,124637,339,124610,124643,left,3,122162,137019,89
1029,124670,340,124644,124677,left,3,122162,137019,89
1030,124703,341,124678,124711,left,3,122162,137019,89
1031,124736,342,124712,124745,left,3,122162,137019,89
1032,124769,343,124746,124779,left,3,122162,137019,89
1033,124802,344,124780,124813,left,3,122162,137019,89
1034,124835,345,124814,124847,left,3,122162,137019,89
1035,124868,346,124848,124881,left,3,122162,137019,89
1036,124901,347,124882,124915,left,3,122162,137019,89
1037,124934,348,124916,124949,inbetween,3,122162,137019,89
1038,124967,349,124950,124983,left,3,122162,137019,89
1039,125000,350,124984,125017,left,3,122162,137019,89
1040,125033,351,125018,125051,left,3,122162,137019,89
1041,125066,352,125052,125085,left,3,122162,137019,89
1042,125099,353,125086,125119,left,3,122162,137019,89
1043,125132,354,125120,125153,not looking,3,122162,137019,89
1044,125165,355,125154,125187,not looking,3,122162,137019,89
1045,125198,356,125188,125221,not looking,3,122162,137019,89
1046,125231,357,125222,125255,not looking,3,122162,137019,89
1047,125264,358,125256,125289,not looking,3,122162,137019,89
1048,125297,359,125290,125323,not looking,3,122162,137019,89
1049,125330,360,125324,125357,not looking,3,122162,137019,89
1050,125363,361,125358,125391,not looking,3,122162,137019,89
1051,125396,362,125392,125425,not looking,3,122162,137019,89
1052,125429,363,125426,125459,not looking,3,122162,137019,89
1053,125462,364,125460,125493,not looking,3,122162,137019,89
1054,125495,365,125494,125527,not looking,3,122162,137019,89
1055,125528,366,125528,125561,not looking,3,122162,137019,89
1056,125561,366,125528,125561,not looking,3,122162,137019,89
1057,125594,367,125562,125595,not looking,3,122162,137019,89
1058,125627,368,125596,125629,not looking,3,122162,137019,89
1059,125660,369,125630,125663,not looking,3,122162,137019,89
1060,125693,370,125664,125697,not looking,3,122162,137019,89
1061,125726,371,125698,125731,not looking,3,122162,137019,89
1062,125759,372,125732,125765,not looking,3,122162,137019,89
1063,125792,373,125766,125799,not looking,3,122162,137019,89
1064,125825,374,125800,125833,not looking,3,122162,137019,89
1065,125858,375,125834,125867,not looking,3,122162,137019,89
1066,125891,376,125868,125901,not looking,3,122162,137019,89
1067,125924,377,125902,125935,not looking,3,122162,137019,89
1068,125957,378,125936,125969,not looking,3,122162,137019,89
1069,125990,379,125970,126003,not looking,3,122162,137019,89
1070,126023,380,126004,126037,not looking,3,122162,137019,89
1071,126056,381,126038,126071,not looking,3,122162,137019,89
1072,126089,382,126072,126105,not looking,3,122162,137019,89
1073,126122,383,126106,126139,not looking,3,122162,137019,89
1074,126155,384,126140,126173,not looking,3,122162,137019,89
1075,126188,385,126174,126207,not looking,3,122162,137019,89
1076,126221,386,126208,126241,not looking,3,122162,137019,89
1077,126254,387,126242,126275,not looking,3,122162,137019,89
1078,126287,388,126276,126309,not looking,3,122162,137019,89
1079,126320,389,126310,126343,not looking,3,122162,137019,89
1080,126353,390,126344,126377,not looking,3,122162,137019,89
1081,126386,391,126378,126411,not looking,3,122162,137019,89
1082,126419,392,126412,126445,not looking,3,122162,137019,89
1083,126452,393,126446,126479,not looking,3,122162,137019,89
1084,126485,394,126480,126513,not looking,3,122162,137019,89
1085,126518,395,126514,126547,not looking,3,122162,137019,89
1086,126551,396,126548,126581,not looking,3,122162,137019,89
1087,126584,397,126582,126615,not looking,3,122162,137019,89
1088,126617,398,126616,126649,not looking,3,122162,137019,89
1089,126650,399,126650,126683,not looking,3,122162,137019,89
1090,126683,399,126650,126683,not looking,3,122162,137019,89
1091,126716,400,126684,126717,not looking,3,122162,137019,89
1092,126749,401,126718,137019,not looking,3,122162,137019,89
1093,126782,401,126718,137019,not looking,3,122162,137019,89
1094,126815,401,126718,137019,not looking,3,122162,137019,89
1095,126848,401,126718,137019,not looking,3,122162,137019,89
1096,126881,401,126718,137019,not looking,3,122162,137019,89
1097,126914,401,126718,137019,not looking,3,122162,137019,89
1098,126947,401,126718,137019,not looking,3,122162,137019,89
1099,126980,401,126718,137019,not looking,3,122162,137019,89
1100,127013,401,126718,137019,not looking,3,122162,137019,89
1101,127046,401,126718,137019,not looking,3,122162,137019,89
1102,127079,401,126718,137019,not looking,3,122162,137019,89
1103,127112,401,126718,137019,not looking,3,122162,137019,89
1104,127145,401,126718,137019,not looking,3,122162,137019,89
1105,127178,401,126718,137019,not looking,3,122162,137019,89
1106,127211,401,126718,137019,not looking,3,122162,137019,89
1107,127244,401,126718,137019,not looking,3,122162,137019,89
1108,127277,401,126718,137019,not looking,3,122162,137019,89
1109,127310,401,126718,137019,not looking,3,122162,137019,89
1110,127343,401,126718,137019,not looking,3,122162,137019,89
1111,127376,401,126718,137019,not looking,3,122162,137019,89
1112,127409,401,126718,137019,not looking,3,122162,137019,89
1113,127442,401,126718,137019,not looking,3,122162,137019,89
1114,127475,401,126718,137019,not looking,3,122162,137019,89
1115,127508,401,126718,137019,not looking,3,122162,137019,89
1116,127541,401,126718,137019,not looking,3,122162,137019,89
1117,127574,401,126718,137019,not looking,3,122162,137019,89
1118,127607,401,126718,137019,not looking,3,122162,137019,89
1119,127640,401,126718,137019,not looking,3,122162,137019,89
1120,127673,401,126718,137019,not looking,3,122162,137019,89
1121,127706,401,126718,137019,not looking,3,122162,137019,89
1122,127739,401,126718,137019,not looking,3,122162,137019,89
1123,127772,401,126718,137019,not looking,3,122162,137019,89
1124,127805,401,126718,137019,not looking,3,122162,137019,89
1125,127838,401,126718,137019,not looking,3,122162,137019,89
1126,127871,401,126718,137019,not looking,3,122162,137019,89
1127,127904,401,126718,137019,not looking,3,122162,137019,89
1128,127937,401,126718,137019,not looking,3,122162,137019,89
1129,127970,401,126718,137019,not looking,3,122162,137019,89
1130,128003,401,126718,137019,not looking,3,122162,137019,89
1131,128036,401,126718,137019,not looking,3,122162,137019,89
1132,128069,401,126718,137019,not looking,3,122162,137019,89
1133,128102,401,126718,137019,not looking,3,122162,137019,89
1134,128135,401,126718,137019,not looking,3,122162,137019,89
1135,128168,401,126718,137019,not looking,3,122162,137019,89
1136,128201,401,126718,137019,not looking,3,122162,137019,89
1137,128234,401,126718,137019,not looking,3,122162,137019,89
1138,128267,401,126718,137019,not looking,3,122162,137019,89
1139,128300,401,126718,137019,not looking,3,122162,137019,89
1140,128333,401,126718,137019,not looking,3,122162,137019,89
1141,128366,401,126718,137019,not looking,3,122162,137019,89
1142,128399,401,126718,137019,not looking,3,122162,137019,89
1143,128432,401,126718,137019,not looking,3,122162,137019,89
1144,128465,401,126718,137019,not looking,3,122162,137019,89
1145,128498,401,126718,137019,not looking,3,122162,137019,89
1146,128531,401,126718,137019,not looking,3,122162,137019,89
1147,128564,401,126718,137019,not looking,3,122162,137019,89
1148,128597,401,126718,137019,not looking,3,122162,137019,89
1149,128630,401,126718,137019,not looking,3,122162,137019,89
1150,128663,401,126718,137019,not looking,3,122162,137019,89
1151,128696,401,126718,137019,not looking,3,122162,137019,89
1152,128729,401,126718,137019,not looking,3,122162,137019,89
1153,128762,401,126718,137019,not looking,3,122162,137019,89
1154,128795,401,126718,137019,not looking,3,122162,137019,89
1155,128828,401,126718,137019,not looking,3,122162,137019,89
1156,128861,401,126718,137019,not looking,3,122162,137019,89
1157,128894,401,126718,137019,not looking,3,122162,137019,89
1158,128927,401,126718,137019,not looking,3,122162,137019,89
1159,128960,401,126718,137019,not looking,3,122162,137019,89
1160,128993,401,126718,137019,not looking,3,122162,137019,89
1161,129026,401,126718,137019,not looking,3,122162,137019,89
1162,129059,401,126718,137019,not looking,3,122162,137019,89
1163,129092,401,126718,137019,not looking,3,122162,137019,89
1164,129125,401,126718,137019,not looking,3,122162,137019,89
1165,129158,401,126718,137019,not looking,3,122162,137019,89
1166,129191,401,126718,137019,not looking,3,122162,137019,89
1167,129224,401,126718,137019,not looking,3,122162,137019,89
1168,129257,401,126718,137019,not looking,3,122162,137019,89
1169,129290,401,126718,137019,not looking,3,122162,137019,89
1170,129323,401,126718,137019,not looking,3,122162,137019,89
1171,129356,401,126718,137019,not looking,3,122162,137019,89
1172,129389,401,126718,137019,not looking,3,122162,137019,89
1173,129422,401,126718,137019,not looking,3,122162,137019,89
1174,129455,401,126718,137019,not looking,3,122162,137019,89
1175,129488,401,126718,137019,not looking,3,122162,137019,89
1176,129521,401,126718,137019,not looking,3,122162,137019,89
1177,129554,401,126718,137019,not looking,3,122162,137019,89
1178,129587,401,126718,137019,not looking,3,122162,137019,89
1179,129620,401,126718,137019,not looking,3,122162,137019,89
1180,129653,401,126718,137019,not looking,3,122162,137019,89
1181,129686,401,126718,137019,not looking,3,122162,137019,89
1182,129719,401,126718,137019,not looking,3,122162,137019,89
1183,129752,401,126718,137019,not looking,3,122162,137019,89
1184,129785,401,126718,137019,not looking,3,122162,137019,89
1185,129818,401,126718,137019,not looking,3,122162,137019,89
1186,129851,401,126718,137019,not looking,3,122162,137019,89
1187,129884,401,126718,137019,not looking,3,122162,137019,89
1188,129917,401,126718,137019,not looking,3,122162,137019,89
1189,129950,401,126718,137019,not looking,3,122162,137019,89
1190,129983,401,126718,137019,not looking,3,122162,137019,89
1191,130016,401,126718,137019,not looking,3,122162,137019,89
1192,130049,401,126718,137019,not looking,3,122162,137019,89
1193,130082,401,126718,137019,not looking,3,122162,137019,89
1194,130115,401,126718,137019,not looking,3,122162,137019,89
1195,130148,401,126718,137019,not looking,3,122162,137019,89
1196,130181,401,126718,137019,not looking,3,122162,137019,89
1197,130214,401,126718,137019,not looking,3,122162,137019,89
1198,130247,401,126718,137019,not looking,3,122162,137019,89
