framenum,time,gaze_pos.ordinal,gaze_pos.onset,gaze_pos.offset,AOI,trials.ordinal,trials.onset,trials.offset,trials.number
2053,168016,,,,,,,,
2054,168049,,,,,,,,
2055,168082,,,,,,,,
2056,168115,,,,,,,,
2057,168148,,,,,,,,
2058,168181,,,,,,,,
2059,168214,,,,,,,,
2060,168247,,,,,,,,
2061,168280,,,,,,,,
2062,168313,,,,,,,,
2063,168346,,,,,,,,
2064,168379,,,,,,,,
2065,168412,,,,,,,,
2066,168445,,,,,,,,
2067,168478,,,,,,,,
2068,168511,,,,,,,,
2069,168544,,,,,,,,
2070,168577,,,,,,,,
2071,168610,,,,,,,,
2072,168643,,,,,,,,
2073,168676,,,,,,,,
2074,168709,,,,,,,,
2075,168742,,,,,,,,
2076,168775,,,,,,,,
2077,168808,,,,,,,,
2078,168841,,,,,,,,
2079,168874,,,,,,,,
2080,168907,,,,,,,,
2081,168940,,,,,,,,
2082,168973,,,,,,,,
2083,169006,,,,,,,,
2084,169039,,,,,,,,
2085,169072,,,,,,,,
2086,169105,,,,,,,,
2087,169138,,,,,,,,
2088,169171,,,,,,,,
2089,169204,,,,,,,,
2090,169237,,,,,,,,
2091,169270,,,,,,,,
2092,169303,,,,,,,,
2093,169336,,,,,,,,
2094,169369,,,,,,,,
2095,169402,,,,,,,,
2096,169435,,,,,,,,
2097,169468,,,,,,,,
2098,169501,,,,,,,,
2099,169534,,,,,,,,
2100,169567,,,,,,,,
2101,169600,,,,,,,,
2102,169633,,,,,,,,
2103,169666,,,,,,,,
2104,169699,,,,,,,,
2105,169732,,,,,,,,
2106,169765,,,,,,,,
2107,169798,,,,,,,,
2108,169831,,,,,,,,
2109,169864,,,,,,,,
2110,169897,,,,,,,,
2111,169930,,,,,,,,
2112,169963,,,,,,,,
2113,169996,,,,,,,,
2114,170029,,,,,,,,
2115,170062,,,,,,,,
2116,170095,,,,,,,,
2117,170128,,,,,,,,
2118,170161,,,,,,,,
2119,170194,,,,,,,,
2120,170227,,,,,,,,
2121,170260,,,,,,,,
2122,170293,,,,,,,,
2123,170326,,,,,,,,
2124,170359,,,,,,,,
2125,170392,,,,,,,,
2126,170425,,,,,,,,
2127,170458,,,,,,,,
2128,170491,,,,,,,,
2129,170524,,,,,,,,
2130,170557,,,,,,,,
2131,170590,,,,,,,,
2132,170623,,,,,,,,
2133,170656,,,,,,,,
2134,170689,,,,,,,,
2135,170722,,,,,,,,
2136,170755,,,,,,,,
2137,170788,,,,,,,,
2138,170821,,,,,,,,
2139,170854,,,,,,,,
2140,170887,,,,,,,,
2141,170920,,,,,,,,
2142,170953,,,,,,,,
2143,170986,,,,,,,,
2144,171019,,,,,,,,
2145,171052,,,,,,,,
2146,171085,,,,,,,,
2147,171118,,,,,,,,
2148,171151,,,,,,,,
2149,171184,,,,,,,,
2150,171217,,,,,,,,
2151,171250,,,,,,,,
2152,171283,,,,,,,,
2153,171316,,,,,,,,
2154,171349,,,,,,,,
2155,171382,,,,,,,,
2156,171415,,,,,,,,
2157,171448,,,,,,,,
2158,171481,,,,,,,,
2159,171514,,,,,,,,
2160,171547,,,,,,,,
2161,171580,,,,,,,,
2162,171613,,,,,,,,
2163,171646,,,,,,,,
2164,171679,,,,,,,,
2165,171712,,,,,,,,
2166,171745,,,,,,,,
2167,171778,,,,,,,,
2168,171811,,,,,,,,
2169,171844,,,,,,,,
2170,171877,,,,,,,,
2171,171910,,,,,,,,
2172,171943,,,,,,,,
2173,171976,,,,,,,,
2174,172009,,,,,,,,
2175,172042,,,,,,,,
2176,172075,,,,,,,,
2177,172108,,,,,,,,
2178,172141,,,,,,,,
2179,172174,,,,,,,,
2180,172207,,,,,,,,
2181,172240,,,,,,,,
2182,172273,,,,,,,,
2183,172306,,,,,,,,
2184,172339,,,,,,,,
2185,172372,,,,,,,,
2186,172405,,,,,,,,
2187,172438,,,,,,,,
2188,172471,,,,,,,,
2189,172504,,,,,,,,
2190,172537,,,,,,,,
2191,172570,,,,,,,,
2192,172603,,,,,,,,
2193,172636,,,,,,,,
2194,172669,,,,,,,,
2195,172702,,,,,,,,
2196,172735,,,,,,,,
2197,172768,,,,,,,,
2198,172801,,,,,,,,
2199,172834,,,,,,,,
2200,172867,,,,,,,,
2201,172900,,,,,,,,
2202,172933,,,,,,,,
2203,172966,,,,,,,,
2204,172999,,,,,,,,
2205,173032,,,,,,,,
2206,173065,,,,,,,,
2207,173098,,,,,,,,
2208,173131,,,,,,,,
2209,173164,,,,,,,,
2210,173197,,,,,,,,
2211,173230,,,,,,,,
2212,173263,,,,,,,,
2213,173296,,,,,,,,
2214,173329,,,,,,,,
2215,173362,,,,,,,,
2216,173395,,,,,,,,
2217,173428,,,,,,,,
2218,173461,,,,,,,,
2219,173494,,,,,,,,
2220,173527,,,,,,,,
2221,173560,,,,,,,,
2222,173593,,,,,,,,
2223,173626,,,,,,,,
2224,173659,,,,,,,,
2225,173692,,,,,,,,
2226,173725,,,,,,,,
2227,173758,,,,,,,,
2228,173791,,,,,,,,
2229,173824,,,,,,,,
2230,173857,,,,,,,,
2231,173890,,,,,,,,
2232,173923,,,,,,,,
2233,173956,,,,,,,,
2234,173989,,,,,,,,
2235,174022,,,,,,,,
2236,174055,,,,,,,,
2237,174088,,,,,,,,
2238,174121,,,,,,,,
2239,174154,,,,,,,,
2240,174187,,,,,,,,
2241,174220,,,,,,,,
2242,174253,,,,,,,,
2243,174286,,,,,,,,
2244,174319,,,,,,,,
2245,174352,,,,,,,,
2246,174385,,,,,,,,
2247,174418,,,,,,,,
2248,174451,,,,,,,,
2249,174484,,,,,,,,
2250,174517,,,,,,,,
2251,174550,,,,,,,,
2252,174583,,,,,,,,
2253,174616,,,,,,,,
2254,174649,,,,,,,,
2255,174682,,,,,,,,
2256,174715,,,,,,,,
2257,174748,,,,,,,,
2258,174781,,,,,,,,
2259,174814,,,,,,,,
2260,174847,,,,,,,,
2261,174880,,,,,,,,
2262,174913,,,,,,,,
2263,174946,,,,,,,,
2264,174979,,,,,,,,
2265,175012,,,,,,,,
2266,175045,,,,,,,,
2267,175078,,,,,,,,
2268,175111,,,,,,,,
2269,175144,,,,,,,,
2270,175177,,,,,,,,
2271,175210,,,,,,,,
2272,175243,,,,,,,,
2273,175276,,,,,,,,
2274,175309,,,,,,,,
2275,175342,,,,,,,,
2276,175375,,,,,,,,
2277,175408,,,,,,,,
2278,175441,,,,,,,,
2279,175474,,,,,,,,
2280,175507,,,,,,,,
2281,175540,,,,,,,,
2282,175573,,,,,,,,
2283,175606,,,,,,,,
2284,175639,,,,,,,,
2285,175672,,,,,,,,
2286,175705,,,,,,,,
2287,175738,,,,,,,,
2288,175771,,,,,,,,
2289,175804,,,,,,,,
2290,175837,,,,,,,,
2291,175870,,,,,,,,
2292,175903,,,,,,,,
2293,175936,,,,,,,,
2294,175969,,,,,,,,
2295,176002,,,,,,,,
2296,176035,,,,,,,,
2297,176068,,,,,,,,
2298,176101,,,,,,,,
2299,176134,,,,,,,,
2300,176167,,,,,,,,
2301,176200,,,,,,,,
2302,176233,,,,,,,,
2303,176266,,,,,,,,
2304,176299,,,,,,,,
2305,176332,,,,,,,,
2306,176365,,,,,,,,
2307,176398,,,,,,,,
2308,176431,,,,,,,,
2309,176464,,,,,,,,
2310,176497,,,,,,,,
2311,176530,,,,,,,,
2312,176563,,,,,,,,
2313,176596,,,,,,,,
2314,176629,,,,,,,,
2315,176662,,,,,,,,
2316,176695,,,,,,,,
2317,176728,,,,,,,,
2318,176761,,,,,,,,
2319,176794,,,,,,,,
2320,176827,,,,,,,,
2321,176860,,,,,,,,
2322,176893,,,,,,,,
2323,176926,,,,,,,,
2324,176959,,,,,,,,
2325,176992,,,,,,,,
2326,177025,,,,,,,,
2327,177058,,,,,,,,
2328,177091,,,,,,,,
2329,177124,,,,,,,,
2330,177157,,,,,,,,
2331,177190,,,,,,,,
2332,177223,,,,,,,,
2333,177256,,,,,,,,
2334,177289,,,,,,,,
2335,177322,,,,,,,,
2336,177355,,,,,,,,
2337,177388,,,,,,,,
2338,177421,,,,,,,,
2339,177454,,,,,,,,
2340,177487,,,,,,,,
2341,177520,,,,,,,,
2342,177553,,,,,,,,
2343,177586,,,,,5,177582,182104,438
2344,177619,,,,,5,177582,182104,438
2345,177652,,,,,5,177582,182104,438
2346,177685,,,,,5,177582,182104,438
2347,177718,,,,,5,177582,182104,438
2348,177751,,,,,5,177582,182104,438
2349,177784,,,,,5,177582,182104,438
2350,177817,507,177786,177819,m,5,177582,182104,438
2351,177850,508,177820,177853,m,5,177582,182104,438
2352,177883,509,177854,177887,m,5,177582,182104,438
2353,177916,510,177888,177921,m,5,177582,182104,438
2354,177949,511,177922,177955,m,5,177582,182104,438
2355,177982,512,177956,177989,m,5,177582,182104,438
2356,178015,513,177990,178023,m,5,177582,182104,438
2357,178048,514,178024,178057,m,5,177582,182104,438
2358,178081,515,178058,178091,m,5,177582,182104,438
2359,178114,516,178092,178125,m,5,177582,182104,438
2360,178147,517,178126,178159,m,5,177582,182104,438
2361,178180,518,178160,178193,m,5,177582,182104,438
2362,178213,519,178194,178227,m,5,177582,182104,438
2363,178246,520,178228,178261,m,5,177582,182104,438
2364,178279,521,178262,178295,m,5,177582,182104,438
2365,178312,522,178296,178329,m,5,177582,182104,438
2366,178345,523,178330,178363,m,5,177582,182104,438
2367,178378,524,178364,178397,n,5,177582,182104,438
2368,178411,525,178398,178431,n,5,177582,182104,438
2369,178444,526,178432,178465,n,5,177582,182104,438
2370,178477,527,178466,178499,n,5,177582,182104,438
2371,178510,528,178500,178533,n,5,177582,182104,438
2372,178543,529,178534,178567,n,5,177582,182104,438
2373,178576,530,178568,178601,n,5,177582,182104,438
2374,178609,531,178602,178635,n,5,177582,182104,438
2375,178642,532,178636,178669,n,5,177582,182104,438
2376,178675,533,178670,178703,n,5,177582,182104,438
2377,178708,534,178704,178737,n,5,177582,182104,438
2378,178741,535,178738,178771,n,5,177582,182104,438
2379,178774,536,178772,178805,n,5,177582,182104,438
2380,178807,537,178806,178839,n,5,177582,182104,438
2381,178840,538,178840,178873,n,5,177582,182104,438
2382,178873,538,178840,178873,n,5,177582,182104,438
2383,178906,539,178874,178907,n,5,177582,182104,438
2384,178939,540,178908,178941,n,5,177582,182104,438
2385,178972,541,178942,178975,n,5,177582,182104,438
2386,179005,542,178976,179009,n,5,177582,182104,438
2387,179038,543,179010,179043,n,5,177582,182104,438
2388,179071,544,179044,179077,n,5,177582,182104,438
2389,179104,545,179078,179111,n,5,177582,182104,438
2390,179137,546,179112,179145,n,5,177582,182104,438
2391,179170,547,179146,179179,n,5,177582,182104,438
2392,179203,548,179180,179213,n,5,177582,182104,438
2393,179236,549,179214,179247,n,5,177582,182104,438
2394,179269,550,179248,179281,n,5,177582,182104,438
2395,179302,551,179282,179315,n,5,177582,182104,438
2396,179335,552,179316,179349,n,5,177582,182104,438
2397,179368,553,179350,179383,n,5,177582,182104,438
2398,179401,554,179384,179417,n,5,177582,182104,438
2399,179434,555,179418,179451,n,5,177582,182104,438
2400,179467,556,179452,179485,n,5,177582,182104,438
2401,179500,557,179486,179519,n,5,177582,182104,438
2402,179533,558,179520,179553,n,5,177582,182104,438
2403,179566,559,179554,179587,n,5,177582,182104,438
2404,179599,560,179588,179621,n,5,177582,182104,438
2405,179632,561,179622,179655,n,5,177582,182104,438
2406,179665,562,179656,179689,n,5,177582,182104,438
2407,179698,563,179690,179723,n,5,177582,182104,438
2408,179731,564,179724,179757,n,5,177582,182104,438
2409,179764,565,179758,179791,n,5,177582,182104,438
2410,179797,566,179792,179825,n,5,177582,182104,438
2411,179830,567,179826,179859,n,5,177582,182104,438
2412,179863,568,179860,179893,n,5,177582,182104,438
2413,179896,569,179894,179927,n,5,177582,182104,438
2414,179929,570,179928,179961,n,5,177582,182104,438
2415,179962,571,179962,179995,n,5,177582,182104,438
2416,179995,571,179962,179995,n,5,177582,182104,438
2417,180028,572,179996,180029,n,5,177582,182104,438
2418,180061,573,180030,180063,n,5,177582,182104,438
2419,180094,574,180064,180097,n,5,177582,182104,438
2420,180127,575,180098,180131,n,5,177582,182104,438
2421,180160,576,180132,180165,n,5,177582,182104,438
2422,180193,577,180166,180199,n,5,177582,182104,438
2423,180226,578,180200,180233,n,5,177582,182104,438
2424,180259,579,180234,180267,n,5,177582,182104,438
2425,180292,580,180268,180301,n,5,177582,182104,438
2426,180325,581,180302,180335,n,5,177582,182104,438
2427,180358,582,180336,180369,n,5,177582,182104,438
2428,180391,583,180370,180403,n,5,177582,182104,438
2429,180424,584,180404,180437,n,5,177582,182104,438
2430,180457,585,180438,180471,n,5,177582,182104,438
2431,180490,586,180472,180505,n,5,177582,182104,438
2432,180523,587,180506,180539,n,5,177582,182104,438
2433,180556,588,180540,180573,n,5,177582,182104,438
2434,180589,589,180574,180607,n,5,177582,182104,438
2435,180622,590,180608,180641,n,5,177582,182104,438
2436,180655,591,180642,180675,n,5,177582,182104,438
2437,180688,592,180676,180709,n,5,177582,182104,438
2438,180721,593,180710,180743,n,5,177582,182104,438
2439,180754,594,180744,180777,n,5,177582,182104,438
2440,180787,595,180778,180811,n,5,177582,182104,438
2441,180820,596,180812,180845,n,5,177582,182104,438
2442,180853,597,180846,180879,n,5,177582,182104,438
2443,180886,598,180880,180947,n,5,177582,182104,438
2444,180919,598,180880,180947,n,5,177582,182104,438
2445,180952,599,180948,180981,n,5,177582,182104,438
2446,180985,600,180982,181015,n,5,177582,182104,438
2447,181018,601,181016,181049,n,5,177582,182104,438
2448,181051,602,181050,181083,n,5,177582,182104,438
2449,181084,603,181084,181117,n,5,177582,182104,438
2450,181117,603,181084,181117,n,5,177582,182104,438
2451,181150,604,181118,181151,n,5,177582,182104,438
2452,181183,605,181152,181185,n,5,177582,182104,438
2453,181216,606,181186,181219,r,5,177582,182104,438
2454,181249,607,181220,181253,m,5,177582,182104,438
2455,181282,608,181254,181287,i,5,177582,182104,438
2456,181315,609,181288,181321,r,5,177582,182104,438
2457,181348,610,181322,181355,r,5,177582,182104,438
2458,181381,611,181356,181389,r,5,177582,182104,438
2459,181414,612,181390,181423,i,5,177582,182104,438
2460,181447,613,181424,181457,n,5,177582,182104,438
2461,181480,614,181458,181491,n,5,177582,182104,438
2462,181513,615,181492,181525,n,5,177582,182104,438
2463,181546,616,181526,181559,n,5,177582,182104,438
2464,181579,617,181560,181593,n,5,177582,182104,438
2465,181612,618,181594,181627,n,5,177582,182104,438
2466,181645,619,181628,181661,n,5,177582,182104,438
2467,181678,620,181662,181695,n,5,177582,182104,438
2468,181711,621,181696,181729,n,5,177582,182104,438
2469,181744,622,181730,181763,n,5,177582,182104,438
2470,181777,623,181764,181797,r,5,177582,182104,438
2471,181810,624,181798,181831,i,5,177582,182104,438
2472,181843,625,181832,181865,m,5,177582,182104,438
2473,181876,626,181866,181899,m,5,177582,182104,438
2474,181909,627,181900,181933,m,5,177582,182104,438
2475,181942,628,181934,181967,m,5,177582,182104,438
2476,181975,629,181968,182001,m,5,177582,182104,438
2477,182008,630,182002,182035,m,5,177582,182104,438
2478,182041,631,182036,182069,m,5,177582,182104,438
2479,182074,632,182070,182070,m,5,177582,182104,438
2480,182107,,,,,,,,
2481,182140,,,,,,,,
2482,182173,,,,,,,,
2483,182206,,,,,,,,
2484,182239,,,,,,,,
2485,182272,,,,,,,,
2486,182305,,,,,,,,
2487,182338,,,,,,,,
2488,182371,,,,,,,,
2489,182404,,,,,,,,
2490,182437,,,,,,,,
2491,182470,,,,,,,,
2492,182503,,,,,,,,
2493,182536,,,,,,,,
2494,182569,,,,,,,,
2495,182602,,,,,,,,
2496,182635,,,,,,,,
2497,182668,,,,,,,,
2498,182701,,,,,,,,
2499,182734,,,,,,,,
2500,182767,,,,,,,,
2501,182800,,,,,,,,
2502,182833,,,,,,,,
2503,182866,,,,,,,,
2504,182899,,,,,,,,
2505,182932,,,,,,,,
2506,182965,,,,,,,,
2507,182998,,,,,,,,
2508,183031,,,,,,,,
2509,183064,,,,,,,,
2510,183097,,,,,,,,
2511,183130,,,,,,,,
2512,183163,,,,,,,,
2513,183196,,,,,,,,
2514,183229,,,,,,,,
2515,183262,,,,,,,,
2516,183295,,,,,,,,
2517,183328,,,,,,,,
2518,183361,,,,,,,,
2519,183394,,,,,,,,
2520,183427,,,,,,,,
2521,183460,,,,,,,,
2522,183493,,,,,,,,
2523,183526,,,,,,,,
2524,183559,,,,,,,,
2525,183592,,,,,,,,
2526,183625,,,,,,,,
2527,183658,,,,,,,,
2528,183691,,,,,,,,
2529,183724,,,,,,,,
2530,183757,,,,,,,,
2531,183790,,,,,,,,
2532,183823,,,,,,,,
2533,183856,,,,,,,,
2534,183889,,,,,,,,
2535,183922,,,,,,,,
2536,183955,,,,,,,,
2537,183988,,,,,,,,
2538,184021,,,,,,,,
2539,184054,,,,,,,,
2540,184087,,,,,,,,
2541,184120,,,,,,,,
2542,184153,,,,,,,,
2543,184186,,,,,,,,
2544,184219,,,,,,,,
2545,184252,,,,,,,,
2546,184285,,,,,,,,
2547,184318,,,,,,,,
2548,184351,,,,,,,,
2549,184384,,,,,,,,
2550,184417,,,,,,,,
2551,184450,,,,,,,,
2552,184483,,,,,,,,
2553,184516,,,,,,,,
2554,184549,,,,,,,,
2555,184582,,,,,,,,
2556,184615,,,,,,,,
2557,184648,,,,,,,,
2558,184681,,,,,,,,
2559,184714,,,,,,,,
2560,184747,,,,,,,,
2561,184780,,,,,,,,
2562,184813,,,,,,,,
2563,184846,,,,,,,,
2564,184879,,,,,,,,
2565,184912,,,,,,,,
2566,184945,,,,,,,,
2567,184978,,,,,,,,
2568,185011,,,,,,,,
2569,185044,,,,,,,,
2570,185077,,,,,,,,
2571,185110,,,,,,,,
2572,185143,,,,,,,,
2573,185176,,,,,,,,
2574,185209,,,,,,,,
2575,185242,,,,,,,,
2576,185275,,,,,,,,
2577,185308,,,,,,,,
2578,185341,,,,,,,,
2579,185374,,,,,,,,
2580,185407,,,,,,,,
2581,185440,,,,,,,,
2582,185473,,,,,,,,
2583,185506,,,,,,,,
2584,185539,,,,,,,,
2585,185572,,,,,,,,
2586,185605,,,,,,,,
2587,185638,,,,,,,,
2588,185671,,,,,,,,
2589,185704,,,,,,,,
2590,185737,,,,,,,,
2591,185770,,,,,,,,
2592,185803,,,,,,,,
2593,185836,,,,,,,,
2594,185869,,,,,,,,
2595,185902,,,,,,,,
2596,185935,,,,,,,,
2597,185968,,,,,,,,
2598,186001,,,,,,,,
2599,186034,,,,,,,,
2600,186067,,,,,,,,
2601,186100,,,,,,,,
2602,186133,,,,,,,,
2603,186166,,,,,,,,
2604,186199,,,,,,,,
2605,186232,,,,,,,,
2606,186265,,,,,,,,
2607,186298,,,,,,,,
2608,186331,,,,,,,,
2609,186364,,,,,,,,
2610,186397,,,,,,,,
2611,186430,,,,,,,,
2612,186463,,,,,,,,
2613,186496,,,,,,,,
2614,186529,,,,,,,,
2615,186562,,,,,,,,
2616,186595,,,,,,,,
2617,186628,,,,,,,,
2618,186661,,,,,,,,
2619,186694,,,,,,,,
2620,186727,,,,,,,,
2621,186760,,,,,,,,
2622,186793,,,,,,,,
2623,186826,,,,,,,,
2624,186859,,,,,,,,
2625,186892,,,,,,,,
2626,186925,,,,,,,,
2627,186958,,,,,,,,
2628,186991,,,,,,,,
2629,187024,,,,,,,,
2630,187057,,,,,,,,
2631,187090,,,,,,,,
2632,187123,,,,,,,,
2633,187156,,,,,,,,
2634,187189,,,,,,,,
2635,187222,,,,,,,,
2636,187255,,,,,,,,
2637,187288,,,,,,,,
2638,187321,,,,,,,,
2639,187354,,,,,,,,
2640,187387,,,,,,,,
2641,187420,,,,,,,,
2642,187453,,,,,,,,
2643,187486,,,,,,,,
2644,187519,,,,,,,,
2645,187552,,,,,,,,
2646,187585,,,,,,,,
2647,187618,,,,,,,,
2648,187651,,,,,,,,
2649,187684,,,,,,,,
2650,187717,,,,,,,,
2651,187750,,,,,,,,
2652,187783,,,,,,,,
2653,187816,,,,,,,,
2654,187849,,,,,,,,
2655,187882,,,,,,,,
2656,187915,,,,,,,,
2657,187948,,,,,,,,
2658,187981,,,,,,,,
2659,188014,,,,,,,,
2660,188047,,,,,,,,
2661,188080,,,,,,,,
2662,188113,,,,,,,,
2663,188146,,,,,,,,
2664,188179,,,,,,,,
2665,188212,,,,,,,,
2666,188245,,,,,,,,
2667,188278,,,,,,,,
2668,188311,,,,,,,,
2669,188344,,,,,,,,
2670,188377,,,,,,,,
2671,188410,,,,,,,,
2672,188443,,,,,,,,
2673,188476,,,,,,,,
2674,188509,,,,,,,,
2675,188542,,,,,,,,
2676,188575,,,,,,,,
2677,188608,,,,,,,,
2678,188641,,,,,,,,
2679,188674,,,,,,,,
2680,188707,,,,,,,,
2681,188740,,,,,,,,
2682,188773,,,,,,,,
2683,188806,,,,,,,,
2684,188839,,,,,,,,
2685,188872,,,,,,,,
2686,188905,,,,,,,,
2687,188938,,,,,,,,
2688,188971,,,,,,,,
2689,189004,,,,,,,,
2690,189037,,,,,,,,
2691,189070,,,,,,,,
2692,189103,,,,,,,,
2693,189136,,,,,,,,
2694,189169,,,,,,,,
2695,189202,,,,,,,,
2696,189235,,,,,,,,
2697,189268,,,,,,,,
2698,189301,,,,,,,,
2699,189334,,,,,,,,
2700,189367,,,,,,,,
2701,189400,,,,,,,,
2702,189433,,,,,,,,
2703,189466,,,,,,,,
2704,189499,,,,,,,,
2705,189532,,,,,,,,
2706,189565,,,,,,,,
2707,189598,,,,,,,,
2708,189631,,,,,,,,
2709,189664,,,,,,,,
2710,189697,,,,,,,,
2711,189730,,,,,,,,
2712,189763,,,,,,,,
2713,189796,,,,,,,,
2714,189829,,,,,,,,
2715,189862,,,,,,,,
2716,189895,,,,,,,,
2717,189928,,,,,,,,
2718,189961,,,,,,,,
2719,189994,,,,,,,,
2720,190027,,,,,,,,
2721,190060,,,,,,,,
2722,190093,,,,,,,,
2723,190126,,,,,,,,
2724,190159,,,,,,,,
2725,190192,,,,,,,,
2726,190225,,,,,,,,
2727,190258,,,,,,,,
2728,190291,,,,,,,,
2729,190324,,,,,,,,
2730,190357,,,,,,,,
2731,190390,,,,,,,,
2732,190423,,,,,,,,
2733,190456,,,,,,,,
2734,190489,,,,,,,,
2735,190522,,,,,,,,
2736,190555,,,,,,,,
2737,190588,,,,,,,,
2738,190621,,,,,,,,
2739,190654,,,,,,,,
2740,190687,,,,,,,,
2741,190720,,,,,,,,
2742,190753,,,,,,,,
2743,190786,,,,,,,,
2744,190819,,,,,,,,
2745,190852,,,,,,,,
2746,190885,,,,,,,,
2747,190918,,,,,,,,
2748,190951,,,,,,,,
2749,190984,,,,,,,,
2750,191017,,,,,,,,
2751,191050,,,,,,,,
2752,191083,,,,,,,,
2753,191116,,,,,,,,
2754,191149,,,,,,,,
2755,191182,,,,,,,,
2756,191215,,,,,,,,
2757,191248,,,,,,,,
2758,191281,,,,,,,,
2759,191314,,,,,,,,
2760,191347,,,,,,,,
2761,191380,,,,,,,,
2762,191413,,,,,,,,
2763,191446,,,,,,,,
2764,191479,,,,,,,,
2765,191512,,,,,,,,
2766,191545,,,,,,,,
2767,191578,,,,,,,,
2768,191611,,,,,,,,
2769,191644,,,,,,,,
2770,191677,,,,,,,,
2771,191710,,,,,,,,
2772,191743,,,,,,,,
2773,191776,,,,,,,,
2774,191809,,,,,,,,
2775,191842,,,,,,,,
2776,191875,,,,,,,,
2777,191908,,,,,,,,
2778,191941,,,,,,,,
2779,191974,,,,,,,,
2780,192007,,,,,,,,
2781,192040,,,,,,,,
2782,192073,,,,,,,,
2783,192106,,,,,,,,
2784,192139,,,,,,,,
2785,192172,,,,,,,,
2786,192205,,,,,,,,
2787,192238,,,,,,,,
2788,192271,,,,,,,,
2789,192304,,,,,,,,
2790,192337,,,,,,,,
2791,192370,,,,,,,,
2792,192403,,,,,,,,
2793,192436,,,,,,,,
2794,192469,,,,,,,,
2795,192502,,,,,,,,
2796,192535,,,,,,,,
2797,192568,,,,,,,,
2798,192601,,,,,,,,
2799,192634,,,,,,,,
2800,192667,,,,,,,,
2801,192700,,,,,,,,
2802,192733,,,,,,,,
2803,192766,,,,,,,,
2804,192799,,,,,,,,
2805,192832,,,,,,,,
2806,192865,,,,,,,,
2807,192898,,,,,,,,
2808,192931,,,,,,,,
2809,192964,,,,,,,,
2810,192997,,,,,,,,
2811,193030,,,,,,,,
2812,193063,,,,,,,,
2813,193096,,,,,,,,
2814,193129,,,,,,,,
2815,193162,,,,,,,,
2816,193195,,,,,,,,
2817,193228,,,,,,,,
2818,193261,,,,,,,,
2819,193294,,,,,,,,
2820,193327,,,,,,,,
2821,193360,,,,,,,,
2822,193393,,,,,,,,
2823,193426,,,,,,,,
2824,193459,,,,,,,,
2825,193492,,,,,,,,
2826,193525,,,,,,,,
2827,193558,,,,,,,,
2828,193591,,,,,,,,
2829,193624,,,,,,,,
2830,193657,,,,,,,,
2831,193690,,,,,,,,
2832,193723,,,,,,,,
2833,193756,,,,,,,,
2834,193789,,,,,,,,
2835,193822,,,,,,,,
2836,193855,,,,,,,,
2837,193888,,,,,,,,
2838,193921,,,,,,,,
2839,193954,,,,,,,,
2840,193987,,,,,,,,
2841,194020,,,,,,,,
2842,194053,,,,,,,,
2843,194086,,,,,,,,
2844,194119,,,,,,,,
2845,194152,,,,,,,,
2846,194185,,,,,,,,
2847,194218,,,,,,,,
2848,194251,,,,,,,,
2849,194284,,,,,,,,
2850,194317,,,,,,,,
2851,194350,,,,,,,,
2852,194383,,,,,,,,
2853,194416,,,,,,,,
2854,194449,,,,,,,,
2855,194482,,,,,,,,
2856,194515,,,,,,,,
2857,194548,,,,,,,,
2858,194581,,,,,,,,
2859,194614,,,,,,,,
2860,194647,,,,,,,,
2861,194680,,,,,,,,
2862,194713,,,,,,,,
2863,194746,,,,,,,,
2864,194779,,,,,,,,
2865,194812,,,,,,,,
2866,194845,,,,,,,,
2867,194878,,,,,,,,
2868,194911,,,,,,,,
2869,194944,,,,,,,,
2870,194977,,,,,,,,
2871,195010,,,,,,,,
2872,195043,,,,,,,,
2873,195076,,,,,,,,
2874,195109,,,,,,,,
2875,195142,,,,,,,,
2876,195175,,,,,,,,
2877,195208,,,,,,,,
2878,195241,,,,,,,,
2879,195274,,,,,,,,
2880,195307,,,,,,,,
2881,195340,,,,,,,,
2882,195373,,,,,,,,
2883,195406,,,,,,,,
2884,195439,,,,,,,,
2885,195472,,,,,,,,
2886,195505,,,,,,,,
2887,195538,,,,,,,,
2888,195571,,,,,,,,
2889,195604,,,,,,,,
2890,195637,,,,,,,,
2891,195670,,,,,,,,
2892,195703,,,,,,,,
2893,195736,,,,,,,,
2894,195769,,,,,,,,
2895,195802,,,,,,,,
2896,195835,,,,,,,,
2897,195868,,,,,,,,
2898,195901,,,,,,,,
2899,195934,,,,,,,,
2900,195967,,,,,,,,
2901,196000,,,,,,,,
2902,196033,,,,,,,,
2903,196066,,,,,,,,
2904,196099,,,,,,,,
2905,196132,,,,,,,,
2906,196165,,,,,,,,
2907,196198,,,,,,,,
2908,196231,,,,,,,,
2909,196264,,,,,,,,
2910,196297,,,,,,,,
2911,196330,,,,,,,,
2912,196363,,,,,,,,
2913,196396,,,,,,,,
2914,196429,,,,,,,,
2915,196462,,,,,,,,
2916,196495,,,,,,,,
2917,196528,,,,,,,,
2918,196561,,,,,,,,
2919,196594,,,,,,,,
2920,196627,,,,,,,,
2921,196660,,,,,,,,
2922,196693,,,,,,,,
2923,196726,,,,,,,,
2924,196759,,,,,,,,
2925,196792,,,,,,,,
2926,196825,,,,,,,,
2927,196858,,,,,,,,
2928,196891,,,,,,,,
2929,196924,,,,,,,,
2930,196957,,,,,,,,
2931,196990,,,,,,,,
2932,197023,,,,,,,,
