"","X","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration","word_onset","word_offset","word","Adjusted_Word_Onset","Adjusted_Word_Offset","Label_Position","Individual_Gaze_Durations","Adjusted_Gaze_Start","Adjusted_Gaze_End"
"1600",1600,371067,1551,371042,371075,"not looking",12,367948,372469,275,4521,370633,371110,"five",2685,3162,2923.5,33,3094,3127
"1601",1601,371100,1552,371076,371109,"not looking",12,367948,372469,275,4521,370633,371110,"five",2685,3162,2923.5,33,3128,3161
"1602",1602,371133,1553,371110,371143,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3162,3195
"1603",1603,371166,1554,371144,371177,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3196,3229
"1604",1604,371199,1555,371178,371211,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3230,3263
"1605",1605,371232,1556,371212,371245,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3264,3297
"1606",1606,371265,1557,371246,371279,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3298,3331
"1607",1607,371298,1558,371280,371313,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3332,3365
"1608",1608,371331,1559,371314,371347,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3366,3399
"1609",1609,371364,1560,371348,371381,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3400,3433
"1610",1610,371397,1561,371382,371415,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3434,3467
"1611",1611,371430,1562,371416,371449,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3468,3501
"1612",1612,371463,1563,371450,371483,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3502,3535
"1613",1613,371496,1564,371484,371517,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3536,3569
"1614",1614,371529,1565,371518,371551,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3570,3603
"1615",1615,371562,1566,371552,371585,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3604,3637
"1616",1616,371595,1567,371586,371619,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3638,3671
"1617",1617,371628,1568,371620,371653,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3672,3705
"1618",1618,371661,1569,371654,371687,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3706,3739
"1619",1619,371694,1570,371688,371721,"middle",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3740,3773
"1620",1620,371727,1571,371722,371755,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3774,3807
"1621",1621,371760,1572,371756,371789,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3808,3841
"1622",1622,371793,1573,371790,371823,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3842,3875
"1623",1623,371826,1574,371824,371857,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3876,3909
"1624",1624,371859,1575,371858,371891,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3910,3943
"1625",1625,371892,1576,371892,371925,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3944,3977
"1626",1626,371925,1576,371892,371925,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3944,3977
"1627",1627,371958,1577,371926,371959,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,3978,4011
"1628",1628,371991,1578,371960,371993,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4012,4045
"1629",1629,372024,1579,371994,372027,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4046,4079
"1630",1630,372057,1580,372028,372061,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4080,4113
"1631",1631,372090,1581,372062,372095,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4114,4147
"1632",1632,372123,1582,372096,372129,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4148,4181
"1633",1633,372156,1583,372130,372163,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4182,4215
"1634",1634,372189,1584,372164,372197,"not looking",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4216,4249
"1635",1635,372222,1585,372198,372231,"inbetween",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4250,4283
"1636",1636,372255,1586,372232,372265,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4284,4317
"1637",1637,372288,1587,372266,372299,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4318,4351
"1638",1638,372321,1588,372300,372333,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4352,4385
"1639",1639,372354,1589,372334,372367,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4386,4419
"1640",1640,372387,1590,372368,372401,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4420,4453
"1641",1641,372420,1591,372402,372435,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4454,4487
"1642",1642,372453,1592,372436,372469,"left",12,367948,372469,275,4521,NA,NA,NA,NA,NA,NA,33,4488,4521
"1643",1643,411327,1593,411298,411331,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,0,33
"1644",1644,411360,1594,411332,411365,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,34,67
"1645",1645,411393,1595,411366,411399,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,68,101
"1646",1646,411426,1596,411400,411433,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,102,135
"1647",1647,411459,1597,411434,411467,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,136,169
"1648",1648,411492,1598,411468,411501,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,170,203
"1649",1649,411525,1599,411502,411535,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,204,237
"1650",1650,411558,1600,411536,411569,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,238,271
"1651",1651,411591,1601,411570,411603,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,272,305
"1652",1652,411624,1602,411604,411637,"left",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,306,339
"1653",1653,411657,1603,411638,411671,"left",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,340,373
"1654",1654,411690,1604,411672,411705,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,374,407
"1655",1655,411723,1605,411706,411739,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,408,441
"1656",1656,411756,1606,411740,411773,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,442,475
"1657",1657,411789,1607,411774,411807,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,476,509
"1658",1658,411822,1608,411808,411841,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,510,543
"1659",1659,411855,1609,411842,411875,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,544,577
"1660",1660,411888,1610,411876,411909,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,578,611
"1661",1661,411921,1611,411910,411943,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,612,645
"1662",1662,411954,1612,411944,411977,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,646,679
"1663",1663,411987,1613,411978,412011,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,680,713
"1664",1664,412020,1614,412012,412045,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,714,747
"1665",1665,412053,1615,412046,412079,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,748,781
"1666",1666,412086,1616,412080,412113,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,782,815
"1667",1667,412119,1617,412114,412147,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,816,849
"1668",1668,412152,1618,412148,412181,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,850,883
"1669",1669,412185,1619,412182,412215,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,884,917
"1670",1670,412218,1620,412216,412249,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,918,951
"1671",1671,412251,1621,412250,412283,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,952,985
"1672",1672,412284,1622,412284,412317,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,986,1019
"1673",1673,412317,1622,412284,412317,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,986,1019
"1674",1674,412350,1623,412318,412351,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1020,1053
"1675",1675,412383,1624,412352,412385,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1054,1087
"1676",1676,412416,1625,412386,412419,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1088,1121
"1677",1677,412449,1626,412420,412453,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1122,1155
"1678",1678,412482,1627,412454,412487,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1156,1189
"1679",1679,412515,1628,412488,412521,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1190,1223
"1680",1680,412548,1629,412522,412555,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,1224,1257
"1681",1681,412581,1630,412556,412589,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1258,1291
"1682",1682,412614,1631,412590,412623,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1292,1325
"1683",1683,412647,1632,412624,412657,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1326,1359
"1684",1684,412680,1633,412658,412691,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1360,1393
"1685",1685,412713,1634,412692,412725,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1394,1427
"1686",1686,412746,1635,412726,412759,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1428,1461
"1687",1687,412779,1636,412760,412793,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1462,1495
"1688",1688,412812,1637,412794,412827,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1496,1529
"1689",1689,412845,1638,412828,412861,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1530,1563
"1690",1690,412878,1639,412862,412895,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1564,1597
"1691",1691,412911,1640,412896,412929,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1598,1631
"1692",1692,412944,1641,412930,412963,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1632,1665
"1693",1693,412977,1642,412964,412997,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1666,1699
"1694",1694,413010,1643,412998,413031,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1700,1733
"1695",1695,413043,1644,413032,413065,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1734,1767
"1696",1696,413076,1645,413066,413099,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1768,1801
"1697",1697,413109,1646,413100,413133,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1802,1835
"1698",1698,413142,1647,413134,413167,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1836,1869
"1699",1699,413175,1648,413168,413201,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1870,1903
"1700",1700,413208,1649,413202,413235,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1904,1937
"1701",1701,413241,1650,413236,413269,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1938,1971
"1702",1702,413274,1651,413270,413303,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,1972,2005
"1703",1703,413307,1652,413304,413337,"not looking",13,411298,415786,75,4488,412560,413337,"seventy",1262,2039,1650.5,33,2006,2039
"1704",1704,413340,1653,413338,413371,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2040,2073
"1705",1705,413373,1654,413372,413405,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2074,2107
"1706",1706,413406,1655,413406,413439,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2108,2141
"1707",1707,413439,1655,413406,413439,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2108,2141
"1708",1708,413472,1656,413440,413473,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2142,2175
"1709",1709,413505,1657,413474,413507,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2176,2209
"1710",1710,413538,1658,413508,413541,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2210,2243
"1711",1711,413571,1659,413542,413575,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2244,2277
"1712",1712,413604,1660,413576,413609,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2278,2311
"1713",1713,413637,1661,413610,413643,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2312,2345
"1714",1714,413670,1662,413644,413677,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2346,2379
"1715",1715,413703,1663,413678,413711,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2380,2413
"1716",1716,413736,1664,413712,413745,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2414,2447
"1717",1717,413769,1665,413746,413779,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2448,2481
"1718",1718,413802,1666,413780,413813,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2482,2515
"1719",1719,413835,1667,413814,413847,"not looking",13,411298,415786,75,4488,413337,413866,"five",2039,2568,2303.5,33,2516,2549
"1720",1720,413868,1668,413848,413881,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2550,2583
"1721",1721,413901,1669,413882,413915,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2584,2617
"1722",1722,413934,1670,413916,413949,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2618,2651
"1723",1723,413967,1671,413950,413983,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2652,2685
"1724",1724,414000,1672,413984,414017,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2686,2719
"1725",1725,414033,1673,414018,414051,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2720,2753
"1726",1726,414066,1674,414052,414085,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2754,2787
"1727",1727,414099,1675,414086,414119,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2788,2821
"1728",1728,414132,1676,414120,414153,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2822,2855
"1729",1729,414165,1677,414154,414187,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2856,2889
"1730",1730,414198,1678,414188,414221,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2890,2923
"1731",1731,414231,1679,414222,414255,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2924,2957
"1732",1732,414264,1680,414256,414289,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2958,2991
"1733",1733,414297,1681,414290,414323,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,2992,3025
"1734",1734,414330,1682,414324,414357,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3026,3059
"1735",1735,414363,1683,414358,414391,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3060,3093
"1736",1736,414396,1684,414392,414425,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3094,3127
"1737",1737,414429,1685,414426,414459,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3128,3161
"1738",1738,414462,1686,414460,414493,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3162,3195
"1739",1739,414495,1687,414494,414527,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3196,3229
"1740",1740,414528,1688,414528,414561,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3230,3263
"1741",1741,414561,1688,414528,414561,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3230,3263
"1742",1742,414594,1689,414562,414595,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3264,3297
"1743",1743,414627,1690,414596,414629,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3298,3331
"1744",1744,414660,1691,414630,414663,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3332,3365
"1745",1745,414693,1692,414664,414697,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3366,3399
"1746",1746,414726,1693,414698,414731,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3400,3433
"1747",1747,414759,1694,414732,414765,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3434,3467
"1748",1748,414792,1695,414766,414799,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3468,3501
"1749",1749,414825,1696,414800,414833,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3502,3535
"1750",1750,414858,1697,414834,414867,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3536,3569
"1751",1751,414891,1698,414868,414901,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3570,3603
"1752",1752,414924,1699,414902,414935,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3604,3637
"1753",1753,414957,1700,414936,414969,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3638,3671
"1754",1754,414990,1701,414970,415003,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3672,3705
"1755",1755,415023,1702,415004,415037,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3706,3739
"1756",1756,415056,1703,415038,415071,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3740,3773
"1757",1757,415089,1704,415072,415105,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3774,3807
"1758",1758,415122,1705,415106,415139,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3808,3841
"1759",1759,415155,1706,415140,415173,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3842,3875
"1760",1760,415188,1707,415174,415207,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3876,3909
"1761",1761,415221,1708,415208,415241,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3910,3943
"1762",1762,415254,1709,415242,415275,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3944,3977
"1763",1763,415287,1710,415276,415309,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,3978,4011
"1764",1764,415320,1711,415310,415343,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4012,4045
"1765",1765,415353,1712,415344,415377,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4046,4079
"1766",1766,415386,1713,415378,415411,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4080,4113
"1767",1767,415419,1714,415412,415445,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4114,4147
"1768",1768,415452,1715,415446,415479,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4148,4181
"1769",1769,415485,1716,415480,415513,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4182,4215
"1770",1770,415518,1717,415514,415547,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4216,4249
"1771",1771,415551,1718,415548,415581,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4250,4283
"1772",1772,415584,1719,415582,415615,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4284,4317
"1773",1773,415617,1720,415616,415649,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4318,4351
"1774",1774,415650,1721,415650,415683,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4352,4385
"1775",1775,415683,1721,415650,415683,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4352,4385
"1776",1776,415716,1722,415684,415717,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4386,4419
"1777",1777,415749,1723,415718,415751,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4420,4453
"1778",1778,415782,1724,415752,415785,"not looking",13,411298,415786,75,4488,NA,NA,NA,NA,NA,NA,33,4454,4487
"1779",1779,456636,1725,456620,456653,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,0,33
"1780",1780,456669,1726,456654,456687,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,34,67
"1781",1781,456702,1727,456688,456721,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,68,101
"1782",1782,456735,1728,456722,456755,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,102,135
"1783",1783,456768,1729,456756,456789,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,136,169
"1784",1784,456801,1730,456790,456823,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,170,203
"1785",1785,456834,1731,456824,456857,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,204,237
"1786",1786,456867,1732,456858,456891,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,238,271
"1787",1787,456900,1733,456892,456925,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,272,305
"1788",1788,456933,1734,456926,456959,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,306,339
"1789",1789,456966,1735,456960,456993,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,340,373
"1790",1790,456999,1736,456994,457027,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,374,407
"1791",1791,457032,1737,457028,457061,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,408,441
"1792",1792,457065,1738,457062,457095,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,442,475
"1793",1793,457098,1739,457096,457129,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,476,509
"1794",1794,457131,1740,457130,457163,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,510,543
"1795",1795,457164,1741,457164,457197,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,544,577
"1796",1796,457197,1741,457164,457197,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,544,577
"1797",1797,457230,1742,457198,457231,"left",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,578,611
"1798",1798,457263,1743,457232,457265,"left",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,612,645
"1799",1799,457296,1744,457266,457299,"left",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,646,679
"1800",1800,457329,1745,457300,457333,"left",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,680,713
"1801",1801,457362,1746,457334,457367,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,714,747
"1802",1802,457395,1747,457368,457401,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,748,781
"1803",1803,457428,1748,457402,457435,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,782,815
"1804",1804,457461,1749,457436,457469,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,816,849
"1805",1805,457494,1750,457470,457503,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,850,883
"1806",1806,457527,1751,457504,457537,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,884,917
"1807",1807,457560,1752,457538,457571,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,918,951
"1808",1808,457593,1753,457572,457605,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,952,985
"1809",1809,457626,1754,457606,457639,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,986,1019
"1810",1810,457659,1755,457640,457673,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,1020,1053
"1811",1811,457692,1756,457674,457707,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,1054,1087
"1812",1812,457725,1757,457708,457741,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,1088,1121
"1813",1813,457758,1758,457742,457775,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,1122,1155
"1814",1814,457791,1759,457776,457809,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,1156,1189
"1815",1815,457824,1760,457810,457843,"not looking",14,456620,461074,629,4454,NA,NA,NA,NA,NA,NA,33,1190,1223
"1816",1816,457857,1761,457844,457877,"not looking",14,456620,461074,629,4454,457843,458288,"six",1223,1668,1445.5,33,1224,1257
"1817",1817,457890,1762,457878,457911,"not looking",14,456620,461074,629,4454,457843,458288,"six",1223,1668,1445.5,33,1258,1291
"1818",1818,457923,1763,457912,457945,"not looking",14,456620,461074,629,4454,457843,458288,"six",1223,1668,1445.5,33,1292,1325
