time,gaze_pos.ordinal,gaze_pos.onset,gaze_pos.offset,AOI,trials.ordinal,trials.onset,trials.offset,trials.number
215670,830,215662,215695,not looking,7,214574,219096,69
215703,831,215696,215729,not looking,7,214574,219096,69
215736,832,215730,215763,not looking,7,214574,219096,69
215769,833,215764,215797,not looking,7,214574,219096,69
215802,834,215798,215831,not looking,7,214574,219096,69
215835,835,215832,215865,not looking,7,214574,219096,69
215868,836,215866,215899,not looking,7,214574,219096,69
215901,837,215900,215933,not looking,7,214574,219096,69
215934,838,215934,215967,not looking,7,214574,219096,69
215967,838,215934,215967,not looking,7,214574,219096,69
216000,839,215968,216001,not looking,7,214574,219096,69
216033,840,216002,216035,not looking,7,214574,219096,69
216066,841,216036,216069,not looking,7,214574,219096,69
216099,842,216070,216103,not looking,7,214574,219096,69
216132,843,216104,216137,not looking,7,214574,219096,69
216165,844,216138,216171,not looking,7,214574,219096,69
216198,845,216172,216205,not looking,7,214574,219096,69
216231,846,216206,216239,not looking,7,214574,219096,69
216264,847,216240,216273,not looking,7,214574,219096,69
216297,848,216274,216307,not looking,7,214574,219096,69
216330,849,216308,216341,not looking,7,214574,219096,69
216363,850,216342,216375,not looking,7,214574,219096,69
216396,851,216376,216409,not looking,7,214574,219096,69
216429,852,216410,216443,not looking,7,214574,219096,69
216462,853,216444,216477,not looking,7,214574,219096,69
216495,854,216478,216511,not looking,7,214574,219096,69
216528,855,216512,216545,not looking,7,214574,219096,69
216561,856,216546,216579,not looking,7,214574,219096,69
216594,857,216580,216613,not looking,7,214574,219096,69
216627,858,216614,216647,not looking,7,214574,219096,69
216660,859,216648,216681,not looking,7,214574,219096,69
216693,860,216682,216715,not looking,7,214574,219096,69
216726,861,216716,216749,not looking,7,214574,219096,69
216759,862,216750,216783,not looking,7,214574,219096,69
216792,863,216784,216817,not looking,7,214574,219096,69
216825,864,216818,216851,not looking,7,214574,219096,69
216858,865,216852,216885,not looking,7,214574,219096,69
216891,866,216886,216919,not looking,7,214574,219096,69
216924,867,216920,216953,not looking,7,214574,219096,69
216957,868,216954,216987,not looking,7,214574,219096,69
216990,869,216988,217021,not looking,7,214574,219096,69
217023,870,217022,217055,not looking,7,214574,219096,69
217056,871,217056,217089,not looking,7,214574,219096,69
217089,871,217056,217089,not looking,7,214574,219096,69
217122,872,217090,217123,not looking,7,214574,219096,69
217155,873,217124,217157,not looking,7,214574,219096,69
217188,874,217158,217191,not looking,7,214574,219096,69
217221,875,217192,217225,not looking,7,214574,219096,69
217254,876,217226,217259,not looking,7,214574,219096,69
217287,877,217260,217293,not looking,7,214574,219096,69
217320,878,217294,217327,not looking,7,214574,219096,69
217353,879,217328,217361,not looking,7,214574,219096,69
217386,880,217362,217395,not looking,7,214574,219096,69
217419,881,217396,217429,not looking,7,214574,219096,69
217452,882,217430,217463,not looking,7,214574,219096,69
217485,883,217464,217497,not looking,7,214574,219096,69
217518,884,217498,217531,not looking,7,214574,219096,69
217551,885,217532,217565,not looking,7,214574,219096,69
217584,886,217566,217599,not looking,7,214574,219096,69
217617,887,217600,217633,not looking,7,214574,219096,69
217650,888,217634,217667,not looking,7,214574,219096,69
217683,889,217668,217701,left,7,214574,219096,69
217716,890,217702,217735,left,7,214574,219096,69
217749,891,217736,217769,left,7,214574,219096,69
217782,892,217770,217803,not looking,7,214574,219096,69
217815,893,217804,217837,not looking,7,214574,219096,69
217848,894,217838,217871,not looking,7,214574,219096,69
217881,895,217872,217905,not looking,7,214574,219096,69
217914,896,217906,217939,not looking,7,214574,219096,69
217947,897,217940,217973,not looking,7,214574,219096,69
217980,898,217974,218007,not looking,7,214574,219096,69
218013,899,218008,218041,not looking,7,214574,219096,69
218046,900,218042,218075,not looking,7,214574,219096,69
218079,901,218076,218109,left,7,214574,219096,69
218112,902,218110,218143,left,7,214574,219096,69
218145,903,218144,218177,not looking,7,214574,219096,69
218178,904,218178,218211,not looking,7,214574,219096,69
218211,904,218178,218211,not looking,7,214574,219096,69
218244,905,218212,218245,not looking,7,214574,219096,69
218277,906,218246,218279,not looking,7,214574,219096,69
218310,907,218280,218313,not looking,7,214574,219096,69
218343,908,218314,218347,not looking,7,214574,219096,69
218376,909,218348,218381,not looking,7,214574,219096,69
218409,910,218382,218415,not looking,7,214574,219096,69
218442,911,218416,218449,left,7,214574,219096,69
218475,912,218450,218483,left,7,214574,219096,69
218508,913,218484,218517,left,7,214574,219096,69
218541,914,218518,218551,left,7,214574,219096,69
218574,915,218552,218585,left,7,214574,219096,69
218607,916,218586,218619,inbetween,7,214574,219096,69
218640,917,218620,218653,inbetween,7,214574,219096,69
218673,918,218654,218687,right,7,214574,219096,69
218706,919,218688,218721,right,7,214574,219096,69
218739,920,218722,218755,right,7,214574,219096,69
218772,921,218756,218789,not looking,7,214574,219096,69
218805,922,218790,218823,not looking,7,214574,219096,69
218838,923,218824,218857,not looking,7,214574,219096,69
218871,924,218858,218891,not looking,7,214574,219096,69
218904,925,218892,218959,not looking,7,214574,219096,69
218937,925,218892,218959,not looking,7,214574,219096,69
218970,926,218960,218993,not looking,7,214574,219096,69
219003,927,218994,219027,not looking,7,214574,219096,69
219036,928,219028,219061,not looking,7,214574,219096,69
219069,929,219062,219095,not looking,7,214574,219096,69
261738,930,261732,261765,middle,8,261732,266254,941
261771,931,261766,261799,middle,8,261732,266254,941
261804,932,261800,261833,middle,8,261732,266254,941
261837,933,261834,261867,middle,8,261732,266254,941
261870,934,261868,261901,middle,8,261732,266254,941
261903,935,261902,261935,middle,8,261732,266254,941
261936,936,261936,261969,middle,8,261732,266254,941
261969,936,261936,261969,middle,8,261732,266254,941
262002,937,261970,262003,middle,8,261732,266254,941
262035,938,262004,262037,not looking,8,261732,266254,941
262068,939,262038,262071,not looking,8,261732,266254,941
262101,940,262072,262105,not looking,8,261732,266254,941
262134,941,262106,262139,not looking,8,261732,266254,941
262167,942,262140,262173,not looking,8,261732,266254,941
262200,943,262174,262207,not looking,8,261732,266254,941
262233,944,262208,262241,not looking,8,261732,266254,941
262266,945,262242,262275,not looking,8,261732,266254,941
262299,946,262276,262309,not looking,8,261732,266254,941
262332,947,262310,262343,not looking,8,261732,266254,941
262365,948,262344,262377,not looking,8,261732,266254,941
262398,949,262378,262411,not looking,8,261732,266254,941
262431,950,262412,262445,not looking,8,261732,266254,941
262464,951,262446,262479,not looking,8,261732,266254,941
262497,952,262480,262513,not looking,8,261732,266254,941
262530,953,262514,262547,not looking,8,261732,266254,941
262563,954,262548,262581,not looking,8,261732,266254,941
262596,955,262582,262615,not looking,8,261732,266254,941
262629,956,262616,262649,not looking,8,261732,266254,941
262662,957,262650,262683,not looking,8,261732,266254,941
262695,958,262684,262717,not looking,8,261732,266254,941
262728,959,262718,262751,not looking,8,261732,266254,941
262761,960,262752,262785,not looking,8,261732,266254,941
262794,961,262786,262819,not looking,8,261732,266254,941
262827,962,262820,262853,not looking,8,261732,266254,941
262860,963,262854,262887,not looking,8,261732,266254,941
262893,964,262888,262921,not looking,8,261732,266254,941
262926,965,262922,262955,not looking,8,261732,266254,941
262959,966,262956,262989,not looking,8,261732,266254,941
262992,967,262990,263023,not looking,8,261732,266254,941
263025,968,263024,263057,not looking,8,261732,266254,941
263058,969,263058,263091,not looking,8,261732,266254,941
263091,969,263058,263091,not looking,8,261732,266254,941
263124,970,263092,263125,not looking,8,261732,266254,941
263157,971,263126,263159,not looking,8,261732,266254,941
263190,972,263160,263193,not looking,8,261732,266254,941
263223,973,263194,263227,not looking,8,261732,266254,941
263256,974,263228,263261,not looking,8,261732,266254,941
263289,975,263262,263295,not looking,8,261732,266254,941
263322,976,263296,263329,not looking,8,261732,266254,941
263355,977,263330,263363,not looking,8,261732,266254,941
263388,978,263364,263397,not looking,8,261732,266254,941
263421,979,263398,263431,not looking,8,261732,266254,941
263454,980,263432,263465,not looking,8,261732,266254,941
263487,981,263466,263499,not looking,8,261732,266254,941
263520,982,263500,263533,not looking,8,261732,266254,941
263553,983,263534,263567,not looking,8,261732,266254,941
263586,984,263568,263601,not looking,8,261732,266254,941
263619,985,263602,263635,not looking,8,261732,266254,941
263652,986,263636,263669,not looking,8,261732,266254,941
263685,987,263670,263703,not looking,8,261732,266254,941
263718,988,263704,263737,not looking,8,261732,266254,941
263751,989,263738,263771,not looking,8,261732,266254,941
263784,990,263772,263805,not looking,8,261732,266254,941
263817,991,263806,263839,not looking,8,261732,266254,941
263850,992,263840,263873,not looking,8,261732,266254,941
263883,993,263874,263907,not looking,8,261732,266254,941
263916,994,263908,263941,not looking,8,261732,266254,941
263949,995,263942,263975,not looking,8,261732,266254,941
263982,996,263976,264009,not looking,8,261732,266254,941
264015,997,264010,264043,not looking,8,261732,266254,941
264048,998,264044,264077,not looking,8,261732,266254,941
264081,999,264078,264111,not looking,8,261732,266254,941
264114,1000,264112,264145,not looking,8,261732,266254,941
264147,1001,264146,264179,not looking,8,261732,266254,941
264180,1002,264180,264213,not looking,8,261732,266254,941
264213,1002,264180,264213,not looking,8,261732,266254,941
264246,1003,264214,264247,not looking,8,261732,266254,941
264279,1004,264248,264281,not looking,8,261732,266254,941
264312,1005,264282,264315,not looking,8,261732,266254,941
264345,1006,264316,264349,not looking,8,261732,266254,941
264378,1007,264350,264383,not looking,8,261732,266254,941
264411,1008,264384,264417,not looking,8,261732,266254,941
264444,1009,264418,264451,not looking,8,261732,266254,941
264477,1010,264452,264485,not looking,8,261732,266254,941
264510,1011,264486,264519,not looking,8,261732,266254,941
264543,1012,264520,264553,not looking,8,261732,266254,941
264576,1013,264554,264587,not looking,8,261732,266254,941
264609,1014,264588,264621,not looking,8,261732,266254,941
264642,1015,264622,264655,not looking,8,261732,266254,941
264675,1016,264656,264689,not looking,8,261732,266254,941
264708,1017,264690,264723,not looking,8,261732,266254,941
264741,1018,264724,264757,not looking,8,261732,266254,941
264774,1019,264758,264791,not looking,8,261732,266254,941
264807,1020,264792,264825,not looking,8,261732,266254,941
264840,1021,264826,264859,not looking,8,261732,266254,941
264873,1022,264860,264893,not looking,8,261732,266254,941
264906,1023,264894,264927,not looking,8,261732,266254,941
264939,1024,264928,264961,not looking,8,261732,266254,941
264972,1025,264962,264995,not looking,8,261732,266254,941
265005,1026,264996,265029,not looking,8,261732,266254,941
265038,1027,265030,265063,not looking,8,261732,266254,941
265071,1028,265064,265097,not looking,8,261732,266254,941
265104,1029,265098,265131,not looking,8,261732,266254,941
265137,1030,265132,265165,left,8,261732,266254,941
265170,1031,265166,265199,left,8,261732,266254,941
265203,1032,265200,265233,left,8,261732,266254,941
265236,1033,265234,265267,left,8,261732,266254,941
265269,1034,265268,265301,left,8,261732,266254,941
265302,1035,265302,265335,left,8,261732,266254,941
265335,1035,265302,265335,left,8,261732,266254,941
265368,1036,265336,265369,not looking,8,261732,266254,941
265401,1037,265370,265403,not looking,8,261732,266254,941
265434,1038,265404,265437,not looking,8,261732,266254,941
265467,1039,265438,265471,not looking,8,261732,266254,941
265500,1040,265472,265505,not looking,8,261732,266254,941
265533,1041,265506,265539,not looking,8,261732,266254,941
265566,1042,265540,265573,not looking,8,261732,266254,941
265599,1043,265574,265607,not looking,8,261732,266254,941
265632,1044,265608,265641,not looking,8,261732,266254,941
265665,1045,265642,265675,not looking,8,261732,266254,941
265698,1046,265676,265709,not looking,8,261732,266254,941
265731,1047,265710,265743,not looking,8,261732,266254,941
265764,1048,265744,265777,not looking,8,261732,266254,941
265797,1049,265778,265811,not looking,8,261732,266254,941
265830,1050,265812,265845,not looking,8,261732,266254,941
265863,1051,265846,265879,not looking,8,261732,266254,941
265896,1052,265880,265913,not looking,8,261732,266254,941
265929,1053,265914,265947,not looking,8,261732,266254,941
265962,1054,265948,265981,not looking,8,261732,266254,941
265995,1055,265982,266015,not looking,8,261732,266254,941
266028,1056,266016,266049,not looking,8,261732,266254,941
266061,1057,266050,266083,not looking,8,261732,266254,941
266094,1058,266084,266117,not looking,8,261732,266254,941
266127,1059,266118,266151,left,8,261732,266254,941
266160,1060,266152,266185,left,8,261732,266254,941
266193,1061,266186,266219,left,8,261732,266254,941
266226,1062,266220,266253,left,8,261732,266254,941
286818,1063,286790,286823,not looking,9,286790,291278,596
286851,1064,286824,286857,not looking,9,286790,291278,596
286884,1065,286858,286891,not looking,9,286790,291278,596
286917,1066,286892,286925,not looking,9,286790,291278,596
286950,1067,286926,286959,not looking,9,286790,291278,596
286983,1068,286960,286993,not looking,9,286790,291278,596
287016,1069,286994,287027,not looking,9,286790,291278,596
287049,1070,287028,287061,middle,9,286790,291278,596
287082,1071,287062,287095,middle,9,286790,291278,596
287115,1072,287096,287129,inbetween,9,286790,291278,596
287148,1073,287130,287163,inbetween,9,286790,291278,596
287181,1074,287164,287197,inbetween,9,286790,291278,596
287214,1075,287198,287231,left,9,286790,291278,596
287247,1076,287232,287265,left,9,286790,291278,596
287280,1077,287266,287299,left,9,286790,291278,596
287313,1078,287300,287333,left,9,286790,291278,596
287346,1079,287334,287367,left,9,286790,291278,596
287379,1080,287368,287401,left,9,286790,291278,596
287412,1081,287402,287435,left,9,286790,291278,596
287445,1082,287436,287469,left,9,286790,291278,596
287478,1083,287470,287503,left,9,286790,291278,596
287511,1084,287504,287537,left,9,286790,291278,596
287544,1085,287538,287571,left,9,286790,291278,596
287577,1086,287572,287605,left,9,286790,291278,596
287610,1087,287606,287639,left,9,286790,291278,596
287643,1088,287640,287673,inbetween,9,286790,291278,596
287676,1089,287674,287707,not looking,9,286790,291278,596
287709,1090,287708,287741,not looking,9,286790,291278,596
287742,1091,287742,287775,not looking,9,286790,291278,596
287775,1091,287742,287775,not looking,9,286790,291278,596
287808,1092,287776,287809,not looking,9,286790,291278,596
287841,1093,287810,287843,not looking,9,286790,291278,596
287874,1094,287844,287877,not looking,9,286790,291278,596
287907,1095,287878,287911,left,9,286790,291278,596
287940,1096,287912,287945,left,9,286790,291278,596
287973,1097,287946,287979,left,9,286790,291278,596
288006,1098,287980,288013,left,9,286790,291278,596
288039,1099,288014,288047,inbetween,9,286790,291278,596
288072,1100,288048,288081,inbetween,9,286790,291278,596
288105,1101,288082,288115,middle,9,286790,291278,596
288138,1102,288116,288149,middle,9,286790,291278,596
288171,1103,288150,288183,inbetween,9,286790,291278,596
288204,1104,288184,288217,inbetween,9,286790,291278,596
288237,1105,288218,288251,left,9,286790,291278,596
288270,1106,288252,288285,left,9,286790,291278,596
288303,1107,288286,288319,inbetween,9,286790,291278,596
288336,1108,288320,288353,inbetween,9,286790,291278,596
288369,1109,288354,288387,inbetween,9,286790,291278,596
288402,1110,288388,288421,inbetween,9,286790,291278,596
288435,1111,288422,288455,inbetween,9,286790,291278,596
288468,1112,288456,288489,middle,9,286790,291278,596
288501,1113,288490,288523,middle,9,286790,291278,596
288534,1114,288524,288557,middle,9,286790,291278,596
288567,1115,288558,288591,middle,9,286790,291278,596
288600,1116,288592,288625,middle,9,286790,291278,596
288633,1117,288626,288659,middle,9,286790,291278,596
288666,1118,288660,288693,middle,9,286790,291278,596
288699,1119,288694,288727,middle,9,286790,291278,596
288732,1120,288728,288761,middle,9,286790,291278,596
288765,1121,288762,288795,middle,9,286790,291278,596
288798,1122,288796,288829,middle,9,286790,291278,596
288831,1123,288830,288863,inbetween,9,286790,291278,596
288864,1124,288864,288897,right,9,286790,291278,596
288897,1124,288864,288897,right,9,286790,291278,596
288930,1125,288898,288931,right,9,286790,291278,596
288963,1126,288932,288965,right,9,286790,291278,596
288996,1127,288966,288999,right,9,286790,291278,596
289029,1128,289000,289033,right,9,286790,291278,596
289062,1129,289034,289067,right,9,286790,291278,596
289095,1130,289068,289101,right,9,286790,291278,596
289128,1131,289102,289135,not looking,9,286790,291278,596
289161,1132,289136,289169,not looking,9,286790,291278,596
289194,1133,289170,289203,not looking,9,286790,291278,596
289227,1134,289204,289237,not looking,9,286790,291278,596
289260,1135,289238,289271,not looking,9,286790,291278,596
289293,1136,289272,289305,not looking,9,286790,291278,596
289326,1137,289306,289339,not looking,9,286790,291278,596
289359,1138,289340,289373,not looking,9,286790,291278,596
289392,1139,289374,289407,right,9,286790,291278,596
289425,1140,289408,289441,right,9,286790,291278,596
289458,1141,289442,289475,right,9,286790,291278,596
289491,1142,289476,289509,right,9,286790,291278,596
289524,1143,289510,289543,not looking,9,286790,291278,596
289557,1144,289544,289577,not looking,9,286790,291278,596
289590,1145,289578,289611,not looking,9,286790,291278,596
289623,1146,289612,289645,not looking,9,286790,291278,596
289656,1147,289646,289679,not looking,9,286790,291278,596
289689,1148,289680,289713,not looking,9,286790,291278,596
289722,1149,289714,289747,not looking,9,286790,291278,596
289755,1150,289748,289781,not looking,9,286790,291278,596
289788,1151,289782,289815,not looking,9,286790,291278,596
289821,1152,289816,289849,not looking,9,286790,291278,596
289854,1153,289850,289883,right,9,286790,291278,596
289887,1154,289884,289917,not looking,9,286790,291278,596
289920,1155,289918,289985,not looking,9,286790,291278,596
289953,1155,289918,289985,not looking,9,286790,291278,596
289986,1156,289986,290019,not looking,9,286790,291278,596
290019,1156,289986,290019,not looking,9,286790,291278,596
290052,1157,290020,290053,inbetween,9,286790,291278,596
290085,1158,290054,290087,inbetween,9,286790,291278,596
290118,1159,290088,290121,inbetween,9,286790,291278,596
290151,1160,290122,290155,inbetween,9,286790,291278,596
290184,1161,290156,290189,inbetween,9,286790,291278,596
290217,1162,290190,290223,right,9,286790,291278,596
290250,1163,290224,290257,right,9,286790,291278,596
290283,1164,290258,290291,right,9,286790,291278,596
290316,1165,290292,290325,inbetween,9,286790,291278,596
290349,1166,290326,290359,inbetween,9,286790,291278,596
290382,1167,290360,290393,inbetween,9,286790,291278,596
290415,1168,290394,290427,inbetween,9,286790,291278,596
290448,1169,290428,290461,inbetween,9,286790,291278,596
290481,1170,290462,290495,inbetween,9,286790,291278,596
290514,1171,290496,290529,inbetween,9,286790,291278,596
290547,1172,290530,290563,inbetween,9,286790,291278,596
290580,1173,290564,290597,right,9,286790,291278,596
290613,1174,290598,290631,right,9,286790,291278,596
290646,1175,290632,290665,right,9,286790,291278,596
290679,1176,290666,290699,right,9,286790,291278,596
290712,1177,290700,290733,right,9,286790,291278,596
290745,1178,290734,290767,right,9,286790,291278,596
290778,1179,290768,290801,right,9,286790,291278,596
290811,1180,290802,290835,right,9,286790,291278,596
290844,1181,290836,290869,inbetween,9,286790,291278,596
290877,1182,290870,290903,inbetween,9,286790,291278,596
290910,1183,290904,290937,middle,9,286790,291278,596
290943,1184,290938,290971,middle,9,286790,291278,596
290976,1185,290972,291005,middle,9,286790,291278,596
291009,1186,291006,291039,middle,9,286790,291278,596
291042,1187,291040,291073,middle,9,286790,291278,596
291075,1188,291074,291107,middle,9,286790,291278,596
291108,1189,291108,291141,middle,9,286790,291278,596
291141,1189,291108,291141,middle,9,286790,291278,596
291174,1190,291142,291175,middle,9,286790,291278,596
291207,1191,291176,291209,middle,9,286790,291278,596
291240,1192,291210,291243,middle,9,286790,291278,596
291273,1193,291244,291277,middle,9,286790,291278,596
325659,1194,325652,325685,not looking,10,325652,330174,84
325692,1195,325686,325719,not looking,10,325652,330174,84
325725,1196,325720,325753,not looking,10,325652,330174,84
325758,1197,325754,325787,not looking,10,325652,330174,84
325791,1198,325788,325821,not looking,10,325652,330174,84
325824,1199,325822,325855,not looking,10,325652,330174,84
325857,1200,325856,325889,not looking,10,325652,330174,84
325890,1201,325890,325923,left,10,325652,330174,84
325923,1201,325890,325923,left,10,325652,330174,84
325956,1202,325924,325957,left,10,325652,330174,84
325989,1203,325958,325991,left,10,325652,330174,84
326022,1204,325992,326025,left,10,325652,330174,84
326055,1205,326026,326059,not looking,10,325652,330174,84
326088,1206,326060,326093,not looking,10,325652,330174,84
326121,1207,326094,326127,not looking,10,325652,330174,84
326154,1208,326128,326161,not looking,10,325652,330174,84
326187,1209,326162,326195,not looking,10,325652,330174,84
326220,1210,326196,326229,not looking,10,325652,330174,84
326253,1211,326230,326263,not looking,10,325652,330174,84
326286,1212,326264,326297,not looking,10,325652,330174,84
326319,1213,326298,326331,not looking,10,325652,330174,84
326352,1214,326332,326365,not looking,10,325652,330174,84
326385,1215,326366,326399,not looking,10,325652,330174,84
326418,1216,326400,326433,not looking,10,325652,330174,84
326451,1217,326434,326467,not looking,10,325652,330174,84
326484,1218,326468,326501,not looking,10,325652,330174,84
326517,1219,326502,326535,not looking,10,325652,330174,84
326550,1220,326536,326569,not looking,10,325652,330174,84
326583,1221,326570,326603,not looking,10,325652,330174,84
326616,1222,326604,326637,not looking,10,325652,330174,84
326649,1223,326638,326671,not looking,10,325652,330174,84
326682,1224,326672,326705,not looking,10,325652,330174,84
326715,1225,326706,326739,not looking,10,325652,330174,84
326748,1226,326740,326773,not looking,10,325652,330174,84
326781,1227,326774,326807,not looking,10,325652,330174,84
326814,1228,326808,326841,not looking,10,325652,330174,84
326847,1229,326842,326875,not looking,10,325652,330174,84
326880,1230,326876,326909,not looking,10,325652,330174,84
326913,1231,326910,326943,not looking,10,325652,330174,84
326946,1232,326944,326977,not looking,10,325652,330174,84
326979,1233,326978,327011,not looking,10,325652,330174,84
327012,1234,327012,327045,not looking,10,325652,330174,84
327045,1234,327012,327045,not looking,10,325652,330174,84
327078,1235,327046,327079,not looking,10,325652,330174,84
327111,1236,327080,327113,not looking,10,325652,330174,84
327144,1237,327114,327147,not looking,10,325652,330174,84
327177,1238,327148,327181,not looking,10,325652,330174,84
327210,1239,327182,327215,not looking,10,325652,330174,84
327243,1240,327216,327249,not looking,10,325652,330174,84
327276,1241,327250,327283,not looking,10,325652,330174,84
327309,1242,327284,327317,not looking,10,325652,330174,84
327342,1243,327318,327351,left,10,325652,330174,84
327375,1244,327352,327385,left,10,325652,330174,84
327408,1245,327386,327419,left,10,325652,330174,84
327441,1246,327420,327453,left,10,325652,330174,84
327474,1247,327454,327487,left,10,325652,330174,84
327507,1248,327488,327521,not looking,10,325652,330174,84
327540,1249,327522,327555,not looking,10,325652,330174,84
327573,1250,327556,327589,not looking,10,325652,330174,84
327606,1251,327590,327623,not looking,10,325652,330174,84
327639,1252,327624,327657,not looking,10,325652,330174,84
327672,1253,327658,327691,not looking,10,325652,330174,84
327705,1254,327692,327725,not looking,10,325652,330174,84
327738,1255,327726,327759,not looking,10,325652,330174,84
327771,1256,327760,327793,not looking,10,325652,330174,84
327804,1257,327794,327827,not looking,10,325652,330174,84
327837,1258,327828,327861,not looking,10,325652,330174,84
327870,1259,327862,327895,not looking,10,325652,330174,84
327903,1260,327896,327929,not looking,10,325652,330174,84
327936,1261,327930,327963,not looking,10,325652,330174,84
327969,1262,327964,327997,not looking,10,325652,330174,84
328002,1263,327998,328031,not looking,10,325652,330174,84
328035,1264,328032,328065,not looking,10,325652,330174,84
328068,1265,328066,328099,not looking,10,325652,330174,84
328101,1266,328100,328133,not looking,10,325652,330174,84
328134,1267,328134,328167,not looking,10,325652,330174,84
328167,1267,328134,328167,not looking,10,325652,330174,84
328200,1268,328168,328201,not looking,10,325652,330174,84
328233,1269,328202,328235,not looking,10,325652,330174,84
328266,1270,328236,328269,not looking,10,325652,330174,84
328299,1271,328270,328303,not looking,10,325652,330174,84
328332,1272,328304,328337,not looking,10,325652,330174,84
328365,1273,328338,328371,not looking,10,325652,330174,84
328398,1274,328372,328405,not looking,10,325652,330174,84
328431,1275,328406,328439,not looking,10,325652,330174,84
328464,1276,328440,328473,not looking,10,325652,330174,84
328497,1277,328474,328507,not looking,10,325652,330174,84
328530,1278,328508,328541,not looking,10,325652,330174,84
328563,1279,328542,328575,not looking,10,325652,330174,84
328596,1280,328576,328609,not looking,10,325652,330174,84
328629,1281,328610,328643,not looking,10,325652,330174,84
328662,1282,328644,328677,not looking,10,325652,330174,84
328695,1283,328678,328711,not looking,10,325652,330174,84
328728,1284,328712,328745,not looking,10,325652,330174,84
328761,1285,328746,328779,not looking,10,325652,330174,84
328794,1286,328780,328813,not looking,10,325652,330174,84
328827,1287,328814,328847,not looking,10,325652,330174,84
328860,1288,328848,328881,not looking,10,325652,330174,84
328893,1289,328882,328915,not looking,10,325652,330174,84
328926,1290,328916,328949,not looking,10,325652,330174,84
328959,1291,328950,328983,not looking,10,325652,330174,84
328992,1292,328984,329017,not looking,10,325652,330174,84
329025,1293,329018,329051,not looking,10,325652,330174,84
329058,1294,329052,329085,not looking,10,325652,330174,84
329091,1295,329086,329119,not looking,10,325652,330174,84
329124,1296,329120,329153,not looking,10,325652,330174,84
329157,1297,329154,329187,not looking,10,325652,330174,84
329190,1298,329188,329221,not looking,10,325652,330174,84
329223,1299,329222,329255,not looking,10,325652,330174,84
329256,1300,329256,329289,not looking,10,325652,330174,84
329289,1300,329256,329289,not looking,10,325652,330174,84
329322,1301,329290,329323,not looking,10,325652,330174,84
329355,1302,329324,329357,not looking,10,325652,330174,84
329388,1303,329358,329391,not looking,10,325652,330174,84
329421,1304,329392,329425,not looking,10,325652,330174,84
329454,1305,329426,329459,not looking,10,325652,330174,84
329487,1306,329460,329493,not looking,10,325652,330174,84
329520,1307,329494,329527,not looking,10,325652,330174,84
329553,1308,329528,329561,not looking,10,325652,330174,84
329586,1309,329562,329595,not looking,10,325652,330174,84
329619,1310,329596,329629,not looking,10,325652,330174,84
329652,1311,329630,329663,not looking,10,325652,330174,84
329685,1312,329664,329697,left,10,325652,330174,84
329718,1313,329698,329731,left,10,325652,330174,84
329751,1314,329732,329765,left,10,325652,330174,84
329784,1315,329766,329799,left,10,325652,330174,84
329817,1316,329800,329833,left,10,325652,330174,84
329850,1317,329834,329867,left,10,325652,330174,84
329883,1318,329868,329901,left,10,325652,330174,84
329916,1319,329902,329935,left,10,325652,330174,84
329949,1320,329936,329969,left,10,325652,330174,84
329982,1321,329970,330003,left,10,325652,330174,84
330015,1322,330004,330037,left,10,325652,330174,84
330048,1323,330038,330071,left,10,325652,330174,84
330081,1324,330072,330105,left,10,325652,330174,84
330114,1325,330106,330139,left,10,325652,330174,84
330147,1326,330140,330173,left,10,325652,330174,84
346218,1327,346188,346221,not looking,11,346188,350710,37
346251,1328,346222,346255,not looking,11,346188,350710,37
346284,1329,346256,346289,not looking,11,346188,350710,37
346317,1330,346290,346323,not looking,11,346188,350710,37
346350,1331,346324,346357,not looking,11,346188,350710,37
346383,1332,346358,346391,not looking,11,346188,350710,37
346416,1333,346392,346425,not looking,11,346188,350710,37
346449,1334,346426,346459,not looking,11,346188,350710,37
346482,1335,346460,346493,not looking,11,346188,350710,37
346515,1336,346494,346527,not looking,11,346188,350710,37
346548,1337,346528,346561,not looking,11,346188,350710,37
346581,1338,346562,346595,not looking,11,346188,350710,37
346614,1339,346596,346629,not looking,11,346188,350710,37
346647,1340,346630,346663,not looking,11,346188,350710,37
346680,1341,346664,346697,not looking,11,346188,350710,37
346713,1342,346698,346731,not looking,11,346188,350710,37
346746,1343,346732,346765,not looking,11,346188,350710,37
346779,1344,346766,346799,not looking,11,346188,350710,37
346812,1345,346800,346833,not looking,11,346188,350710,37
346845,1346,346834,346867,not looking,11,346188,350710,37
346878,1347,346868,346901,not looking,11,346188,350710,37
346911,1348,346902,346935,not looking,11,346188,350710,37
346944,1349,346936,346969,not looking,11,346188,350710,37
346977,1350,346970,347003,not looking,11,346188,350710,37
347010,1351,347004,347037,not looking,11,346188,350710,37
347043,1352,347038,347071,not looking,11,346188,350710,37
347076,1353,347072,347105,not looking,11,346188,350710,37
347109,1354,347106,347139,not looking,11,346188,350710,37
347142,1355,347140,347173,not looking,11,346188,350710,37
347175,1356,347174,347207,not looking,11,346188,350710,37
347208,1357,347208,347241,not looking,11,346188,350710,37
347241,1357,347208,347241,not looking,11,346188,350710,37
347274,1358,347242,347275,not looking,11,346188,350710,37
347307,1359,347276,347309,not looking,11,346188,350710,37
347340,1360,347310,347343,not looking,11,346188,350710,37
347373,1361,347344,347377,not looking,11,346188,350710,37
