trial_id,condition,num_presentation_type,audio_presentation_context,other_features,target_number,accuracy,foil,response_key,response_time
7,1,2 digits,ninety three,none,93,1,39,right,1.356
5,1,2 digits,seventy five,none,75,1,57,right,0.854
20,1,3 digits,four hundred and ninety two,swap_1_3,492,1,294,left,0.838
2,1,2 digits,eighty nine,none,89,1,98,left,0.884
21,1,3 digits,five hundred and seventy four,swap_1_2,574,1,754,right,1.067
10,1,2 digits,forty eight,none,48,1,84,left,1.264
