"","nFrame","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration"
"1074",3514,165759,1075,165759,165791,"left",8,162030,166584,574,4554
"1075",3515,165792,1076,165792,165824,"left",8,162030,166584,574,4554
"1076",3516,165825,1077,165825,165857,"left",8,162030,166584,574,4554
"1077",3517,165858,1078,165858,165890,"left",8,162030,166584,574,4554
"1078",3518,165891,1079,165891,165923,"left",8,162030,166584,574,4554
"1079",3519,165924,1080,165924,165956,"left",8,162030,166584,574,4554
"1080",3520,165957,1081,165957,165989,"left",8,162030,166584,574,4554
"1081",3521,165990,1082,165990,166022,"left",8,162030,166584,574,4554
"1082",3522,166023,1083,166023,166055,"left",8,162030,166584,574,4554
"1083",3523,166056,1084,166056,166088,"left",8,162030,166584,574,4554
"1084",3524,166089,1085,166089,166121,"left",8,162030,166584,574,4554
"1085",3525,166122,1086,166122,166154,"left",8,162030,166584,574,4554
"1086",3526,166155,1087,166155,166187,"left",8,162030,166584,574,4554
"1087",3527,166188,1088,166188,166220,"left",8,162030,166584,574,4554
"1088",3528,166221,1089,166221,166253,"left",8,162030,166584,574,4554
"1089",3529,166254,1090,166254,166286,"left",8,162030,166584,574,4554
"1090",3530,166287,1091,166287,166319,"left",8,162030,166584,574,4554
"1091",3531,166320,1092,166320,166352,"left",8,162030,166584,574,4554
"1092",3532,166353,1093,166353,166385,"left",8,162030,166584,574,4554
"1093",3533,166386,1094,166386,166418,"left",8,162030,166584,574,4554
"1094",3534,166419,1095,166419,166451,"left",8,162030,166584,574,4554
"1095",3535,166452,1096,166452,166484,"left",8,162030,166584,574,4554
"1096",3536,166485,1097,166485,166517,"left",8,162030,166584,574,4554
"1097",3537,166518,1098,166518,166550,"left",8,162030,166584,574,4554
"1098",3538,166551,1099,166551,166583,"left",8,162030,166584,574,4554
"1099",3539,166584,1100,166584,166616,"left",8,162030,166584,574,4554
