framenum,time,Gaze_position_during_number_pres.ordinal,Gaze_position_during_number_pres.onset,Gaze_position_during_number_pres.offset,Gaze_position_during_number_pres.l/m/r/i/n,Trials.ordinal,Trials.onset,Trials.offset,Trials.number
819,112629,,,,,,,,
820,112662,,,,,,,,
821,112695,,,,,,,,
822,112728,,,,,,,,
823,112761,,,,,,,,
824,112794,,,,,,,,
825,112827,,,,,,,,
826,112860,,,,,,,,
827,112893,,,,,,,,
828,112926,,,,,,,,
829,112959,,,,,,,,
830,112992,,,,,,,,
831,113025,,,,,,,,
832,113058,,,,,,,,
833,113091,,,,,,,,
834,113124,,,,,,,,
835,113157,,,,,,,,
836,113190,,,,,,,,
837,113223,,,,,,,,
838,113256,,,,,,,,
839,113289,,,,,,,,
840,113322,,,,,,,,
841,113355,,,,,,,,
842,113388,,,,,,,,
843,113421,,,,,,,,
844,113454,,,,,,,,
845,113487,,,,,,,,
846,113520,,,,,,,,
847,113553,,,,,,,,
848,113586,,,,,,,,
849,113619,,,,,,,,
850,113652,,,,,,,,
851,113685,,,,,,,,
852,113718,,,,,,,,
853,113751,,,,,,,,
854,113784,,,,,,,,
855,113817,,,,,,,,
856,113850,,,,,,,,
857,113883,,,,,,,,
858,113916,,,,,,,,
859,113949,,,,,,,,
860,113982,,,,,,,,
861,114015,,,,,,,,
862,114048,,,,,,,,
863,114081,,,,,,,,
864,114114,,,,,,,,
865,114147,,,,,,,,
866,114180,,,,,,,,
867,114213,,,,,,,,
868,114246,,,,,,,,
869,114279,,,,,,,,
870,114312,,,,,,,,
871,114345,,,,,,,,
872,114378,,,,,,,,
873,114411,,,,,,,,
874,114444,,,,,,,,
875,114477,,,,,,,,
876,114510,,,,,,,,
877,114543,,,,,,,,
878,114576,,,,,,,,
879,114609,,,,,,,,
880,114642,,,,,,,,
881,114675,,,,,,,,
882,114708,,,,,,,,
883,114741,,,,,,,,
884,114774,,,,,,,,
885,114807,,,,,,,,
886,114840,,,,,,,,
887,114873,,,,,,,,
888,114906,,,,,,,,
889,114939,,,,,,,,
890,114972,,,,,,,,
891,115005,,,,,,,,
892,115038,,,,,,,,
893,115071,,,,,,,,
894,115104,,,,,,,,
895,115137,,,,,,,,
896,115170,,,,,,,,
897,115203,,,,,,,,
898,115236,,,,,,,,
899,115269,,,,,,,,
900,115302,,,,,,,,
901,115335,,,,,,,,
902,115368,,,,,,,,
903,115401,,,,,,,,
904,115434,,,,,,,,
905,115467,,,,,,,,
906,115500,,,,,,,,
907,115533,,,,,,,,
908,115566,,,,,,,,
909,115599,,,,,,,,
910,115632,,,,,,,,
911,115665,,,,,,,,
912,115698,,,,,,,,
913,115731,,,,,,,,
914,115764,,,,,,,,
915,115797,,,,,,,,
916,115830,,,,,,,,
917,115863,,,,,,,,
918,115896,,,,,,,,
919,115929,,,,,,,,
920,115962,,,,,,,,
921,115995,,,,,,,,
922,116028,,,,,,,,
923,116061,,,,,,,,
924,116094,,,,,,,,
925,116127,,,,,,,,
926,116160,,,,,,,,
927,116193,,,,,,,,
928,116226,,,,,,,,
929,116259,,,,,,,,
930,116292,,,,,,,,
931,116325,,,,,,,,
932,116358,,,,,,,,
933,116391,,,,,,,,
934,116424,,,,,,,,
935,116457,,,,,,,,
936,116490,,,,,,,,
937,116523,,,,,,,,
938,116556,,,,,,,,
939,116589,,,,,,,,
940,116622,,,,,,,,
941,116655,,,,,,,,
942,116688,,,,,,,,
943,116721,,,,,,,,
944,116754,,,,,,,,
945,116787,,,,,,,,
946,116820,,,,,,,,
947,116853,,,,,,,,
948,116886,,,,,,,,
949,116919,,,,,,,,
950,116952,,,,,,,,
951,116985,,,,,,,,
952,117018,,,,,,,,
953,117051,,,,,,,,
954,117084,,,,,,,,
955,117117,,,,,,,,
956,117150,,,,,,,,
957,117183,,,,,,,,
958,117216,,,,,,,,
959,117249,,,,,,,,
960,117282,,,,,,,,
961,117315,,,,,,,,
962,117348,,,,,,,,
963,117381,,,,,,,,
964,117414,,,,,,,,
965,117447,,,,,,,,
966,117480,,,,,,,,
967,117513,,,,,,,,
968,117546,,,,,,,,
969,117579,,,,,,,,
970,117612,,,,,,,,
971,117645,,,,,,,,
972,117678,,,,,,,,
973,117711,,,,,,,,
974,117744,,,,,,,,
975,117777,,,,,,,,
976,117810,,,,,,,,
977,117843,,,,,,,,
978,117876,,,,,,,,
979,117909,,,,,,,,
980,117942,,,,,,,,
981,117975,,,,,,,,
982,118008,,,,,,,,
983,118041,,,,,,,,
984,118074,,,,,,,,
985,118107,,,,,,,,
986,118140,,,,,,,,
987,118173,,,,,,,,
988,118206,,,,,,,,
989,118239,,,,,,,,
990,118272,,,,,,,,
991,118305,,,,,,,,
992,118338,,,,,,,,
993,118371,,,,,,,,
994,118404,,,,,,,,
995,118437,,,,,,,,
996,118470,,,,,,,,
997,118503,,,,,,,,
998,118536,,,,,,,,
999,118569,,,,,,,,
1000,118602,,,,,,,,
1001,118635,,,,,,,,
1002,118668,,,,,,,,
1003,118701,,,,,,,,
1004,118734,,,,,,,,
1005,118767,,,,,,,,
1006,118800,,,,,,,,
1007,118833,,,,,,,,
1008,118866,,,,,,,,
1009,118899,,,,,,,,
1010,118932,,,,,,,,
1011,118965,,,,,,,,
1012,118998,,,,,,,,
1013,119031,,,,,,,,
1014,119064,,,,,,,,
1015,119097,,,,,,,,
1016,119130,,,,,,,,
1017,119163,,,,,,,,
1018,119196,,,,,,,,
1019,119229,,,,,,,,
1020,119262,,,,,,,,
1021,119295,,,,,,,,
1022,119328,,,,,,,,
1023,119361,,,,,,,,
1024,119394,,,,,,,,
1025,119427,,,,,,,,
1026,119460,,,,,,,,
1027,119493,,,,,,,,
1028,119526,,,,,,,,
1029,119559,,,,,,,,
1030,119592,,,,,,,,
1031,119625,,,,,,,,
1032,119658,,,,,,,,
1033,119691,,,,,,,,
1034,119724,,,,,,,,
1035,119757,,,,,,,,
1036,119790,,,,,,,,
1037,119823,,,,,,,,
1038,119856,,,,,,,,
1039,119889,,,,,,,,
1040,119922,,,,,,,,
1041,119955,,,,,,,,
1042,119988,,,,,,,,
1043,120021,,,,,,,,
1044,120054,,,,,,,,
1045,120087,,,,,,,,
1046,120120,,,,,,,,
1047,120153,,,,,,,,
1048,120186,,,,,,,,
1049,120219,,,,,,,,
1050,120252,,,,,,,,
1051,120285,,,,,,,,
1052,120318,,,,,,,,
1053,120351,,,,,,,,
1054,120384,,,,,,,,
1055,120417,,,,,,,,
1056,120450,,,,,,,,
1057,120483,,,,,,,,
1058,120516,,,,,,,,
1059,120549,,,,,,,,
1060,120582,,,,,,,,
1061,120615,,,,,,,,
1062,120648,,,,,,,,
1063,120681,,,,,,,,
1064,120714,,,,,,,,
1065,120747,,,,,,,,
1066,120780,,,,,,,,
1067,120813,,,,,,,,
1068,120846,,,,,,,,
1069,120879,,,,,,,,
1070,120912,,,,,,,,
1071,120945,,,,,,,,
1072,120978,,,,,,,,
1073,121011,,,,,,,,
1074,121044,,,,,,,,
1075,121077,,,,,,,,
1076,121110,,,,,,,,
1077,121143,,,,,,,,
1078,121176,,,,,,,,
1079,121209,,,,,,,,
1080,121242,,,,,,,,
1081,121275,,,,,,,,
1082,121308,,,,,,,,
1083,121341,,,,,,,,
1084,121374,,,,,,,,
1085,121407,,,,,,,,
1086,121440,,,,,,,,
1087,121473,,,,,,,,
1088,121506,,,,,,,,
1089,121539,,,,,,,,
1090,121572,,,,,,,,
1091,121605,,,,,,,,
1092,121638,,,,,3,121638,126159,745
1093,121671,,,,,3,121638,126159,745
1094,121704,,,,,3,121638,126159,745
1095,121737,,,,,3,121638,126159,745
1096,121770,,,,,3,121638,126159,745
1097,121803,,,,,3,121638,126159,745
1098,121836,226,121836,121868,l,3,121638,126159,745
1099,121869,227,121869,121901,m,3,121638,126159,745
1100,121902,228,121902,121934,m,3,121638,126159,745
1101,121935,229,121935,121967,m,3,121638,126159,745
1102,121968,230,121968,122000,m,3,121638,126159,745
1103,122001,231,122001,122033,m,3,121638,126159,745
1104,122034,232,122034,122066,i,3,121638,126159,745
1105,122067,233,122067,122099,i,3,121638,126159,745
1106,122100,234,122100,122132,i,3,121638,126159,745
1107,122133,235,122133,122165,i,3,121638,126159,745
1108,122166,236,122166,122198,l,3,121638,126159,745
1109,122199,237,122199,122231,l,3,121638,126159,745
1110,122232,238,122232,122264,l,3,121638,126159,745
1111,122265,239,122265,122297,l,3,121638,126159,745
1112,122298,240,122298,122330,l,3,121638,126159,745
1113,122331,241,122331,122363,l,3,121638,126159,745
1114,122364,242,122364,122396,l,3,121638,126159,745
1115,122397,243,122397,122429,l,3,121638,126159,745
1116,122430,244,122430,122462,l,3,121638,126159,745
1117,122463,245,122463,122495,l,3,121638,126159,745
1118,122496,246,122496,122528,l,3,121638,126159,745
1119,122529,247,122529,122561,l,3,121638,126159,745
1120,122562,248,122562,122594,l,3,121638,126159,745
1121,122595,249,122595,122627,l,3,121638,126159,745
1122,122628,250,122628,122660,l,3,121638,126159,745
1123,122661,251,122661,122693,l,3,121638,126159,745
1124,122694,252,122694,122726,l,3,121638,126159,745
1125,122727,253,122727,122759,l,3,121638,126159,745
1126,122760,254,122760,122792,l,3,121638,126159,745
1127,122793,255,122793,122825,l,3,121638,126159,745
1128,122826,256,122826,122858,l,3,121638,126159,745
1129,122859,257,122859,122891,l,3,121638,126159,745
1130,122892,258,122892,122924,n,3,121638,126159,745
1131,122925,259,122925,122957,n,3,121638,126159,745
1132,122958,260,122958,122990,n,3,121638,126159,745
1133,122991,261,122991,123023,n,3,121638,126159,745
1134,123024,262,123024,123056,n,3,121638,126159,745
1135,123057,263,123057,123089,n,3,121638,126159,745
1136,123090,264,123090,123122,n,3,121638,126159,745
1137,123123,265,123123,123155,n,3,121638,126159,745
1138,123156,266,123156,123188,n,3,121638,126159,745
1139,123189,267,123189,123221,n,3,121638,126159,745
1140,123222,268,123222,123254,n,3,121638,126159,745
1141,123255,269,123255,123287,n,3,121638,126159,745
1142,123288,270,123288,123320,n,3,121638,126159,745
1143,123321,271,123321,123353,n,3,121638,126159,745
1144,123354,272,123354,123386,n,3,121638,126159,745
1145,123387,273,123387,123419,n,3,121638,126159,745
1146,123420,274,123420,123452,n,3,121638,126159,745
1147,123453,275,123453,123485,n,3,121638,126159,745
1148,123486,276,123486,123518,n,3,121638,126159,745
1149,123519,277,123519,123551,n,3,121638,126159,745
1150,123552,278,123552,123584,n,3,121638,126159,745
1151,123585,279,123585,123617,n,3,121638,126159,745
1152,123618,280,123618,123650,n,3,121638,126159,745
1153,123651,281,123651,123683,n,3,121638,126159,745
1154,123684,282,123684,123716,n,3,121638,126159,745
1155,123717,283,123717,123749,n,3,121638,126159,745
1156,123750,284,123750,123782,n,3,121638,126159,745
1157,123783,285,123783,123815,n,3,121638,126159,745
1158,123816,286,123816,123848,n,3,121638,126159,745
1159,123849,287,123849,123881,n,3,121638,126159,745
1160,123882,288,123882,123914,n,3,121638,126159,745
1161,123915,289,123915,123947,l,3,121638,126159,745
1162,123948,290,123948,123980,l,3,121638,126159,745
1163,123981,291,123981,124013,l,3,121638,126159,745
1164,124014,292,124014,124046,l,3,121638,126159,745
1165,124047,293,124047,124079,l,3,121638,126159,745
1166,124080,294,124080,124112,l,3,121638,126159,745
1167,124113,295,124113,124145,l,3,121638,126159,745
1168,124146,296,124146,124178,l,3,121638,126159,745
1169,124179,297,124179,124211,l,3,121638,126159,745
1170,124212,298,124212,124244,l,3,121638,126159,745
1171,124245,299,124245,124277,l,3,121638,126159,745
1172,124278,300,124278,124310,l,3,121638,126159,745
1173,124311,301,124311,124343,l,3,121638,126159,745
1174,124344,302,124344,124376,l,3,121638,126159,745
1175,124377,303,124377,124409,l,3,121638,126159,745
1176,124410,304,124410,124442,l,3,121638,126159,745
1177,124443,305,124443,124475,l,3,121638,126159,745
1178,124476,306,124476,124508,l,3,121638,126159,745
1179,124509,307,124509,124541,l,3,121638,126159,745
1180,124542,308,124542,124574,l,3,121638,126159,745
1181,124575,309,124575,124607,l,3,121638,126159,745
1182,124608,310,124608,124640,l,3,121638,126159,745
1183,124641,311,124641,124673,l,3,121638,126159,745
1184,124674,312,124674,124706,l,3,121638,126159,745
1185,124707,313,124707,124739,l,3,121638,126159,745
1186,124740,314,124740,124772,l,3,121638,126159,745
1187,124773,315,124773,124805,l,3,121638,126159,745
1188,124806,316,124806,124838,l,3,121638,126159,745
1189,124839,317,124839,124871,l,3,121638,126159,745
1190,124872,318,124872,124904,l,3,121638,126159,745
1191,124905,319,124905,124937,l,3,121638,126159,745
1192,124938,320,124938,124970,l,3,121638,126159,745
1193,124971,321,124971,125003,l,3,121638,126159,745
1194,125004,322,125004,125036,l,3,121638,126159,745
1195,125037,323,125037,125069,l,3,121638,126159,745
1196,125070,324,125070,125102,l,3,121638,126159,745
1197,125103,325,125103,125135,l,3,121638,126159,745
1198,125136,326,125136,125168,l,3,121638,126159,745
1199,125169,327,125169,125201,l,3,121638,126159,745
1200,125202,328,125202,125234,l,3,121638,126159,745
1201,125235,329,125235,125267,l,3,121638,126159,745
1202,125268,330,125268,125300,l,3,121638,126159,745
1203,125301,331,125301,125333,l,3,121638,126159,745
1204,125334,332,125334,125366,l,3,121638,126159,745
1205,125367,333,125367,125399,l,3,121638,126159,745
1206,125400,334,125400,125432,l,3,121638,126159,745
1207,125433,335,125433,125465,l,3,121638,126159,745
1208,125466,336,125466,125498,l,3,121638,126159,745
1209,125499,337,125499,125531,l,3,121638,126159,745
1210,125532,338,125532,125564,l,3,121638,126159,745
1211,125565,339,125565,125597,l,3,121638,126159,745
1212,125598,340,125598,125630,i,3,121638,126159,745
1213,125631,341,125631,125663,i,3,121638,126159,745
1214,125664,342,125664,125696,i,3,121638,126159,745
1215,125697,343,125697,125729,m,3,121638,126159,745
1216,125730,344,125730,125762,m,3,121638,126159,745
1217,125763,345,125763,125795,l,3,121638,126159,745
1218,125796,346,125796,125828,l,3,121638,126159,745
1219,125829,347,125829,125861,l,3,121638,126159,745
1220,125862,348,125862,125894,l,3,121638,126159,745
1221,125895,349,125895,125927,l,3,121638,126159,745
1222,125928,350,125928,125960,l,3,121638,126159,745
1223,125961,351,125961,125993,l,3,121638,126159,745
1224,125994,352,125994,126026,l,3,121638,126159,745
1225,126027,353,126027,126059,l,3,121638,126159,745
1226,126060,354,126060,126092,l,3,121638,126159,745
1227,126093,355,126093,126125,l,3,121638,126159,745
1228,126126,356,126126,126158,l,3,121638,126159,745
1229,126159,,,,,3,121638,126159,745
1230,126192,,,,,,,,
1231,126225,,,,,,,,
1232,126258,,,,,,,,
1233,126291,,,,,,,,
1234,126324,,,,,,,,
1235,126357,,,,,,,,
1236,126390,,,,,,,,
1237,126423,,,,,,,,
1238,126456,,,,,,,,
1239,126489,,,,,,,,
1240,126522,,,,,,,,
1241,126555,,,,,,,,
1242,126588,,,,,,,,
1243,126621,,,,,,,,
1244,126654,,,,,,,,
1245,126687,,,,,,,,
1246,126720,,,,,,,,
1247,126753,,,,,,,,
1248,126786,,,,,,,,
1249,126819,,,,,,,,
1250,126852,,,,,,,,
1251,126885,,,,,,,,
1252,126918,,,,,,,,
1253,126951,,,,,,,,
1254,126984,,,,,,,,
1255,127017,,,,,,,,
1256,127050,,,,,,,,
1257,127083,,,,,,,,
1258,127116,,,,,,,,
1259,127149,,,,,,,,
1260,127182,,,,,,,,
1261,127215,,,,,,,,
1262,127248,,,,,,,,
1263,127281,,,,,,,,
1264,127314,,,,,,,,
1265,127347,,,,,,,,
1266,127380,,,,,,,,
1267,127413,,,,,,,,
1268,127446,,,,,,,,
1269,127479,,,,,,,,
1270,127512,,,,,,,,
1271,127545,,,,,,,,
1272,127578,,,,,,,,
1273,127611,,,,,,,,
1274,127644,,,,,,,,
1275,127677,,,,,,,,
1276,127710,,,,,,,,
1277,127743,,,,,,,,
1278,127776,,,,,,,,
1279,127809,,,,,,,,
1280,127842,,,,,,,,
1281,127875,,,,,,,,
1282,127908,,,,,,,,
1283,127941,,,,,,,,
1284,127974,,,,,,,,
1285,128007,,,,,,,,
1286,128040,,,,,,,,
1287,128073,,,,,,,,
1288,128106,,,,,,,,
1289,128139,,,,,,,,
1290,128172,,,,,,,,
1291,128205,,,,,,,,
1292,128238,,,,,,,,
1293,128271,,,,,,,,
1294,128304,,,,,,,,
1295,128337,,,,,,,,
1296,128370,,,,,,,,
1297,128403,,,,,,,,
1298,128436,,,,,,,,
1299,128469,,,,,,,,
1300,128502,,,,,,,,
1301,128535,,,,,,,,
1302,128568,,,,,,,,
1303,128601,,,,,,,,
1304,128634,,,,,,,,
1305,128667,,,,,,,,
1306,128700,,,,,,,,
1307,128733,,,,,,,,
1308,128766,,,,,,,,
1309,128799,,,,,,,,
1310,128832,,,,,,,,
1311,128865,,,,,,,,
1312,128898,,,,,,,,
1313,128931,,,,,,,,
1314,128964,,,,,,,,
1315,128997,,,,,,,,
1316,129030,,,,,,,,
1317,129063,,,,,,,,
1318,129096,,,,,,,,
1319,129129,,,,,,,,
1320,129162,,,,,,,,
1321,129195,,,,,,,,
1322,129228,,,,,,,,
1323,129261,,,,,,,,
1324,129294,,,,,,,,
1325,129327,,,,,,,,
1326,129360,,,,,,,,
1327,129393,,,,,,,,
1328,129426,,,,,,,,
1329,129459,,,,,,,,
1330,129492,,,,,,,,
1331,129525,,,,,,,,
1332,129558,,,,,,,,
1333,129591,,,,,,,,
1334,129624,,,,,,,,
1335,129657,,,,,,,,
1336,129690,,,,,,,,
1337,129723,,,,,,,,
1338,129756,,,,,,,,
1339,129789,,,,,,,,
1340,129822,,,,,,,,
1341,129855,,,,,,,,
1342,129888,,,,,,,,
1343,129921,,,,,,,,
1344,129954,,,,,,,,
1345,129987,,,,,,,,
1346,130020,,,,,,,,
1347,130053,,,,,,,,
1348,130086,,,,,,,,
1349,130119,,,,,,,,
1350,130152,,,,,,,,
1351,130185,,,,,,,,
1352,130218,,,,,,,,
1353,130251,,,,,,,,
1354,130284,,,,,,,,
1355,130317,,,,,,,,
1356,130350,,,,,,,,
1357,130383,,,,,,,,
1358,130416,,,,,,,,
1359,130449,,,,,,,,
1360,130482,,,,,,,,
1361,130515,,,,,,,,
1362,130548,,,,,,,,
1363,130581,,,,,,,,
1364,130614,,,,,,,,
1365,130647,,,,,,,,
1366,130680,,,,,,,,
1367,130713,,,,,,,,
1368,130746,,,,,,,,
1369,130779,,,,,,,,
1370,130812,,,,,,,,
1371,130845,,,,,,,,
1372,130878,,,,,,,,
1373,130911,,,,,,,,
1374,130944,,,,,,,,
1375,130977,,,,,,,,
1376,131010,,,,,,,,
1377,131043,,,,,,,,
1378,131076,,,,,,,,
1379,131109,,,,,,,,
1380,131142,,,,,,,,
1381,131175,,,,,,,,
1382,131208,,,,,,,,
1383,131241,,,,,,,,
1384,131274,,,,,,,,
1385,131307,,,,,,,,
1386,131340,,,,,,,,
1387,131373,,,,,,,,
1388,131406,,,,,,,,
1389,131439,,,,,,,,
1390,131472,,,,,,,,
1391,131505,,,,,,,,
1392,131538,,,,,,,,
1393,131571,,,,,,,,
1394,131604,,,,,,,,
1395,131637,,,,,,,,
1396,131670,,,,,,,,
1397,131703,,,,,,,,
1398,131736,,,,,,,,
1399,131769,,,,,,,,
1400,131802,,,,,,,,
1401,131835,,,,,,,,
1402,131868,,,,,,,,
1403,131901,,,,,,,,
1404,131934,,,,,,,,
1405,131967,,,,,,,,
1406,132000,,,,,,,,
1407,132033,,,,,,,,
1408,132066,,,,,,,,
1409,132099,,,,,,,,
1410,132132,,,,,,,,
1411,132165,,,,,,,,
1412,132198,,,,,,,,
1413,132231,,,,,,,,
1414,132264,,,,,,,,
1415,132297,,,,,,,,
1416,132330,,,,,,,,
1417,132363,,,,,,,,
1418,132396,,,,,,,,
1419,132429,,,,,,,,
1420,132462,,,,,,,,
1421,132495,,,,,,,,
1422,132528,,,,,,,,
1423,132561,,,,,,,,
1424,132594,,,,,,,,
1425,132627,,,,,,,,
1426,132660,,,,,,,,
1427,132693,,,,,,,,
1428,132726,,,,,,,,
1429,132759,,,,,,,,
1430,132792,,,,,,,,
1431,132825,,,,,,,,
1432,132858,,,,,,,,
1433,132891,,,,,,,,
1434,132924,,,,,,,,
1435,132957,,,,,,,,
1436,132990,,,,,,,,
1437,133023,,,,,,,,
1438,133056,,,,,,,,
1439,133089,,,,,,,,
1440,133122,,,,,,,,
1441,133155,,,,,,,,
1442,133188,,,,,,,,
1443,133221,,,,,,,,
1444,133254,,,,,,,,
1445,133287,,,,,,,,
1446,133320,,,,,,,,
1447,133353,,,,,,,,
1448,133386,,,,,,,,
1449,133419,,,,,,,,
1450,133452,,,,,,,,
1451,133485,,,,,,,,
1452,133518,,,,,,,,
1453,133551,,,,,,,,
1454,133584,,,,,,,,
1455,133617,,,,,,,,
1456,133650,,,,,,,,
1457,133683,,,,,,,,
1458,133716,,,,,,,,
1459,133749,,,,,,,,
1460,133782,,,,,,,,
1461,133815,,,,,,,,
1462,133848,,,,,,,,
1463,133881,,,,,,,,
1464,133914,,,,,,,,
1465,133947,,,,,,,,
1466,133980,,,,,,,,
1467,134013,,,,,,,,
1468,134046,,,,,,,,
1469,134079,,,,,,,,
1470,134112,,,,,,,,
1471,134145,,,,,,,,
1472,134178,,,,,,,,
1473,134211,,,,,,,,
1474,134244,,,,,,,,
1475,134277,,,,,,,,
1476,134310,,,,,,,,
1477,134343,,,,,,,,
1478,134376,,,,,,,,
1479,134409,,,,,,,,
1480,134442,,,,,,,,
1481,134475,,,,,,,,
1482,134508,,,,,,,,
1483,134541,,,,,,,,
1484,134574,,,,,,,,
1485,134607,,,,,,,,
1486,134640,,,,,,,,
1487,134673,,,,,,,,
1488,134706,,,,,,,,
1489,134739,,,,,,,,
1490,134772,,,,,,,,
1491,134805,,,,,,,,
1492,134838,,,,,,,,
1493,134871,,,,,,,,
1494,134904,,,,,,,,
1495,134937,,,,,,,,
1496,134970,,,,,,,,
1497,135003,,,,,,,,
1498,135036,,,,,,,,
1499,135069,,,,,,,,
1500,135102,,,,,,,,
1501,135135,,,,,,,,
1502,135168,,,,,,,,
1503,135201,,,,,,,,
1504,135234,,,,,,,,
1505,135267,,,,,,,,
1506,135300,,,,,,,,
1507,135333,,,,,,,,
1508,135366,,,,,,,,
1509,135399,,,,,,,,
1510,135432,,,,,,,,
1511,135465,,,,,,,,
1512,135498,,,,,,,,
1513,135531,,,,,,,,
1514,135564,,,,,,,,
1515,135597,,,,,,,,
1516,135630,,,,,,,,
1517,135663,,,,,,,,
1518,135696,,,,,,,,
1519,135729,,,,,,,,
1520,135762,,,,,,,,
1521,135795,,,,,,,,
1522,135828,,,,,,,,
1523,135861,,,,,,,,
1524,135894,,,,,,,,
1525,135927,,,,,,,,
1526,135960,,,,,,,,
1527,135993,,,,,,,,
1528,136026,,,,,,,,
1529,136059,,,,,,,,
1530,136092,,,,,,,,
1531,136125,,,,,,,,
1532,136158,,,,,,,,
1533,136191,,,,,,,,
1534,136224,,,,,,,,
1535,136257,,,,,,,,
1536,136290,,,,,,,,
1537,136323,,,,,,,,
1538,136356,,,,,,,,
1539,136389,,,,,,,,
1540,136422,,,,,,,,
1541,136455,,,,,,,,
1542,136488,,,,,,,,
1543,136521,,,,,,,,
1544,136554,,,,,,,,
1545,136587,,,,,,,,
1546,136620,,,,,,,,
1547,136653,,,,,,,,
1548,136686,,,,,,,,
1549,136719,,,,,,,,
1550,136752,,,,,,,,
1551,136785,,,,,,,,
1552,136818,,,,,,,,
1553,136851,,,,,,,,
1554,136884,,,,,,,,
1555,136917,,,,,,,,
1556,136950,,,,,,,,
1557,136983,,,,,,,,
1558,137016,,,,,,,,
1559,137049,,,,,,,,
1560,137082,,,,,,,,
1561,137115,,,,,,,,
1562,137148,,,,,,,,
1563,137181,,,,,,,,
1564,137214,,,,,,,,
1565,137247,,,,,,,,
1566,137280,,,,,,,,
1567,137313,,,,,,,,
1568,137346,,,,,,,,
1569,137379,,,,,,,,
1570,137412,,,,,,,,
1571,137445,,,,,,,,
1572,137478,,,,,,,,
1573,137511,,,,,,,,
1574,137544,,,,,,,,
1575,137577,,,,,,,,
1576,137610,,,,,,,,
1577,137643,,,,,,,,
1578,137676,,,,,,,,
1579,137709,,,,,,,,
1580,137742,,,,,,,,
1581,137775,,,,,,,,
1582,137808,,,,,,,,
1583,137841,,,,,,,,
1584,137874,,,,,,,,
1585,137907,,,,,,,,
1586,137940,,,,,,,,
1587,137973,,,,,,,,
1588,138006,,,,,,,,
1589,138039,,,,,,,,
1590,138072,,,,,,,,
1591,138105,,,,,,,,
1592,138138,,,,,,,,
1593,138171,,,,,,,,
1594,138204,,,,,,,,
1595,138237,,,,,,,,
1596,138270,,,,,,,,
1597,138303,,,,,,,,
1598,138336,,,,,,,,
1599,138369,,,,,,,,
1600,138402,,,,,,,,
1601,138435,,,,,,,,
1602,138468,,,,,,,,
1603,138501,,,,,,,,
1604,138534,,,,,,,,
1605,138567,,,,,,,,
1606,138600,,,,,,,,
1607,138633,,,,,,,,
1608,138666,,,,,,,,
1609,138699,,,,,,,,
1610,138732,,,,,,,,
1611,138765,,,,,,,,
1612,138798,,,,,,,,
1613,138831,,,,,,,,
1614,138864,,,,,,,,
1615,138897,,,,,,,,
1616,138930,,,,,,,,
1617,138963,,,,,,,,
1618,138996,,,,,,,,
1619,139029,,,,,,,,
1620,139062,,,,,,,,
1621,139095,,,,,,,,
1622,139128,,,,,,,,
1623,139161,,,,,,,,
1624,139194,,,,,,,,
1625,139227,,,,,,,,
1626,139260,,,,,,,,
1627,139293,,,,,,,,
1628,139326,,,,,,,,
1629,139359,,,,,,,,
1630,139392,,,,,,,,
1631,139425,,,,,,,,
1632,139458,,,,,,,,
1633,139491,,,,,,,,
1634,139524,,,,,,,,
1635,139557,,,,,,,,
1636,139590,,,,,,,,
1637,139623,,,,,,,,
1638,139656,,,,,,,,
1639,139689,,,,,,,,
1640,139722,,,,,,,,
1641,139755,,,,,,,,
1642,139788,,,,,,,,
1643,139821,,,,,,,,
1644,139854,,,,,,,,
1645,139887,,,,,,,,
1646,139920,,,,,,,,
1647,139953,,,,,,,,
1648,139986,,,,,,,,
1649,140019,,,,,,,,
1650,140052,,,,,,,,
1651,140085,,,,,,,,
1652,140118,,,,,,,,
1653,140151,,,,,,,,
1654,140184,,,,,,,,
1655,140217,,,,,,,,
1656,140250,,,,,,,,
1657,140283,,,,,,,,
1658,140316,,,,,,,,
1659,140349,,,,,,,,
1660,140382,,,,,,,,
1661,140415,,,,,,,,
1662,140448,,,,,,,,
