framenum,time,Gaze_position_during_number_pres.ordinal,Gaze_position_during_number_pres.onset,Gaze_position_during_number_pres.offset,Gaze_position_during_number_pres.l/m/r/i/n,Trials.ordinal,Trials.onset,Trials.offset,Trials.number
1778,144276,457,144276,144308,l,4,140811,145365,24
1779,144309,458,144309,144341,l,4,140811,145365,24
1780,144342,459,144342,144374,l,4,140811,145365,24
1781,144375,460,144375,144407,l,4,140811,145365,24
1782,144408,461,144408,144440,l,4,140811,145365,24
1783,144441,462,144441,144473,l,4,140811,145365,24
1784,144474,463,144474,144506,l,4,140811,145365,24
1785,144507,464,144507,144539,l,4,140811,145365,24
1786,144540,465,144540,144572,l,4,140811,145365,24
1787,144573,466,144573,144605,l,4,140811,145365,24
1788,144606,467,144606,144638,l,4,140811,145365,24
1789,144639,468,144639,144671,l,4,140811,145365,24
1790,144672,469,144672,144704,l,4,140811,145365,24
1791,144705,470,144705,144737,l,4,140811,145365,24
1792,144738,471,144738,144770,l,4,140811,145365,24
1793,144771,472,144771,144803,l,4,140811,145365,24
1794,144804,473,144804,144836,l,4,140811,145365,24
1795,144837,474,144837,144869,l,4,140811,145365,24
1796,144870,475,144870,144902,l,4,140811,145365,24
1797,144903,476,144903,144935,l,4,140811,145365,24
1798,144936,477,144936,144968,l,4,140811,145365,24
1799,144969,478,144969,145001,l,4,140811,145365,24
1800,145002,479,145002,145034,l,4,140811,145365,24
1801,145035,480,145035,145067,l,4,140811,145365,24
1802,145068,481,145068,145100,l,4,140811,145365,24
1803,145101,482,145101,145133,l,4,140811,145365,24
1804,145134,483,145134,145166,l,4,140811,145365,24
1805,145167,484,145167,145199,l,4,140811,145365,24
1806,145200,485,145200,145232,l,4,140811,145365,24
1807,145233,486,145233,145265,l,4,140811,145365,24
1808,145266,487,145266,145298,l,4,140811,145365,24
1809,145299,488,145299,145331,l,4,140811,145365,24
1810,145332,,,,,4,140811,145365,24
1811,145365,,,,,4,140811,145365,24
1812,145398,,,,,,,,
1813,145431,,,,,,,,
1814,145464,,,,,,,,
1815,145497,,,,,,,,
1816,145530,,,,,,,,
1817,145563,,,,,,,,
1818,145596,,,,,,,,
1819,145629,,,,,,,,
1820,145662,,,,,,,,
1821,145695,,,,,,,,
1822,145728,,,,,,,,
1823,145761,,,,,,,,
1824,145794,,,,,,,,
1825,145827,,,,,,,,
1826,145860,,,,,,,,
1827,145893,,,,,,,,
1828,145926,,,,,,,,
1829,145959,,,,,,,,
1830,145992,,,,,,,,
1831,146025,,,,,,,,
1832,146058,,,,,,,,
1833,146091,,,,,,,,
1834,146124,,,,,,,,
1835,146157,,,,,,,,
1836,146190,,,,,,,,
1837,146223,,,,,,,,
1838,146256,,,,,,,,
1839,146289,,,,,,,,
1840,146322,,,,,,,,
1841,146355,,,,,,,,
1842,146388,,,,,,,,
1843,146421,,,,,,,,
1844,146454,,,,,,,,
1845,146487,,,,,,,,
1846,146520,,,,,,,,
1847,146553,,,,,,,,
1848,146586,,,,,,,,
1849,146619,,,,,,,,
1850,146652,,,,,,,,
1851,146685,,,,,,,,
1852,146718,,,,,,,,
1853,146751,,,,,,,,
1854,146784,,,,,,,,
1855,146817,,,,,,,,
1856,146850,,,,,,,,
1857,146883,,,,,,,,
1858,146916,,,,,,,,
1859,146949,,,,,,,,
1860,146982,,,,,,,,
1861,147015,,,,,,,,
1862,147048,,,,,,,,
1863,147081,,,,,,,,
1864,147114,,,,,,,,
1865,147147,,,,,,,,
1866,147180,,,,,,,,
1867,147213,,,,,,,,
1868,147246,,,,,,,,
1869,147279,,,,,,,,
1870,147312,,,,,,,,
1871,147345,,,,,,,,
1872,147378,,,,,,,,
1873,147411,,,,,,,,
1874,147444,,,,,,,,
1875,147477,,,,,,,,
1876,147510,,,,,,,,
1877,147543,,,,,,,,
1878,147576,,,,,,,,
1879,147609,,,,,,,,
1880,147642,,,,,,,,
1881,147675,,,,,,,,
1882,147708,,,,,,,,
1883,147741,,,,,,,,
1884,147774,,,,,,,,
1885,147807,,,,,,,,
1886,147840,,,,,,,,
1887,147873,,,,,,,,
1888,147906,,,,,,,,
1889,147939,,,,,,,,
1890,147972,,,,,,,,
1891,148005,,,,,,,,
1892,148038,,,,,,,,
1893,148071,,,,,,,,
1894,148104,,,,,,,,
1895,148137,,,,,,,,
1896,148170,,,,,,,,
1897,148203,,,,,,,,
1898,148236,,,,,,,,
1899,148269,,,,,,,,
1900,148302,,,,,,,,
1901,148335,,,,,,,,
1902,148368,,,,,,,,
1903,148401,,,,,,,,
1904,148434,,,,,,,,
1905,148467,,,,,,,,
1906,148500,,,,,,,,
1907,148533,,,,,,,,
1908,148566,,,,,,,,
1909,148599,,,,,,,,
1910,148632,,,,,,,,
1911,148665,,,,,,,,
1912,148698,,,,,,,,
1913,148731,,,,,,,,
1914,148764,,,,,,,,
1915,148797,,,,,,,,
1916,148830,,,,,,,,
1917,148863,,,,,,,,
1918,148896,,,,,,,,
1919,148929,,,,,,,,
1920,148962,,,,,,,,
1921,148995,,,,,,,,
1922,149028,,,,,,,,
1923,149061,,,,,,,,
1924,149094,,,,,,,,
1925,149127,,,,,,,,
1926,149160,,,,,,,,
1927,149193,,,,,,,,
1928,149226,,,,,,,,
1929,149259,,,,,,,,
1930,149292,,,,,,,,
1931,149325,,,,,,,,
1932,149358,,,,,,,,
1933,149391,,,,,,,,
1934,149424,,,,,,,,
1935,149457,,,,,,,,
1936,149490,,,,,,,,
1937,149523,,,,,,,,
1938,149556,,,,,,,,
1939,149589,,,,,,,,
1940,149622,,,,,,,,
1941,149655,,,,,,,,
1942,149688,,,,,,,,
1943,149721,,,,,,,,
1944,149754,,,,,,,,
1945,149787,,,,,,,,
1946,149820,,,,,,,,
1947,149853,,,,,,,,
1948,149886,,,,,,,,
1949,149919,,,,,,,,
1950,149952,,,,,,,,
1951,149985,,,,,,,,
1952,150018,,,,,,,,
1953,150051,,,,,,,,
1954,150084,,,,,,,,
1955,150117,,,,,,,,
1956,150150,,,,,,,,
1957,150183,,,,,,,,
1958,150216,,,,,,,,
1959,150249,,,,,,,,
1960,150282,,,,,,,,
1961,150315,,,,,,,,
1962,150348,,,,,,,,
1963,150381,,,,,,,,
1964,150414,,,,,,,,
1965,150447,,,,,,,,
1966,150480,,,,,,,,
1967,150513,,,,,,,,
1968,150546,,,,,,,,
1969,150579,,,,,,,,
1970,150612,,,,,,,,
1971,150645,,,,,,,,
1972,150678,,,,,,,,
1973,150711,,,,,,,,
1974,150744,,,,,,,,
1975,150777,,,,,,,,
1976,150810,,,,,,,,
1977,150843,,,,,,,,
1978,150876,,,,,,,,
1979,150909,,,,,,,,
1980,150942,,,,,,,,
1981,150975,,,,,,,,
1982,151008,,,,,,,,
1983,151041,,,,,,,,
1984,151074,,,,,,,,
1985,151107,,,,,,,,
1986,151140,,,,,,,,
1987,151173,,,,,,,,
1988,151206,,,,,,,,
1989,151239,,,,,,,,
1990,151272,,,,,,,,
1991,151305,,,,,,,,
1992,151338,,,,,,,,
1993,151371,,,,,,,,
1994,151404,,,,,,,,
1995,151437,,,,,,,,
1996,151470,,,,,,,,
1997,151503,,,,,,,,
1998,151536,,,,,,,,
1999,151569,,,,,,,,
2000,151602,,,,,,,,
2001,151635,,,,,,,,
2002,151668,,,,,,,,
2003,151701,,,,,,,,
2004,151734,,,,,,,,
2005,151767,,,,,,,,
2006,151800,,,,,,,,
2007,151833,,,,,,,,
2008,151866,,,,,,,,
2009,151899,,,,,,,,
2010,151932,,,,,,,,
2011,151965,,,,,,,,
2012,151998,,,,,,,,
2013,152031,,,,,,,,
2014,152064,,,,,,,,
2015,152097,,,,,,,,
2016,152130,,,,,,,,
2017,152163,,,,,,,,
2018,152196,,,,,,,,
2019,152229,,,,,,,,
2020,152262,,,,,,,,
2021,152295,,,,,,,,
2022,152328,,,,,,,,
2023,152361,,,,,,,,
2024,152394,,,,,,,,
2025,152427,,,,,,,,
2026,152460,,,,,,,,
2027,152493,,,,,,,,
2028,152526,,,,,,,,
2029,152559,,,,,,,,
2030,152592,,,,,,,,
2031,152625,,,,,,,,
2032,152658,,,,,,,,
2033,152691,,,,,,,,
2034,152724,,,,,,,,
2035,152757,,,,,,,,
2036,152790,,,,,,,,
2037,152823,,,,,,,,
2038,152856,,,,,,,,
2039,152889,,,,,,,,
2040,152922,,,,,,,,
2041,152955,,,,,,,,
2042,152988,,,,,,,,
2043,153021,,,,,,,,
2044,153054,,,,,,,,
2045,153087,,,,,,,,
2046,153120,,,,,,,,
2047,153153,,,,,,,,
2048,153186,,,,,,,,
2049,153219,,,,,,,,
2050,153252,,,,,,,,
2051,153285,,,,,,,,
2052,153318,,,,,,,,
2053,153351,,,,,,,,
2054,153384,,,,,,,,
2055,153417,,,,,,,,
2056,153450,,,,,,,,
2057,153483,,,,,,,,
2058,153516,,,,,,,,
2059,153549,,,,,,,,
2060,153582,,,,,,,,
2061,153615,,,,,,,,
2062,153648,,,,,,,,
2063,153681,,,,,,,,
2064,153714,,,,,,,,
2065,153747,,,,,,,,
2066,153780,,,,,,,,
2067,153813,,,,,,,,
2068,153846,,,,,,,,
2069,153879,,,,,,,,
2070,153912,,,,,,,,
2071,153945,,,,,,,,
2072,153978,,,,,,,,
2073,154011,,,,,,,,
2074,154044,,,,,,,,
2075,154077,,,,,,,,
2076,154110,,,,,,,,
2077,154143,,,,,,,,
2078,154176,,,,,,,,
2079,154209,,,,,,,,
2080,154242,,,,,,,,
2081,154275,,,,,,,,
2082,154308,,,,,,,,
2083,154341,,,,,,,,
2084,154374,,,,,,,,
2085,154407,,,,,,,,
2086,154440,,,,,,,,
2087,154473,,,,,,,,
2088,154506,,,,,,,,
2089,154539,,,,,,,,
2090,154572,,,,,,,,
2091,154605,,,,,,,,
2092,154638,,,,,,,,
2093,154671,,,,,,,,
2094,154704,,,,,,,,
2095,154737,,,,,,,,
2096,154770,,,,,,,,
2097,154803,,,,,,,,
2098,154836,,,,,,,,
2099,154869,,,,,,,,
2100,154902,,,,,,,,
2101,154935,,,,,,,,
2102,154968,,,,,,,,
2103,155001,,,,,,,,
2104,155034,,,,,,,,
2105,155067,,,,,,,,
2106,155100,,,,,,,,
2107,155133,,,,,,,,
2108,155166,,,,,,,,
2109,155199,,,,,,,,
2110,155232,,,,,,,,
2111,155265,,,,,,,,
2112,155298,,,,,,,,
2113,155331,,,,,,,,
2114,155364,,,,,,,,
2115,155397,,,,,,,,
2116,155430,,,,,,,,
2117,155463,,,,,,,,
2118,155496,,,,,,,,
2119,155529,,,,,,,,
2120,155562,,,,,,,,
2121,155595,,,,,,,,
2122,155628,,,,,,,,
2123,155661,,,,,,,,
2124,155694,,,,,,,,
2125,155727,,,,,,,,
2126,155760,,,,,,,,
2127,155793,,,,,,,,
2128,155826,,,,,,,,
2129,155859,,,,,,,,
2130,155892,,,,,,,,
2131,155925,,,,,,,,
2132,155958,,,,,,,,
2133,155991,,,,,,,,
2134,156024,,,,,,,,
2135,156057,,,,,,,,
2136,156090,,,,,,,,
2137,156123,,,,,,,,
2138,156156,,,,,,,,
2139,156189,,,,,,,,
2140,156222,,,,,,,,
2141,156255,,,,,,,,
2142,156288,,,,,,,,
2143,156321,,,,,,,,
2144,156354,,,,,,,,
2145,156387,,,,,,,,
2146,156420,,,,,,,,
2147,156453,,,,,,,,
2148,156486,,,,,,,,
2149,156519,,,,,,,,
2150,156552,,,,,,,,
2151,156585,,,,,,,,
2152,156618,,,,,,,,
2153,156651,,,,,,,,
2154,156684,,,,,,,,
2155,156717,,,,,,,,
2156,156750,,,,,,,,
2157,156783,,,,,,,,
2158,156816,,,,,,,,
2159,156849,,,,,,,,
2160,156882,,,,,,,,
2161,156915,,,,,,,,
2162,156948,,,,,,,,
2163,156981,,,,,,,,
2164,157014,,,,,,,,
2165,157047,,,,,,,,
2166,157080,,,,,,,,
2167,157113,,,,,,,,
2168,157146,,,,,,,,
2169,157179,,,,,,,,
2170,157212,,,,,,,,
2171,157245,,,,,,,,
2172,157278,,,,,,,,
2173,157311,,,,,,,,
2174,157344,,,,,,,,
2175,157377,,,,,,,,
2176,157410,,,,,,,,
2177,157443,,,,,,,,
2178,157476,,,,,,,,
2179,157509,,,,,,,,
2180,157542,,,,,,,,
2181,157575,,,,,,,,
2182,157608,,,,,,,,
2183,157641,,,,,,,,
2184,157674,,,,,,,,
2185,157707,,,,,,,,
2186,157740,,,,,,,,
2187,157773,,,,,,,,
2188,157806,,,,,,,,
2189,157839,,,,,,,,
2190,157872,,,,,,,,
2191,157905,,,,,,,,
2192,157938,,,,,,,,
2193,157971,,,,,,,,
2194,158004,,,,,,,,
2195,158037,,,,,,,,
2196,158070,,,,,5,158070,162657,629
2197,158103,,,,,5,158070,162657,629
2198,158136,,,,,5,158070,162657,629
2199,158169,,,,,5,158070,162657,629
2200,158202,,,,,5,158070,162657,629
2201,158235,,,,,5,158070,162657,629
2202,158268,,,,,5,158070,162657,629
2203,158301,489,158301,158333,l,5,158070,162657,629
2204,158334,490,158334,158366,l,5,158070,162657,629
2205,158367,491,158367,158399,l,5,158070,162657,629
2206,158400,492,158400,158432,l,5,158070,162657,629
2207,158433,493,158433,158465,l,5,158070,162657,629
2208,158466,494,158466,158498,l,5,158070,162657,629
2209,158499,495,158499,158531,l,5,158070,162657,629
2210,158532,496,158532,158564,l,5,158070,162657,629
2211,158565,497,158565,158597,l,5,158070,162657,629
2212,158598,498,158598,158630,l,5,158070,162657,629
2213,158631,499,158631,158663,l,5,158070,162657,629
2214,158664,500,158664,158696,m,5,158070,162657,629
2215,158697,501,158697,158729,m,5,158070,162657,629
2216,158730,502,158730,158762,m,5,158070,162657,629
2217,158763,503,158763,158795,m,5,158070,162657,629
2218,158796,504,158796,158828,m,5,158070,162657,629
2219,158829,505,158829,158861,m,5,158070,162657,629
2220,158862,506,158862,158894,m,5,158070,162657,629
2221,158895,507,158895,158927,m,5,158070,162657,629
2222,158928,508,158928,158960,l,5,158070,162657,629
2223,158961,509,158961,158993,l,5,158070,162657,629
2224,158994,510,158994,159026,l,5,158070,162657,629
2225,159027,511,159027,159059,l,5,158070,162657,629
2226,159060,512,159060,159092,l,5,158070,162657,629
2227,159093,513,159093,159125,l,5,158070,162657,629
2228,159126,514,159126,159158,l,5,158070,162657,629
2229,159159,515,159159,159191,l,5,158070,162657,629
2230,159192,516,159192,159224,l,5,158070,162657,629
2231,159225,517,159225,159257,l,5,158070,162657,629
2232,159258,518,159258,159290,l,5,158070,162657,629
2233,159291,519,159291,159323,l,5,158070,162657,629
2234,159324,520,159324,159356,l,5,158070,162657,629
2235,159357,521,159357,159389,l,5,158070,162657,629
2236,159390,522,159390,159422,l,5,158070,162657,629
2237,159423,523,159423,159455,l,5,158070,162657,629
2238,159456,524,159456,159488,l,5,158070,162657,629
2239,159489,525,159489,159521,l,5,158070,162657,629
2240,159522,526,159522,159554,l,5,158070,162657,629
2241,159555,527,159555,159587,l,5,158070,162657,629
2242,159588,528,159588,159620,l,5,158070,162657,629
2243,159621,529,159621,159653,l,5,158070,162657,629
2244,159654,530,159654,159686,l,5,158070,162657,629
2245,159687,531,159687,159719,l,5,158070,162657,629
2246,159720,532,159720,159752,l,5,158070,162657,629
2247,159753,533,159753,159785,m,5,158070,162657,629
2248,159786,534,159786,159851,m,5,158070,162657,629
2249,159819,534,159786,159851,m,5,158070,162657,629
2250,159852,535,159852,159884,m,5,158070,162657,629
2251,159885,536,159885,159917,m,5,158070,162657,629
2252,159918,537,159918,159950,m,5,158070,162657,629
2253,159951,538,159951,159983,m,5,158070,162657,629
2254,159984,539,159984,160016,m,5,158070,162657,629
2255,160017,540,160017,160049,m,5,158070,162657,629
2256,160050,541,160050,160082,m,5,158070,162657,629
2257,160083,542,160083,160115,m,5,158070,162657,629
2258,160116,543,160116,160148,i,5,158070,162657,629
2259,160149,544,160149,160181,l,5,158070,162657,629
2260,160182,545,160182,160214,l,5,158070,162657,629
2261,160215,546,160215,160247,l,5,158070,162657,629
2262,160248,547,160248,160280,l,5,158070,162657,629
2263,160281,548,160281,160313,l,5,158070,162657,629
2264,160314,549,160314,160346,l,5,158070,162657,629
2265,160347,550,160347,160379,l,5,158070,162657,629
2266,160380,551,160380,160412,l,5,158070,162657,629
2267,160413,552,160413,160445,l,5,158070,162657,629
2268,160446,553,160446,160478,l,5,158070,162657,629
2269,160479,554,160479,160511,l,5,158070,162657,629
2270,160512,555,160512,160544,l,5,158070,162657,629
2271,160545,556,160545,160577,l,5,158070,162657,629
2272,160578,557,160578,160610,l,5,158070,162657,629
2273,160611,558,160611,160643,l,5,158070,162657,629
2274,160644,559,160644,160676,l,5,158070,162657,629
2275,160677,560,160677,160709,l,5,158070,162657,629
2276,160710,561,160710,160742,l,5,158070,162657,629
2277,160743,562,160743,160775,l,5,158070,162657,629
2278,160776,563,160776,160808,l,5,158070,162657,629
2279,160809,564,160809,160841,i,5,158070,162657,629
2280,160842,565,160842,160874,m,5,158070,162657,629
2281,160875,566,160875,160907,m,5,158070,162657,629
2282,160908,567,160908,160940,m,5,158070,162657,629
2283,160941,568,160941,160973,m,5,158070,162657,629
2284,160974,569,160974,161006,m,5,158070,162657,629
2285,161007,570,161007,161039,m,5,158070,162657,629
2286,161040,571,161040,161072,m,5,158070,162657,629
2287,161073,572,161073,161105,l,5,158070,162657,629
2288,161106,573,161106,161138,l,5,158070,162657,629
2289,161139,574,161139,161171,l,5,158070,162657,629
2290,161172,575,161172,161204,l,5,158070,162657,629
2291,161205,576,161205,161237,l,5,158070,162657,629
2292,161238,577,161238,161270,l,5,158070,162657,629
2293,161271,578,161271,161303,l,5,158070,162657,629
2294,161304,579,161304,161336,l,5,158070,162657,629
2295,161337,580,161337,161369,l,5,158070,162657,629
2296,161370,581,161370,161402,l,5,158070,162657,629
2297,161403,582,161403,161435,l,5,158070,162657,629
2298,161436,583,161436,161468,l,5,158070,162657,629
2299,161469,584,161469,161501,l,5,158070,162657,629
2300,161502,585,161502,161534,l,5,158070,162657,629
2301,161535,586,161535,161567,l,5,158070,162657,629
2302,161568,587,161568,161600,l,5,158070,162657,629
2303,161601,588,161601,161633,l,5,158070,162657,629
2304,161634,589,161634,161666,l,5,158070,162657,629
2305,161667,590,161667,161699,l,5,158070,162657,629
2306,161700,591,161700,161732,l,5,158070,162657,629
2307,161733,592,161733,161765,l,5,158070,162657,629
2308,161766,593,161766,161798,l,5,158070,162657,629
2309,161799,594,161799,161831,l,5,158070,162657,629
2310,161832,595,161832,161864,l,5,158070,162657,629
2311,161865,596,161865,161897,l,5,158070,162657,629
2312,161898,597,161898,161930,m,5,158070,162657,629
2313,161931,598,161931,161963,m,5,158070,162657,629
2314,161964,599,161964,161996,m,5,158070,162657,629
2315,161997,600,161997,162029,m,5,158070,162657,629
2316,162030,601,162030,162062,m,5,158070,162657,629
2317,162063,602,162063,162095,m,5,158070,162657,629
2318,162096,603,162096,162128,m,5,158070,162657,629
2319,162129,604,162129,162161,m,5,158070,162657,629
2320,162162,605,162162,162194,l,5,158070,162657,629
2321,162195,606,162195,162227,l,5,158070,162657,629
2322,162228,607,162228,162260,l,5,158070,162657,629
2323,162261,608,162261,162293,l,5,158070,162657,629
2324,162294,609,162294,162326,l,5,158070,162657,629
2325,162327,610,162327,162359,l,5,158070,162657,629
2326,162360,611,162360,162392,l,5,158070,162657,629
2327,162393,612,162393,162425,l,5,158070,162657,629
2328,162426,613,162426,162458,l,5,158070,162657,629
2329,162459,614,162459,162491,l,5,158070,162657,629
2330,162492,615,162492,162524,l,5,158070,162657,629
2331,162525,616,162525,162557,l,5,158070,162657,629
2332,162558,617,162558,162590,l,5,158070,162657,629
2333,162591,618,162591,162623,l,5,158070,162657,629
2334,162624,,,,,5,158070,162657,629
2335,162657,,,,,5,158070,162657,629
2336,162690,,,,,,,,
2337,162723,,,,,,,,
2338,162756,,,,,,,,
2339,162789,,,,,,,,
2340,162822,,,,,,,,
2341,162855,,,,,,,,
2342,162888,,,,,,,,
2343,162921,,,,,,,,
2344,162954,,,,,,,,
2345,162987,,,,,,,,
2346,163020,,,,,,,,
2347,163053,,,,,,,,
2348,163086,,,,,,,,
2349,163119,,,,,,,,
2350,163152,,,,,,,,
2351,163185,,,,,,,,
2352,163218,,,,,,,,
2353,163251,,,,,,,,
2354,163284,,,,,,,,
2355,163317,,,,,,,,
2356,163350,,,,,,,,
2357,163383,,,,,,,,
2358,163416,,,,,,,,
2359,163449,,,,,,,,
2360,163482,,,,,,,,
2361,163515,,,,,,,,
2362,163548,,,,,,,,
2363,163581,,,,,,,,
2364,163614,,,,,,,,
2365,163647,,,,,,,,
2366,163680,,,,,,,,
2367,163713,,,,,,,,
2368,163746,,,,,,,,
2369,163779,,,,,,,,
2370,163812,,,,,,,,
2371,163845,,,,,,,,
2372,163878,,,,,,,,
2373,163911,,,,,,,,
2374,163944,,,,,,,,
2375,163977,,,,,,,,
2376,164010,,,,,,,,
2377,164043,,,,,,,,
2378,164076,,,,,,,,
2379,164109,,,,,,,,
2380,164142,,,,,,,,
2381,164175,,,,,,,,
2382,164208,,,,,,,,
2383,164241,,,,,,,,
2384,164274,,,,,,,,
2385,164307,,,,,,,,
2386,164340,,,,,,,,
2387,164373,,,,,,,,
2388,164406,,,,,,,,
2389,164439,,,,,,,,
2390,164472,,,,,,,,
2391,164505,,,,,,,,
2392,164538,,,,,,,,
2393,164571,,,,,,,,
2394,164604,,,,,,,,
2395,164637,,,,,,,,
2396,164670,,,,,,,,
2397,164703,,,,,,,,
2398,164736,,,,,,,,
2399,164769,,,,,,,,
2400,164802,,,,,,,,
2401,164835,,,,,,,,
2402,164868,,,,,,,,
2403,164901,,,,,,,,
2404,164934,,,,,,,,
2405,164967,,,,,,,,
2406,165000,,,,,,,,
2407,165033,,,,,,,,
2408,165066,,,,,,,,
2409,165099,,,,,,,,
2410,165132,,,,,,,,
2411,165165,,,,,,,,
2412,165198,,,,,,,,
2413,165231,,,,,,,,
2414,165264,,,,,,,,
2415,165297,,,,,,,,
2416,165330,,,,,,,,
2417,165363,,,,,,,,
2418,165396,,,,,,,,
2419,165429,,,,,,,,
2420,165462,,,,,,,,
2421,165495,,,,,,,,
2422,165528,,,,,,,,
2423,165561,,,,,,,,
2424,165594,,,,,,,,
2425,165627,,,,,,,,
2426,165660,,,,,,,,
2427,165693,,,,,,,,
2428,165726,,,,,,,,
2429,165759,,,,,,,,
2430,165792,,,,,,,,
2431,165825,,,,,,,,
2432,165858,,,,,,,,
2433,165891,,,,,,,,
2434,165924,,,,,,,,
2435,165957,,,,,,,,
2436,165990,,,,,,,,
2437,166023,,,,,,,,
2438,166056,,,,,,,,
2439,166089,,,,,,,,
2440,166122,,,,,,,,
2441,166155,,,,,,,,
2442,166188,,,,,,,,
2443,166221,,,,,,,,
2444,166254,,,,,,,,
2445,166287,,,,,,,,
2446,166320,,,,,,,,
2447,166353,,,,,,,,
2448,166386,,,,,,,,
2449,166419,,,,,,,,
2450,166452,,,,,,,,
2451,166485,,,,,,,,
2452,166518,,,,,,,,
2453,166551,,,,,,,,
2454,166584,,,,,,,,
2455,166617,,,,,,,,
2456,166650,,,,,,,,
2457,166683,,,,,,,,
2458,166716,,,,,,,,
2459,166749,,,,,,,,
2460,166782,,,,,,,,
2461,166815,,,,,,,,
2462,166848,,,,,,,,
2463,166881,,,,,,,,
2464,166914,,,,,,,,
2465,166947,,,,,,,,
2466,166980,,,,,,,,
2467,167013,,,,,,,,
2468,167046,,,,,,,,
2469,167079,,,,,,,,
2470,167112,,,,,,,,
2471,167145,,,,,,,,
2472,167178,,,,,,,,
2473,167211,,,,,,,,
2474,167244,,,,,,,,
2475,167277,,,,,,,,
2476,167310,,,,,,,,
2477,167343,,,,,,,,
2478,167376,,,,,,,,
2479,167409,,,,,,,,
2480,167442,,,,,,,,
2481,167475,,,,,,,,
2482,167508,,,,,,,,
2483,167541,,,,,,,,
2484,167574,,,,,,,,
2485,167607,,,,,,,,
2486,167640,,,,,,,,
2487,167673,,,,,,,,
2488,167706,,,,,,,,
2489,167739,,,,,,,,
2490,167772,,,,,,,,
2491,167805,,,,,,,,
2492,167838,,,,,,,,
2493,167871,,,,,,,,
2494,167904,,,,,,,,
2495,167937,,,,,,,,
2496,167970,,,,,,,,
2497,168003,,,,,,,,
2498,168036,,,,,,,,
2499,168069,,,,,,,,
2500,168102,,,,,,,,
2501,168135,,,,,,,,
2502,168168,,,,,,,,
2503,168201,,,,,,,,
2504,168234,,,,,,,,
2505,168267,,,,,,,,
2506,168300,,,,,,,,
2507,168333,,,,,,,,
2508,168366,,,,,,,,
2509,168399,,,,,,,,
2510,168432,,,,,,,,
2511,168465,,,,,,,,
2512,168498,,,,,,,,
2513,168531,,,,,,,,
2514,168564,,,,,,,,
2515,168597,,,,,,,,
2516,168630,,,,,,,,
2517,168663,,,,,,,,
2518,168696,,,,,,,,
2519,168729,,,,,,,,
2520,168762,,,,,,,,
2521,168795,,,,,,,,
2522,168828,,,,,,,,
2523,168861,,,,,,,,
2524,168894,,,,,,,,
2525,168927,,,,,,,,
2526,168960,,,,,,,,
2527,168993,,,,,,,,
2528,169026,,,,,,,,
2529,169059,,,,,,,,
2530,169092,,,,,,,,
2531,169125,,,,,,,,
2532,169158,,,,,,,,
2533,169191,,,,,,,,
2534,169224,,,,,,,,
2535,169257,,,,,,,,
2536,169290,,,,,,,,
2537,169323,,,,,,,,
2538,169356,,,,,,,,
2539,169389,,,,,,,,
2540,169422,,,,,,,,
2541,169455,,,,,,,,
2542,169488,,,,,,,,
2543,169521,,,,,,,,
2544,169554,,,,,,,,
2545,169587,,,,,,,,
2546,169620,,,,,,,,
2547,169653,,,,,,,,
2548,169686,,,,,,,,
2549,169719,,,,,,,,
2550,169752,,,,,,,,
2551,169785,,,,,,,,
2552,169818,,,,,,,,
2553,169851,,,,,,,,
2554,169884,,,,,,,,
2555,169917,,,,,,,,
2556,169950,,,,,,,,
2557,169983,,,,,,,,
2558,170016,,,,,,,,
2559,170049,,,,,,,,
2560,170082,,,,,,,,
2561,170115,,,,,,,,
2562,170148,,,,,,,,
2563,170181,,,,,,,,
2564,170214,,,,,,,,
2565,170247,,,,,,,,
2566,170280,,,,,,,,
2567,170313,,,,,,,,
2568,170346,,,,,,,,
2569,170379,,,,,,,,
2570,170412,,,,,,,,
2571,170445,,,,,,,,
2572,170478,,,,,,,,
2573,170511,,,,,,,,
2574,170544,,,,,,,,
2575,170577,,,,,,,,
2576,170610,,,,,,,,
2577,170643,,,,,,,,
2578,170676,,,,,,,,
2579,170709,,,,,,,,
2580,170742,,,,,,,,
2581,170775,,,,,,,,
2582,170808,,,,,,,,
2583,170841,,,,,,,,
2584,170874,,,,,,,,
2585,170907,,,,,,,,
2586,170940,,,,,,,,
2587,170973,,,,,,,,
2588,171006,,,,,,,,
2589,171039,,,,,,,,
2590,171072,,,,,,,,
2591,171105,,,,,,,,
2592,171138,,,,,,,,
2593,171171,,,,,,,,
2594,171204,,,,,,,,
2595,171237,,,,,,,,
2596,171270,,,,,,,,
2597,171303,,,,,,,,
2598,171336,,,,,,,,
2599,171369,,,,,,,,
2600,171402,,,,,,,,
2601,171435,,,,,,,,
2602,171468,,,,,,,,
2603,171501,,,,,,,,
2604,171534,,,,,,,,
2605,171567,,,,,,,,
2606,171600,,,,,,,,
2607,171633,,,,,,,,
2608,171666,,,,,,,,
2609,171699,,,,,,,,
2610,171732,,,,,,,,
2611,171765,,,,,,,,
2612,171798,,,,,,,,
2613,171831,,,,,,,,
2614,171864,,,,,,,,
2615,171897,,,,,,,,
2616,171930,,,,,,,,
2617,171963,,,,,,,,
2618,171996,,,,,,,,
2619,172029,,,,,,,,
2620,172062,,,,,,,,
2621,172095,,,,,,,,
2622,172128,,,,,,,,
2623,172161,,,,,,,,
2624,172194,,,,,,,,
