frameNumber,time,gazeOrdinal,gazeOnsetTime,gazeOffsetTime,POI_lable,trialNumber,trialOnset,trialOffset,targetNumber
12416,509995,2804,509966,510033,r,23,508266,512788,24
12417,510028,2804,509966,510033,r,23,508266,512788,24
12418,510061,2805,510034,510067,r,23,508266,512788,24
12419,510094,2806,510068,510101,r,23,508266,512788,24
12420,510127,2807,510102,510135,r,23,508266,512788,24
12421,510160,2808,510136,510169,r,23,508266,512788,24
12422,510193,2809,510170,510203,r,23,508266,512788,24
12423,510226,2810,510204,510237,r,23,508266,512788,24
12424,510259,2811,510238,510271,r,23,508266,512788,24
12425,510292,2812,510272,510305,r,23,508266,512788,24
12426,510325,2813,510306,510339,r,23,508266,512788,24
12427,510358,2814,510340,510373,r,23,508266,512788,24
12428,510391,2815,510374,510407,r,23,508266,512788,24
12429,510424,2816,510408,510441,r,23,508266,512788,24
12430,510457,2817,510442,510475,r,23,508266,512788,24
12431,510490,2818,510476,510509,r,23,508266,512788,24
12432,510523,2819,510510,510543,r,23,508266,512788,24
12433,510556,2820,510544,510577,r,23,508266,512788,24
12434,510589,2821,510578,510611,r,23,508266,512788,24
12435,510622,2822,510612,510645,r,23,508266,512788,24
12436,510655,2823,510646,510679,r,23,508266,512788,24
12437,510688,2824,510680,510713,r,23,508266,512788,24
12438,510721,2825,510714,510747,r,23,508266,512788,24
12439,510754,2826,510748,510781,r,23,508266,512788,24
12440,510787,2827,510782,510815,r,23,508266,512788,24
12441,510820,2828,510816,510849,r,23,508266,512788,24
12442,510853,2829,510850,510883,r,23,508266,512788,24
12443,510886,2830,510884,510917,r,23,508266,512788,24
12444,510919,2831,510918,510951,r,23,508266,512788,24
12445,510952,2832,510952,510985,r,23,508266,512788,24
12446,510985,2832,510952,510985,r,23,508266,512788,24
12447,511018,2833,510986,511019,r,23,508266,512788,24
12448,511051,2834,511020,511053,r,23,508266,512788,24
12449,511084,2835,511054,511087,r,23,508266,512788,24
12450,511117,2836,511088,511121,r,23,508266,512788,24
12451,511150,2837,511122,511155,r,23,508266,512788,24
12452,511183,2838,511156,511189,r,23,508266,512788,24
12453,511216,2839,511190,511223,r,23,508266,512788,24
12454,511249,2840,511224,511257,r,23,508266,512788,24
12455,511282,2841,511258,511291,r,23,508266,512788,24
12456,511315,2842,511292,511325,r,23,508266,512788,24
12457,511348,2843,511326,511359,r,23,508266,512788,24
12458,511381,2844,511360,511393,r,23,508266,512788,24
12459,511414,2845,511394,511427,r,23,508266,512788,24
12460,511447,2846,511428,511461,r,23,508266,512788,24
12461,511480,2847,511462,511495,r,23,508266,512788,24
12462,511513,2848,511496,511529,r,23,508266,512788,24
12463,511546,2849,511530,511563,r,23,508266,512788,24
12464,511579,2850,511564,511597,r,23,508266,512788,24
12465,511612,2851,511598,511631,r,23,508266,512788,24
12466,511645,2852,511632,511665,r,23,508266,512788,24
12467,511678,2853,511666,511699,r,23,508266,512788,24
12468,511711,2854,511700,511733,r,23,508266,512788,24
12469,511744,2855,511734,511767,l,23,508266,512788,24
12470,511777,2856,511768,511801,l,23,508266,512788,24
12471,511810,2857,511802,511835,l,23,508266,512788,24
12472,511843,2858,511836,511869,l,23,508266,512788,24
12473,511876,2859,511870,511903,l,23,508266,512788,24
12474,511909,2860,511904,511937,l,23,508266,512788,24
12475,511942,2861,511938,511971,l,23,508266,512788,24
12476,511975,2862,511972,512005,l,23,508266,512788,24
12477,512008,2863,512006,512039,l,23,508266,512788,24
12478,512041,2864,512040,512073,l,23,508266,512788,24
12479,512074,2865,512074,512107,l,23,508266,512788,24
12480,512107,2865,512074,512107,l,23,508266,512788,24
12481,512140,2866,512108,512141,l,23,508266,512788,24
12482,512173,2867,512142,512175,l,23,508266,512788,24
12483,512206,2868,512176,512209,l,23,508266,512788,24
12484,512239,2869,512210,512243,l,23,508266,512788,24
12485,512272,2870,512244,512277,l,23,508266,512788,24
12486,512305,2871,512278,512311,l,23,508266,512788,24
12487,512338,2872,512312,512345,l,23,508266,512788,24
12488,512371,2873,512346,512379,l,23,508266,512788,24
12489,512404,2874,512380,512413,l,23,508266,512788,24
12490,512437,2875,512414,512447,l,23,508266,512788,24
12491,512470,2876,512448,512481,l,23,508266,512788,24
12492,512503,2877,512482,512515,l,23,508266,512788,24
12493,512536,2878,512516,512549,l,23,508266,512788,24
12494,512569,2879,512550,512583,i,23,508266,512788,24
12495,512602,2880,512584,512617,i,23,508266,512788,24
12496,512635,2881,512618,512651,i,23,508266,512788,24
12497,512668,2882,512652,512685,l,23,508266,512788,24
12498,512701,2883,512686,512719,l,23,508266,512788,24
12499,512734,2884,512720,512753,l,23,508266,512788,24
12500,512767,2885,512754,512787,l,23,508266,512788,24
12987,528838,2886,528836,528869,r,24,525844,530400,93
12988,528871,2887,528870,528903,r,24,525844,530400,93
12989,528904,2888,528904,528937,r,24,525844,530400,93
12990,528937,2888,528904,528937,r,24,525844,530400,93
12991,528970,2889,528938,528971,r,24,525844,530400,93
12992,529003,2890,528972,529005,r,24,525844,530400,93
12993,529036,2891,529006,529039,r,24,525844,530400,93
12994,529069,2892,529040,529073,r,24,525844,530400,93
12995,529102,2893,529074,529107,r,24,525844,530400,93
12996,529135,2894,529108,529141,r,24,525844,530400,93
12997,529168,2895,529142,529175,r,24,525844,530400,93
12998,529201,2896,529176,529209,r,24,525844,530400,93
12999,529234,2897,529210,529243,r,24,525844,530400,93
13000,529267,2898,529244,529277,r,24,525844,530400,93
13001,529300,2899,529278,529311,r,24,525844,530400,93
13002,529333,2900,529312,529345,r,24,525844,530400,93
13003,529366,2901,529346,529379,r,24,525844,530400,93
13004,529399,2902,529380,529413,n,24,525844,530400,93
13005,529432,2903,529414,529447,n,24,525844,530400,93
13006,529465,2904,529448,529481,n,24,525844,530400,93
13007,529498,2905,529482,529515,n,24,525844,530400,93
13008,529531,2906,529516,529549,n,24,525844,530400,93
13009,529564,2907,529550,529583,n,24,525844,530400,93
13010,529597,2908,529584,529617,n,24,525844,530400,93
13011,529630,2909,529618,529651,n,24,525844,530400,93
13012,529663,2910,529652,529685,n,24,525844,530400,93
13013,529696,2911,529686,529719,n,24,525844,530400,93
13014,529729,2912,529720,529753,n,24,525844,530400,93
13015,529762,2913,529754,529787,n,24,525844,530400,93
13016,529795,2914,529788,529821,n,24,525844,530400,93
13017,529828,2915,529822,529855,n,24,525844,530400,93
13018,529861,2916,529856,529889,n,24,525844,530400,93
13019,529894,2917,529890,529923,n,24,525844,530400,93
13020,529927,2918,529924,529957,n,24,525844,530400,93
13021,529960,2919,529958,529991,n,24,525844,530400,93
13022,529993,2920,529992,530025,n,24,525844,530400,93
13023,530026,2921,530026,530059,n,24,525844,530400,93
13024,530059,2921,530026,530059,n,24,525844,530400,93
13025,530092,2922,530060,530093,n,24,525844,530400,93
13026,530125,2923,530094,530127,n,24,525844,530400,93
13027,530158,2924,530128,530161,n,24,525844,530400,93
13028,530191,2925,530162,530195,n,24,525844,530400,93
13029,530224,2926,530196,530229,n,24,525844,530400,93
13030,530257,2927,530230,530263,n,24,525844,530400,93
13031,530290,2928,530264,530297,n,24,525844,530400,93
13032,530323,2929,530298,530331,n,24,525844,530400,93
13033,530356,2930,530332,530365,n,24,525844,530400,93
13034,530389,2931,530366,530399,n,24,525844,530400,93
