frameNumber,time,gazeOrdinal,pointGazeOnsetTime,pointGazeOffsetTime,AOI_lable,trialNumber,trialOnset,trialOffset,targetNumber,word,pointGazeDuration
8,85866,1,85866,85898,left,1,85635,90222,93,NA,32
9,85899,2,85899,85931,left,1,85635,90222,93,NA,32
10,85932,3,85932,85964,left,1,85635,90222,93,NA,32
11,85965,4,85965,85997,left,1,85635,90222,93,NA,32
12,85998,5,85998,86030,left,1,85635,90222,93,NA,32
13,86031,6,86031,86063,left,1,85635,90222,93,NA,32
14,86064,7,86064,86096,left,1,85635,90222,93,NA,32
15,86097,8,86097,86129,left,1,85635,90222,93,NA,32
16,86130,9,86130,86162,left,1,85635,90222,93,NA,32
17,86163,10,86163,86195,left,1,85635,90222,93,NA,32
18,86196,11,86196,86228,left,1,85635,90222,93,NA,32
19,86229,12,86229,86261,left,1,85635,90222,93,NA,32
20,86262,13,86262,86294,left,1,85635,90222,93,NA,32
21,86295,14,86295,86327,left,1,85635,90222,93,NA,32
22,86328,15,86328,86360,left,1,85635,90222,93,NA,32
23,86361,16,86361,86393,left,1,85635,90222,93,NA,32
24,86394,17,86394,86426,left,1,85635,90222,93,NA,32
25,86427,18,86427,86459,left,1,85635,90222,93,NA,32
26,86460,19,86460,86492,left,1,85635,90222,93,NA,32
27,86493,20,86493,86525,left,1,85635,90222,93,NA,32
28,86526,21,86526,86558,left,1,85635,90222,93,NA,32
29,86559,22,86559,86591,left,1,85635,90222,93,NA,32
30,86592,23,86592,86624,left,1,85635,90222,93,NA,32
31,86625,24,86625,86657,left,1,85635,90222,93,NA,32
32,86658,25,86658,86690,left,1,85635,90222,93,NA,32
33,86691,26,86691,86723,left,1,85635,90222,93,NA,32
34,86724,27,86724,86756,left,1,85635,90222,93,NA,32
35,86757,28,86757,86789,left,1,85635,90222,93,NA,32
36,86790,29,86790,86822,left,1,85635,90222,93,NA,32
37,86823,30,86823,86855,left,1,85635,90222,93,NA,32
38,86856,31,86856,86888,left,1,85635,90222,93,NA,32
39,86889,32,86889,86921,left,1,85635,90222,93,NA,32
40,86922,33,86922,86954,left,1,85635,90222,93,NA,32
41,86955,34,86955,86987,left,1,85635,90222,93,NA,32
42,86988,35,86988,87020,left,1,85635,90222,93,Look,32
43,87021,36,87021,87053,left,1,85635,90222,93,Look,32
44,87054,37,87054,87086,left,1,85635,90222,93,Look,32
45,87087,38,87087,87119,left,1,85635,90222,93,Look,32
46,87120,39,87120,87152,left,1,85635,90222,93,Look,32
47,87153,40,87153,87185,left,1,85635,90222,93,Look,32
48,87186,41,87186,87218,left,1,85635,90222,93,Look,32
49,87219,42,87219,87251,left,1,85635,90222,93,Look,32
50,87252,43,87252,87284,left,1,85635,90222,93,Look,32
51,87285,44,87285,87317,left,1,85635,90222,93,Look,32
52,87318,45,87318,87350,notLooking,1,85635,90222,93,Look,32
53,87351,46,87351,87383,notLooking,1,85635,90222,93,Look,32
54,87384,47,87384,87416,notLooking,1,85635,90222,93,Look,32
55,87417,48,87417,87449,notLooking,1,85635,90222,93,Look,32
56,87450,49,87450,87482,notLooking,1,85635,90222,93,Look,32
57,87483,50,87483,87515,notLooking,1,85635,90222,93,NA,32
58,87516,51,87516,87548,left,1,85635,90222,93,NA,32
59,87549,52,87549,87581,left,1,85635,90222,93,NA,32
60,87582,53,87582,87614,left,1,85635,90222,93,NA,32
61,87615,54,87615,87647,left,1,85635,90222,93,NA,32
62,87648,55,87648,87680,left,1,85635,90222,93,NA,32
63,87681,56,87681,87713,left,1,85635,90222,93,NA,32
64,87714,57,87714,87746,left,1,85635,90222,93,NA,32
65,87747,58,87747,87779,left,1,85635,90222,93,NA,32
66,87780,59,87780,87812,left,1,85635,90222,93,NA,32
67,87813,60,87813,87845,left,1,85635,90222,93,here,32
68,87846,61,87846,87878,left,1,85635,90222,93,here,32
69,87879,62,87879,87911,left,1,85635,90222,93,here,32
70,87912,63,87912,87944,left,1,85635,90222,93,here,32
71,87945,64,87945,87977,left,1,85635,90222,93,here,32
72,87978,65,87978,88010,left,1,85635,90222,93,here,32
73,88011,66,88011,88043,left,1,85635,90222,93,here,32
74,88044,67,88044,88076,left,1,85635,90222,93,here,32
75,88077,68,88077,88109,left,1,85635,90222,93,is,32
76,88110,69,88110,88142,left,1,85635,90222,93,is,32
77,88143,70,88143,88175,left,1,85635,90222,93,a,32
78,88176,71,88176,88208,left,1,85635,90222,93,a,32
79,88209,72,88209,88241,left,1,85635,90222,93,a,32
80,88242,73,88242,88274,left,1,85635,90222,93,NA,32
81,88275,74,88275,88307,left,1,85635,90222,93,NA,32
82,88308,75,88308,88340,left,1,85635,90222,93,number,32
83,88341,76,88341,88373,left,1,85635,90222,93,number,32
84,88374,77,88374,88406,left,1,85635,90222,93,number,32
85,88407,78,88407,88439,left,1,85635,90222,93,number,32
86,88440,79,88440,88472,left,1,85635,90222,93,number,32
87,88473,80,88473,88505,left,1,85635,90222,93,number,32
88,88506,81,88506,88538,left,1,85635,90222,93,number,32
89,88539,82,88539,88571,left,1,85635,90222,93,number,32
90,88572,83,88572,88604,left,1,85635,90222,93,number,32
91,88605,84,88605,88637,left,1,85635,90222,93,number,32
92,88638,85,88638,88670,left,1,85635,90222,93,number,32
93,88671,86,88671,88703,left,1,85635,90222,93,number,32
94,88704,87,88704,88736,left,1,85635,90222,93,number,32
95,88737,88,88737,88769,left,1,85635,90222,93,number,32
96,88770,89,88770,88802,left,1,85635,90222,93,NA,32
97,88803,90,88803,88835,left,1,85635,90222,93,NA,32
98,88836,91,88836,88868,left,1,85635,90222,93,NA,32
99,88869,92,88869,88901,left,1,85635,90222,93,NA,32
100,88902,93,88902,88934,left,1,85635,90222,93,NA,32
101,88935,94,88935,88967,left,1,85635,90222,93,NA,32
102,88968,95,88968,89000,left,1,85635,90222,93,NA,32
103,89001,96,89001,89033,left,1,85635,90222,93,NA,32
104,89034,97,89034,89066,left,1,85635,90222,93,NA,32
105,89067,98,89067,89099,left,1,85635,90222,93,NA,32
106,89100,99,89100,89132,left,1,85635,90222,93,NA,32
107,89133,100,89133,89165,left,1,85635,90222,93,NA,32
108,89166,101,89166,89198,left,1,85635,90222,93,NA,32
109,89199,102,89199,89231,left,1,85635,90222,93,NA,32
110,89232,103,89232,89264,left,1,85635,90222,93,NA,32
111,89265,104,89265,89297,left,1,85635,90222,93,NA,32
112,89298,105,89298,89330,left,1,85635,90222,93,NA,32
113,89331,106,89331,89363,left,1,85635,90222,93,NA,32
114,89364,107,89364,89396,left,1,85635,90222,93,NA,32
115,89397,108,89397,89429,left,1,85635,90222,93,NA,32
116,89430,109,89430,89462,left,1,85635,90222,93,NA,32
117,89463,110,89463,89495,left,1,85635,90222,93,NA,32
118,89496,111,89496,89528,left,1,85635,90222,93,NA,32
119,89529,112,89529,89561,left,1,85635,90222,93,NA,32
120,89562,113,89562,89594,left,1,85635,90222,93,NA,32
121,89595,114,89595,89627,left,1,85635,90222,93,NA,32
122,89628,115,89628,89660,left,1,85635,90222,93,NA,32
123,89661,116,89661,89693,left,1,85635,90222,93,NA,32
124,89694,117,89694,89726,left,1,85635,90222,93,NA,32
125,89727,118,89727,89759,left,1,85635,90222,93,NA,32
126,89760,119,89760,89792,left,1,85635,90222,93,NA,32
127,89793,120,89793,89825,left,1,85635,90222,93,NA,32
128,89826,121,89826,89858,right,1,85635,90222,93,NA,32
129,89859,122,89859,89891,right,1,85635,90222,93,NA,32
130,89892,123,89892,89924,right,1,85635,90222,93,NA,32
131,89925,124,89925,89957,right,1,85635,90222,93,NA,32
132,89958,125,89958,89990,right,1,85635,90222,93,NA,32
133,89991,126,89991,90023,right,1,85635,90222,93,NA,32
134,90024,127,90024,90056,right,1,85635,90222,93,NA,32
135,90057,128,90057,90089,right,1,85635,90222,93,NA,32
136,90090,129,90090,90122,right,1,85635,90222,93,NA,32
137,90123,130,90123,90155,right,1,85635,90222,93,NA,32
138,90156,131,90156,90188,right,1,85635,90222,93,NA,32
605,105567,132,105567,105599,right,2,104181,108702,84,Look,32
606,105600,133,105600,105632,left,2,104181,108702,84,Look,32
607,105633,134,105633,105665,left,2,104181,108702,84,Look,32
608,105666,135,105666,105698,left,2,104181,108702,84,Look,32
609,105699,136,105699,105731,left,2,104181,108702,84,Look,32
610,105732,137,105732,105764,left,2,104181,108702,84,Look,32
611,105765,138,105765,105797,left,2,104181,108702,84,at,32
612,105798,139,105798,105830,left,2,104181,108702,84,at,32
613,105831,140,105831,105863,left,2,104181,108702,84,at,32
614,105864,141,105864,105896,left,2,104181,108702,84,NA,32
615,105897,142,105897,105929,left,2,104181,108702,84,NA,32
616,105930,143,105930,105962,left,2,104181,108702,84,this,32
617,105963,144,105963,105995,left,2,104181,108702,84,this,32
618,105996,145,105996,106028,left,2,104181,108702,84,this,32
619,106029,146,106029,106061,left,2,104181,108702,84,new,32
620,106062,147,106062,106094,left,2,104181,108702,84,new,32
621,106095,148,106095,106127,left,2,104181,108702,84,new,32
622,106128,149,106128,106160,left,2,104181,108702,84,new,32
623,106161,150,106161,106193,left,2,104181,108702,84,new,32
624,106194,151,106194,106226,left,2,104181,108702,84,NA,32
625,106227,152,106227,106259,left,2,104181,108702,84,NA,32
626,106260,153,106260,106292,left,2,104181,108702,84,number,32
627,106293,154,106293,106325,left,2,104181,108702,84,number,32
628,106326,155,106326,106358,left,2,104181,108702,84,number,32
629,106359,156,106359,106391,left,2,104181,108702,84,number,32
630,106392,157,106392,106424,left,2,104181,108702,84,number,32
631,106425,158,106425,106457,left,2,104181,108702,84,number,32
632,106458,159,106458,106490,left,2,104181,108702,84,number,32
633,106491,160,106491,106523,left,2,104181,108702,84,number,32
634,106524,161,106524,106556,left,2,104181,108702,84,number,32
635,106557,162,106557,106589,left,2,104181,108702,84,number,32
636,106590,163,106590,106622,left,2,104181,108702,84,number,32
637,106623,164,106623,106655,left,2,104181,108702,84,number,32
638,106656,165,106656,106688,left,2,104181,108702,84,number,32
639,106689,166,106689,106721,left,2,104181,108702,84,number,32
640,106722,167,106722,106754,left,2,104181,108702,84,number,32
641,106755,168,106755,106787,left,2,104181,108702,84,number,32
642,106788,169,106788,106820,left,2,104181,108702,84,number,32
643,106821,170,106821,106853,left,2,104181,108702,84,number,32
644,106854,171,106854,106886,left,2,104181,108702,84,number,32
645,106887,172,106887,106919,left,2,104181,108702,84,number,32
646,106920,173,106920,106952,left,2,104181,108702,84,NA,32
647,106953,174,106953,106985,left,2,104181,108702,84,NA,32
648,106986,175,106986,107018,left,2,104181,108702,84,NA,32
649,107019,176,107019,107051,left,2,104181,108702,84,NA,32
650,107052,177,107052,107084,left,2,104181,108702,84,NA,32
651,107085,178,107085,107117,left,2,104181,108702,84,NA,32
652,107118,179,107118,107150,left,2,104181,108702,84,NA,32
653,107151,180,107151,107183,left,2,104181,108702,84,NA,32
654,107184,181,107184,107216,left,2,104181,108702,84,NA,32
655,107217,182,107217,107249,left,2,104181,108702,84,NA,32
656,107250,183,107250,107282,left,2,104181,108702,84,NA,32
657,107283,184,107283,107315,left,2,104181,108702,84,NA,32
658,107316,185,107316,107348,left,2,104181,108702,84,NA,32
659,107349,186,107349,107381,left,2,104181,108702,84,NA,32
660,107382,187,107382,107414,left,2,104181,108702,84,NA,32
661,107415,188,107415,107447,left,2,104181,108702,84,NA,32
662,107448,189,107448,107480,left,2,104181,108702,84,NA,32
663,107481,190,107481,107513,left,2,104181,108702,84,NA,32
664,107514,191,107514,107546,left,2,104181,108702,84,NA,32
665,107547,192,107547,107579,left,2,104181,108702,84,NA,32
666,107580,193,107580,107612,left,2,104181,108702,84,NA,32
667,107613,194,107613,107645,left,2,104181,108702,84,NA,32
668,107646,195,107646,107678,left,2,104181,108702,84,NA,32
669,107679,196,107679,107711,left,2,104181,108702,84,NA,32
670,107712,197,107712,107744,left,2,104181,108702,84,NA,32
671,107745,198,107745,107777,left,2,104181,108702,84,NA,32
672,107778,199,107778,107810,left,2,104181,108702,84,NA,32
673,107811,200,107811,107843,left,2,104181,108702,84,NA,32
674,107844,201,107844,107876,left,2,104181,108702,84,NA,32
675,107877,202,107877,107909,left,2,104181,108702,84,NA,32
676,107910,203,107910,107942,left,2,104181,108702,84,NA,32
677,107943,204,107943,107975,left,2,104181,108702,84,NA,32
678,107976,205,107976,108008,left,2,104181,108702,84,NA,32
679,108009,206,108009,108041,left,2,104181,108702,84,NA,32
680,108042,207,108042,108074,left,2,104181,108702,84,NA,32
681,108075,208,108075,108107,left,2,104181,108702,84,NA,32
682,108108,209,108108,108140,left,2,104181,108702,84,NA,32
683,108141,210,108141,108173,left,2,104181,108702,84,NA,32
684,108174,211,108174,108206,left,2,104181,108702,84,NA,32
685,108207,212,108207,108239,left,2,104181,108702,84,NA,32
686,108240,213,108240,108272,left,2,104181,108702,84,NA,32
687,108273,214,108273,108305,left,2,104181,108702,84,NA,32
688,108306,215,108306,108338,left,2,104181,108702,84,NA,32
689,108339,216,108339,108371,left,2,104181,108702,84,NA,32
690,108372,217,108372,108404,left,2,104181,108702,84,NA,32
691,108405,218,108405,108437,left,2,104181,108702,84,NA,32
692,108438,219,108438,108470,left,2,104181,108702,84,NA,32
693,108471,220,108471,108503,left,2,104181,108702,84,NA,32
694,108504,221,108504,108536,left,2,104181,108702,84,NA,32
695,108537,222,108537,108569,left,2,104181,108702,84,NA,32
696,108570,223,108570,108602,left,2,104181,108702,84,NA,32
697,108603,224,108603,108635,left,2,104181,108702,84,NA,32
698,108636,225,108636,108668,left,2,104181,108702,84,NA,32
1098,121836,226,121836,121868,left,3,121638,126159,745,NA,32
1099,121869,227,121869,121901,middle,3,121638,126159,745,NA,32
1100,121902,228,121902,121934,middle,3,121638,126159,745,NA,32
1101,121935,229,121935,121967,middle,3,121638,126159,745,NA,32
1102,121968,230,121968,122000,middle,3,121638,126159,745,NA,32
1103,122001,231,122001,122033,middle,3,121638,126159,745,NA,32
1104,122034,232,122034,122066,inBetween,3,121638,126159,745,NA,32
1105,122067,233,122067,122099,inBetween,3,121638,126159,745,NA,32
1106,122100,234,122100,122132,inBetween,3,121638,126159,745,NA,32
1107,122133,235,122133,122165,inBetween,3,121638,126159,745,NA,32
1108,122166,236,122166,122198,left,3,121638,126159,745,NA,32
1109,122199,237,122199,122231,left,3,121638,126159,745,NA,32
1110,122232,238,122232,122264,left,3,121638,126159,745,NA,32
1111,122265,239,122265,122297,left,3,121638,126159,745,NA,32
1112,122298,240,122298,122330,left,3,121638,126159,745,NA,32
1113,122331,241,122331,122363,left,3,121638,126159,745,NA,32
1114,122364,242,122364,122396,left,3,121638,126159,745,NA,32
1115,122397,243,122397,122429,left,3,121638,126159,745,NA,32
1116,122430,244,122430,122462,left,3,121638,126159,745,NA,32
1117,122463,245,122463,122495,left,3,121638,126159,745,NA,32
1118,122496,246,122496,122528,left,3,121638,126159,745,NA,32
1119,122529,247,122529,122561,left,3,121638,126159,745,NA,32
1120,122562,248,122562,122594,left,3,121638,126159,745,NA,32
1121,122595,249,122595,122627,left,3,121638,126159,745,NA,32
1122,122628,250,122628,122660,left,3,121638,126159,745,NA,32
1123,122661,251,122661,122693,left,3,121638,126159,745,NA,32
1124,122694,252,122694,122726,left,3,121638,126159,745,NA,32
1125,122727,253,122727,122759,left,3,121638,126159,745,NA,32
1126,122760,254,122760,122792,left,3,121638,126159,745,NA,32
1127,122793,255,122793,122825,left,3,121638,126159,745,NA,32
1128,122826,256,122826,122858,left,3,121638,126159,745,NA,32
1129,122859,257,122859,122891,left,3,121638,126159,745,NA,32
1130,122892,258,122892,122924,notLooking,3,121638,126159,745,NA,32
1131,122925,259,122925,122957,notLooking,3,121638,126159,745,NA,32
1132,122958,260,122958,122990,notLooking,3,121638,126159,745,Look,32
1133,122991,261,122991,123023,notLooking,3,121638,126159,745,Look,32
1134,123024,262,123024,123056,notLooking,3,121638,126159,745,Look,32
1135,123057,263,123057,123089,notLooking,3,121638,126159,745,Look,32
1136,123090,264,123090,123122,notLooking,3,121638,126159,745,Look,32
1137,123123,265,123123,123155,notLooking,3,121638,126159,745,Look,32
1138,123156,266,123156,123188,notLooking,3,121638,126159,745,Look,32
1139,123189,267,123189,123221,notLooking,3,121638,126159,745,Look,32
1140,123222,268,123222,123254,notLooking,3,121638,126159,745,Look,32
1141,123255,269,123255,123287,notLooking,3,121638,126159,745,Look,32
1142,123288,270,123288,123320,notLooking,3,121638,126159,745,Look,32
1143,123321,271,123321,123353,notLooking,3,121638,126159,745,Look,32
1144,123354,272,123354,123386,notLooking,3,121638,126159,745,Look,32
1145,123387,273,123387,123419,notLooking,3,121638,126159,745,Look,32
1146,123420,274,123420,123452,notLooking,3,121638,126159,745,Look,32
1147,123453,275,123453,123485,notLooking,3,121638,126159,745,NA,32
1148,123486,276,123486,123518,notLooking,3,121638,126159,745,NA,32
1149,123519,277,123519,123551,notLooking,3,121638,126159,745,NA,32
1150,123552,278,123552,123584,notLooking,3,121638,126159,745,NA,32
1151,123585,279,123585,123617,notLooking,3,121638,126159,745,NA,32
1152,123618,280,123618,123650,notLooking,3,121638,126159,745,NA,32
1153,123651,281,123651,123683,notLooking,3,121638,126159,745,NA,32
1154,123684,282,123684,123716,notLooking,3,121638,126159,745,NA,32
1155,123717,283,123717,123749,notLooking,3,121638,126159,745,NA,32
1156,123750,284,123750,123782,notLooking,3,121638,126159,745,NA,32
1157,123783,285,123783,123815,notLooking,3,121638,126159,745,here,32
1158,123816,286,123816,123848,notLooking,3,121638,126159,745,here,32
1159,123849,287,123849,123881,notLooking,3,121638,126159,745,here,32
1160,123882,288,123882,123914,notLooking,3,121638,126159,745,here,32
1161,123915,289,123915,123947,left,3,121638,126159,745,here,32
1162,123948,290,123948,123980,left,3,121638,126159,745,here,32
1163,123981,291,123981,124013,left,3,121638,126159,745,here,32
1164,124014,292,124014,124046,left,3,121638,126159,745,here,32
1165,124047,293,124047,124079,left,3,121638,126159,745,is,32
1166,124080,294,124080,124112,left,3,121638,126159,745,is,32
1167,124113,295,124113,124145,left,3,121638,126159,745,a,32
1168,124146,296,124146,124178,left,3,121638,126159,745,a,32
1169,124179,297,124179,124211,left,3,121638,126159,745,a,32
1170,124212,298,124212,124244,left,3,121638,126159,745,NA,32
1171,124245,299,124245,124277,left,3,121638,126159,745,NA,32
1172,124278,300,124278,124310,left,3,121638,126159,745,number,32
1173,124311,301,124311,124343,left,3,121638,126159,745,number,32
1174,124344,302,124344,124376,left,3,121638,126159,745,number,32
1175,124377,303,124377,124409,left,3,121638,126159,745,number,32
1176,124410,304,124410,124442,left,3,121638,126159,745,number,32
1177,124443,305,124443,124475,left,3,121638,126159,745,number,32
1178,124476,306,124476,124508,left,3,121638,126159,745,number,32
1179,124509,307,124509,124541,left,3,121638,126159,745,number,32
1180,124542,308,124542,124574,left,3,121638,126159,745,number,32
1181,124575,309,124575,124607,left,3,121638,126159,745,number,32
1182,124608,310,124608,124640,left,3,121638,126159,745,number,32
1183,124641,311,124641,124673,left,3,121638,126159,745,number,32
1184,124674,312,124674,124706,left,3,121638,126159,745,number,32
1185,124707,313,124707,124739,left,3,121638,126159,745,number,32
1186,124740,314,124740,124772,left,3,121638,126159,745,NA,32
1187,124773,315,124773,124805,left,3,121638,126159,745,NA,32
1188,124806,316,124806,124838,left,3,121638,126159,745,NA,32
1189,124839,317,124839,124871,left,3,121638,126159,745,NA,32
1190,124872,318,124872,124904,left,3,121638,126159,745,NA,32
1191,124905,319,124905,124937,left,3,121638,126159,745,NA,32
1192,124938,320,124938,124970,left,3,121638,126159,745,NA,32
1193,124971,321,124971,125003,left,3,121638,126159,745,NA,32
1194,125004,322,125004,125036,left,3,121638,126159,745,NA,32
1195,125037,323,125037,125069,left,3,121638,126159,745,NA,32
1196,125070,324,125070,125102,left,3,121638,126159,745,NA,32
1197,125103,325,125103,125135,left,3,121638,126159,745,NA,32
1198,125136,326,125136,125168,left,3,121638,126159,745,NA,32
1199,125169,327,125169,125201,left,3,121638,126159,745,NA,32
1200,125202,328,125202,125234,left,3,121638,126159,745,NA,32
1201,125235,329,125235,125267,left,3,121638,126159,745,NA,32
1202,125268,330,125268,125300,left,3,121638,126159,745,NA,32
1203,125301,331,125301,125333,left,3,121638,126159,745,NA,32
1204,125334,332,125334,125366,left,3,121638,126159,745,NA,32
1205,125367,333,125367,125399,left,3,121638,126159,745,NA,32
1206,125400,334,125400,125432,left,3,121638,126159,745,NA,32
1207,125433,335,125433,125465,left,3,121638,126159,745,NA,32
1208,125466,336,125466,125498,left,3,121638,126159,745,NA,32
1209,125499,337,125499,125531,left,3,121638,126159,745,NA,32
1210,125532,338,125532,125564,left,3,121638,126159,745,NA,32
1211,125565,339,125565,125597,left,3,121638,126159,745,NA,32
1212,125598,340,125598,125630,inBetween,3,121638,126159,745,NA,32
1213,125631,341,125631,125663,inBetween,3,121638,126159,745,NA,32
1214,125664,342,125664,125696,inBetween,3,121638,126159,745,NA,32
1215,125697,343,125697,125729,middle,3,121638,126159,745,NA,32
1216,125730,344,125730,125762,middle,3,121638,126159,745,NA,32
1217,125763,345,125763,125795,left,3,121638,126159,745,NA,32
1218,125796,346,125796,125828,left,3,121638,126159,745,NA,32
1219,125829,347,125829,125861,left,3,121638,126159,745,NA,32
1220,125862,348,125862,125894,left,3,121638,126159,745,NA,32
1221,125895,349,125895,125927,left,3,121638,126159,745,NA,32
1222,125928,350,125928,125960,left,3,121638,126159,745,NA,32
1223,125961,351,125961,125993,left,3,121638,126159,745,NA,32
1224,125994,352,125994,126026,left,3,121638,126159,745,NA,32
1225,126027,353,126027,126059,left,3,121638,126159,745,NA,32
1226,126060,354,126060,126092,left,3,121638,126159,745,NA,32
1227,126093,355,126093,126125,left,3,121638,126159,745,NA,32
1228,126126,356,126126,126158,left,3,121638,126159,745,NA,32
1678,140976,357,140976,141008,left,4,140811,145365,24,NA,32
1679,141009,358,141009,141041,left,4,140811,145365,24,NA,32
1680,141042,359,141042,141074,left,4,140811,145365,24,NA,32
1681,141075,360,141075,141107,left,4,140811,145365,24,NA,32
1682,141108,361,141108,141140,left,4,140811,145365,24,NA,32
1683,141141,362,141141,141173,left,4,140811,145365,24,NA,32
1684,141174,363,141174,141206,left,4,140811,145365,24,NA,32
1685,141207,364,141207,141239,left,4,140811,145365,24,NA,32
1686,141240,365,141240,141272,left,4,140811,145365,24,NA,32
1687,141273,366,141273,141305,left,4,140811,145365,24,NA,32
1688,141306,367,141306,141338,left,4,140811,145365,24,NA,32
1689,141339,368,141339,141371,left,4,140811,145365,24,NA,32
1690,141372,369,141372,141404,left,4,140811,145365,24,NA,32
1691,141405,370,141405,141437,left,4,140811,145365,24,NA,32
1692,141438,371,141438,141470,left,4,140811,145365,24,NA,32
1693,141471,372,141471,141503,left,4,140811,145365,24,NA,32
1694,141504,373,141504,141536,left,4,140811,145365,24,NA,32
1695,141537,374,141537,141569,left,4,140811,145365,24,NA,32
1696,141570,375,141570,141602,left,4,140811,145365,24,NA,32
1697,141603,376,141603,141635,left,4,140811,145365,24,NA,32
1698,141636,377,141636,141668,left,4,140811,145365,24,NA,32
1699,141669,378,141669,141701,left,4,140811,145365,24,NA,32
1700,141702,379,141702,141734,left,4,140811,145365,24,NA,32
1701,141735,380,141735,141767,left,4,140811,145365,24,NA,32
1702,141768,381,141768,141800,left,4,140811,145365,24,NA,32
1703,141801,382,141801,141833,left,4,140811,145365,24,NA,32
1704,141834,383,141834,141866,left,4,140811,145365,24,NA,32
1705,141867,384,141867,141899,left,4,140811,145365,24,NA,32
1706,141900,385,141900,141932,left,4,140811,145365,24,NA,32
1707,141933,386,141933,141965,left,4,140811,145365,24,NA,32
1708,141966,387,141966,141998,left,4,140811,145365,24,NA,32
1709,141999,388,141999,142031,left,4,140811,145365,24,NA,32
1710,142032,389,142032,142064,left,4,140811,145365,24,NA,32
1711,142065,390,142065,142097,notLooking,4,140811,145365,24,NA,32
1712,142098,391,142098,142130,notLooking,4,140811,145365,24,Look,32
1713,142131,392,142131,142163,notLooking,4,140811,145365,24,Look,32
1714,142164,393,142164,142196,notLooking,4,140811,145365,24,Look,32
1715,142197,394,142197,142229,notLooking,4,140811,145365,24,Look,32
1716,142230,395,142230,142262,notLooking,4,140811,145365,24,Look,32
1717,142263,396,142263,142295,left,4,140811,145365,24,Look,32
1718,142296,397,142296,142328,left,4,140811,145365,24,Look,32
1719,142329,398,142329,142361,left,4,140811,145365,24,Look,32
1720,142362,399,142362,142394,left,4,140811,145365,24,Look,32
1721,142395,400,142395,142427,left,4,140811,145365,24,at,32
1722,142428,401,142428,142460,left,4,140811,145365,24,at,32
1723,142461,402,142461,142493,left,4,140811,145365,24,at,32
1724,142494,403,142494,142526,left,4,140811,145365,24,NA,32
1725,142527,404,142527,142559,left,4,140811,145365,24,NA,32
1726,142560,405,142560,142592,left,4,140811,145365,24,this,32
1727,142593,406,142593,142625,left,4,140811,145365,24,this,32
1728,142626,407,142626,142658,left,4,140811,145365,24,this,32
1729,142659,408,142659,142691,left,4,140811,145365,24,new,32
1730,142692,409,142692,142724,left,4,140811,145365,24,new,32
1731,142725,410,142725,142757,left,4,140811,145365,24,new,32
1732,142758,411,142758,142790,left,4,140811,145365,24,new,32
1733,142791,412,142791,142823,left,4,140811,145365,24,new,32
1734,142824,413,142824,142856,left,4,140811,145365,24,NA,32
1735,142857,414,142857,142889,left,4,140811,145365,24,NA,32
1736,142890,415,142890,142922,left,4,140811,145365,24,number,32
1737,142923,416,142923,142955,left,4,140811,145365,24,number,32
1738,142956,417,142956,142988,left,4,140811,145365,24,number,32
1739,142989,418,142989,143021,left,4,140811,145365,24,number,32
1740,143022,419,143022,143054,inBetween,4,140811,145365,24,number,32
1741,143055,420,143055,143087,inBetween,4,140811,145365,24,number,32
1742,143088,421,143088,143120,inBetween,4,140811,145365,24,number,32
1743,143121,422,143121,143153,inBetween,4,140811,145365,24,number,32
1744,143154,423,143154,143186,inBetween,4,140811,145365,24,number,32
1745,143187,424,143187,143219,inBetween,4,140811,145365,24,number,32
1746,143220,425,143220,143252,left,4,140811,145365,24,number,32
1747,143253,426,143253,143285,left,4,140811,145365,24,number,32
1748,143286,427,143286,143318,left,4,140811,145365,24,number,32
1749,143319,428,143319,143351,left,4,140811,145365,24,number,32
1750,143352,429,143352,143384,left,4,140811,145365,24,number,32
1751,143385,430,143385,143417,left,4,140811,145365,24,number,32
1752,143418,431,143418,143450,left,4,140811,145365,24,number,32
1753,143451,432,143451,143483,left,4,140811,145365,24,number,32
1754,143484,433,143484,143516,left,4,140811,145365,24,number,32
1755,143517,434,143517,143549,left,4,140811,145365,24,number,32
1756,143550,435,143550,143582,left,4,140811,145365,24,NA,32
1757,143583,436,143583,143615,left,4,140811,145365,24,NA,32
1758,143616,437,143616,143648,left,4,140811,145365,24,NA,32
1759,143649,438,143649,143681,left,4,140811,145365,24,NA,32
1760,143682,439,143682,143714,left,4,140811,145365,24,NA,32
1761,143715,440,143715,143747,left,4,140811,145365,24,NA,32
1762,143748,441,143748,143780,left,4,140811,145365,24,NA,32
1763,143781,442,143781,143813,left,4,140811,145365,24,NA,32
1764,143814,443,143814,143846,left,4,140811,145365,24,NA,32
1765,143847,444,143847,143879,left,4,140811,145365,24,NA,32
1766,143880,445,143880,143912,left,4,140811,145365,24,NA,32
1767,143913,446,143913,143945,left,4,140811,145365,24,NA,32
1768,143946,447,143946,143978,left,4,140811,145365,24,NA,32
1769,143979,448,143979,144011,left,4,140811,145365,24,NA,32
1770,144012,449,144012,144044,left,4,140811,145365,24,NA,32
1771,144045,450,144045,144077,left,4,140811,145365,24,NA,32
1772,144078,451,144078,144110,left,4,140811,145365,24,NA,32
1773,144111,452,144111,144143,left,4,140811,145365,24,NA,32
1774,144144,453,144144,144176,left,4,140811,145365,24,NA,32
1775,144177,454,144177,144209,left,4,140811,145365,24,NA,32
