frameNumber,time,gazeOnsetTime,gazeOffsetTime,AOI_lable,trialNumber,trialOnset,trialOffset,targetNumber
4885,246807,246807,246839,n,10,245652,250173,836
4886,246840,246840,246872,n,10,245652,250173,836
4887,246873,246873,246905,n,10,245652,250173,836
4888,246906,246906,246938,n,10,245652,250173,836
4889,246939,246939,246971,n,10,245652,250173,836
4890,246972,246972,247004,n,10,245652,250173,836
4891,247005,247005,247037,n,10,245652,250173,836
4892,247038,247038,247070,n,10,245652,250173,836
4893,247071,247071,247103,n,10,245652,250173,836
4894,247104,247104,247136,n,10,245652,250173,836
4895,247137,247137,247169,n,10,245652,250173,836
4896,247170,247170,247202,n,10,245652,250173,836
4897,247203,247203,247235,n,10,245652,250173,836
4898,247236,247236,247268,n,10,245652,250173,836
4899,247269,247269,247301,n,10,245652,250173,836
4900,247302,247302,247334,n,10,245652,250173,836
4901,247335,247335,247367,n,10,245652,250173,836
4902,247368,247368,247400,n,10,245652,250173,836
4903,247401,247401,247433,n,10,245652,250173,836
4904,247434,247434,247466,n,10,245652,250173,836
4905,247467,247467,247499,n,10,245652,250173,836
4906,247500,247500,247532,n,10,245652,250173,836
4907,247533,247533,247565,n,10,245652,250173,836
4908,247566,247566,247598,n,10,245652,250173,836
4909,247599,247599,247631,n,10,245652,250173,836
4910,247632,247632,247664,n,10,245652,250173,836
4911,247665,247665,247697,n,10,245652,250173,836
4912,247698,247698,247730,n,10,245652,250173,836
4913,247731,247731,247763,n,10,245652,250173,836
4914,247764,247764,247796,n,10,245652,250173,836
4915,247797,247797,247829,n,10,245652,250173,836
4916,247830,247830,247862,n,10,245652,250173,836
4917,247863,247863,247895,n,10,245652,250173,836
4918,247896,247896,247928,n,10,245652,250173,836
4919,247929,247929,247961,n,10,245652,250173,836
4920,247962,247962,247994,n,10,245652,250173,836
4921,247995,247995,248027,m,10,245652,250173,836
4922,248028,248028,248060,m,10,245652,250173,836
4923,248061,248061,248093,m,10,245652,250173,836
4924,248094,248094,248126,m,10,245652,250173,836
4925,248127,248127,248159,m,10,245652,250173,836
4926,248160,248160,248192,m,10,245652,250173,836
4927,248193,248193,248225,m,10,245652,250173,836
4928,248226,248226,248258,m,10,245652,250173,836
4929,248259,248259,248291,m,10,245652,250173,836
4930,248292,248292,248324,m,10,245652,250173,836
4931,248325,248325,248357,m,10,245652,250173,836
4932,248358,248358,248390,m,10,245652,250173,836
4933,248391,248391,248423,m,10,245652,250173,836
4934,248424,248424,248456,i,10,245652,250173,836
4935,248457,248457,248489,l,10,245652,250173,836
4936,248490,248490,248522,l,10,245652,250173,836
4937,248523,248523,248555,l,10,245652,250173,836
4938,248556,248556,248588,l,10,245652,250173,836
4939,248589,248589,248621,l,10,245652,250173,836
4940,248622,248622,248654,l,10,245652,250173,836
4941,248655,248655,248687,l,10,245652,250173,836
4942,248688,248688,248720,l,10,245652,250173,836
4943,248721,248721,248753,l,10,245652,250173,836
4944,248754,248754,248786,l,10,245652,250173,836
4945,248787,248787,248819,l,10,245652,250173,836
4946,248820,248820,248852,l,10,245652,250173,836
4947,248853,248853,248885,l,10,245652,250173,836
4948,248886,248886,248918,l,10,245652,250173,836
4949,248919,248919,248951,l,10,245652,250173,836
4950,248952,248952,249017,l,10,245652,250173,836
4951,248985,248952,249017,l,10,245652,250173,836
4952,249018,249018,249050,l,10,245652,250173,836
4953,249051,249051,249083,l,10,245652,250173,836
4954,249084,249084,249116,l,10,245652,250173,836
4955,249117,249117,249149,l,10,245652,250173,836
4956,249150,249150,249182,l,10,245652,250173,836
4957,249183,249183,249215,l,10,245652,250173,836
4958,249216,249216,249248,m,10,245652,250173,836
4959,249249,249249,249281,m,10,245652,250173,836
4960,249282,249282,249314,m,10,245652,250173,836
4961,249315,249315,249347,m,10,245652,250173,836
4962,249348,249348,249380,m,10,245652,250173,836
4963,249381,249381,249413,m,10,245652,250173,836
4964,249414,249414,249446,m,10,245652,250173,836
4965,249447,249447,249479,m,10,245652,250173,836
4966,249480,249480,249512,m,10,245652,250173,836
4967,249513,249513,249545,m,10,245652,250173,836
4968,249546,249546,249578,m,10,245652,250173,836
4969,249579,249579,249611,m,10,245652,250173,836
4970,249612,249612,249644,m,10,245652,250173,836
4971,249645,249645,249677,m,10,245652,250173,836
4972,249678,249678,249710,m,10,245652,250173,836
4973,249711,249711,249743,m,10,245652,250173,836
4974,249744,249744,249776,m,10,245652,250173,836
4975,249777,249777,249809,m,10,245652,250173,836
4976,249810,249810,249842,m,10,245652,250173,836
4977,249843,249843,249875,m,10,245652,250173,836
4978,249876,249876,249908,m,10,245652,250173,836
4979,249909,249909,249941,m,10,245652,250173,836
4980,249942,249942,249974,m,10,245652,250173,836
4981,249975,249975,250007,m,10,245652,250173,836
4982,250008,250008,250040,m,10,245652,250173,836
4983,250041,250041,250073,i,10,245652,250173,836
4984,250074,250074,250106,m,10,245652,250173,836
4985,250107,250107,250139,m,10,245652,250173,836
4986,250140,250140,250172,m,10,245652,250173,836
5334,261624,261624,261656,l,11,261228,265782,69
5335,261657,261657,261689,l,11,261228,265782,69
5336,261690,261690,261722,l,11,261228,265782,69
5337,261723,261723,261755,l,11,261228,265782,69
5338,261756,261756,261788,l,11,261228,265782,69
5339,261789,261789,261821,l,11,261228,265782,69
5340,261822,261822,261854,l,11,261228,265782,69
5341,261855,261855,261887,l,11,261228,265782,69
5342,261888,261888,261920,l,11,261228,265782,69
5343,261921,261921,261953,l,11,261228,265782,69
5344,261954,261954,261986,l,11,261228,265782,69
5345,261987,261987,262019,l,11,261228,265782,69
5346,262020,262020,262052,l,11,261228,265782,69
5347,262053,262053,262085,l,11,261228,265782,69
5348,262086,262086,262118,l,11,261228,265782,69
5349,262119,262119,262151,l,11,261228,265782,69
5350,262152,262152,262184,l,11,261228,265782,69
5351,262185,262185,262217,l,11,261228,265782,69
5352,262218,262218,262250,l,11,261228,265782,69
5353,262251,262251,262283,l,11,261228,265782,69
5354,262284,262284,262316,l,11,261228,265782,69
5355,262317,262317,262349,r,11,261228,265782,69
5356,262350,262350,262382,i,11,261228,265782,69
5357,262383,262383,262415,i,11,261228,265782,69
5358,262416,262416,262448,l,11,261228,265782,69
5359,262449,262449,262481,l,11,261228,265782,69
5360,262482,262482,262514,i,11,261228,265782,69
5361,262515,262515,262547,l,11,261228,265782,69
5362,262548,262548,262580,l,11,261228,265782,69
5363,262581,262581,262613,l,11,261228,265782,69
5364,262614,262614,262646,l,11,261228,265782,69
5365,262647,262647,262679,l,11,261228,265782,69
5366,262680,262680,262712,l,11,261228,265782,69
5367,262713,262713,262745,l,11,261228,265782,69
5368,262746,262746,262778,l,11,261228,265782,69
5369,262779,262779,262811,l,11,261228,265782,69
5370,262812,262812,262844,l,11,261228,265782,69
5371,262845,262845,262877,l,11,261228,265782,69
5372,262878,262878,262910,l,11,261228,265782,69
5373,262911,262911,262943,l,11,261228,265782,69
5374,262944,262944,262976,l,11,261228,265782,69
5375,262977,262977,263009,l,11,261228,265782,69
5376,263010,263010,263042,l,11,261228,265782,69
5377,263043,263043,263075,l,11,261228,265782,69
5378,263076,263076,263108,l,11,261228,265782,69
5379,263109,263109,263141,l,11,261228,265782,69
5380,263142,263142,263174,l,11,261228,265782,69
5381,263175,263175,263207,l,11,261228,265782,69
5382,263208,263208,263240,l,11,261228,265782,69
5383,263241,263241,263273,l,11,261228,265782,69
5384,263274,263274,263306,l,11,261228,265782,69
5385,263307,263307,263339,l,11,261228,265782,69
5386,263340,263340,263372,l,11,261228,265782,69
5387,263373,263373,263405,l,11,261228,265782,69
5388,263406,263406,263438,l,11,261228,265782,69
5389,263439,263439,263471,l,11,261228,265782,69
5390,263472,263472,263504,l,11,261228,265782,69
5391,263505,263505,263537,l,11,261228,265782,69
5392,263538,263538,263570,l,11,261228,265782,69
5393,263571,263571,263603,l,11,261228,265782,69
5394,263604,263604,263636,l,11,261228,265782,69
5395,263637,263637,263669,l,11,261228,265782,69
5396,263670,263670,263702,l,11,261228,265782,69
5397,263703,263703,263735,l,11,261228,265782,69
5398,263736,263736,263768,l,11,261228,265782,69
5399,263769,263769,263801,l,11,261228,265782,69
5400,263802,263802,263834,l,11,261228,265782,69
5401,263835,263835,263867,l,11,261228,265782,69
5402,263868,263868,263900,l,11,261228,265782,69
5403,263901,263901,263933,l,11,261228,265782,69
5404,263934,263934,263966,l,11,261228,265782,69
5405,263967,263967,263999,l,11,261228,265782,69
5406,264000,264000,264032,l,11,261228,265782,69
5407,264033,264033,264065,l,11,261228,265782,69
5408,264066,264066,264098,l,11,261228,265782,69
5409,264099,264099,264131,l,11,261228,265782,69
5410,264132,264132,264164,l,11,261228,265782,69
5411,264165,264165,264197,l,11,261228,265782,69
5412,264198,264198,264230,l,11,261228,265782,69
5413,264231,264231,264263,l,11,261228,265782,69
5414,264264,264264,264296,l,11,261228,265782,69
5415,264297,264297,264329,l,11,261228,265782,69
5416,264330,264330,264362,l,11,261228,265782,69
5417,264363,264363,264395,l,11,261228,265782,69
5418,264396,264396,264428,l,11,261228,265782,69
5419,264429,264429,264461,l,11,261228,265782,69
5420,264462,264462,264494,l,11,261228,265782,69
5421,264495,264495,264527,l,11,261228,265782,69
5422,264528,264528,264560,l,11,261228,265782,69
5423,264561,264561,264593,l,11,261228,265782,69
5424,264594,264594,264626,l,11,261228,265782,69
5425,264627,264627,264659,l,11,261228,265782,69
5426,264660,264660,264692,l,11,261228,265782,69
5427,264693,264693,264725,l,11,261228,265782,69
5428,264726,264726,264758,l,11,261228,265782,69
5429,264759,264759,264791,l,11,261228,265782,69
5430,264792,264792,264824,l,11,261228,265782,69
5431,264825,264825,264857,l,11,261228,265782,69
5432,264858,264858,264890,l,11,261228,265782,69
5433,264891,264891,264923,l,11,261228,265782,69
5434,264924,264924,264956,l,11,261228,265782,69
5435,264957,264957,264989,l,11,261228,265782,69
5436,264990,264990,265022,l,11,261228,265782,69
5437,265023,265023,265055,l,11,261228,265782,69
5438,265056,265056,265088,l,11,261228,265782,69
5439,265089,265089,265121,l,11,261228,265782,69
5440,265122,265122,265154,l,11,261228,265782,69
5441,265155,265155,265187,l,11,261228,265782,69
5442,265188,265188,265220,l,11,261228,265782,69
5443,265221,265221,265253,l,11,261228,265782,69
5444,265254,265254,265286,l,11,261228,265782,69
5445,265287,265287,265319,l,11,261228,265782,69
5446,265320,265320,265352,l,11,261228,265782,69
5447,265353,265353,265385,l,11,261228,265782,69
5448,265386,265386,265418,l,11,261228,265782,69
5449,265419,265419,265451,l,11,261228,265782,69
5450,265452,265452,265484,l,11,261228,265782,69
5451,265485,265485,265517,l,11,261228,265782,69
5452,265518,265518,265550,l,11,261228,265782,69
5453,265551,265551,265583,l,11,261228,265782,69
5454,265584,265584,265616,l,11,261228,265782,69
5455,265617,265617,265649,l,11,261228,265782,69
5456,265650,265650,265682,l,11,261228,265782,69
5457,265683,265683,265715,l,11,261228,265782,69
5458,265716,265716,265748,l,11,261228,265782,69
5459,265749,265749,265781,l,11,261228,265782,69
6045,285087,285087,285119,l,12,284922,289476,75
6046,285120,285120,285152,l,12,284922,289476,75
6047,285153,285153,285185,l,12,284922,289476,75
6048,285186,285186,285218,l,12,284922,289476,75
6049,285219,285219,285251,l,12,284922,289476,75
6050,285252,285252,285284,l,12,284922,289476,75
6051,285285,285285,285317,l,12,284922,289476,75
6052,285318,285318,285350,l,12,284922,289476,75
6053,285351,285351,285383,l,12,284922,289476,75
6054,285384,285384,285416,l,12,284922,289476,75
6055,285417,285417,285449,l,12,284922,289476,75
6056,285450,285450,285482,l,12,284922,289476,75
6057,285483,285483,285515,l,12,284922,289476,75
6058,285516,285516,285548,l,12,284922,289476,75
6059,285549,285549,285581,l,12,284922,289476,75
6060,285582,285582,285614,l,12,284922,289476,75
6061,285615,285615,285647,l,12,284922,289476,75
6062,285648,285648,285680,l,12,284922,289476,75
6063,285681,285681,285713,l,12,284922,289476,75
6064,285714,285714,285746,l,12,284922,289476,75
6065,285747,285747,285779,l,12,284922,289476,75
6066,285780,285780,285812,l,12,284922,289476,75
6067,285813,285813,285845,l,12,284922,289476,75
6068,285846,285846,285878,l,12,284922,289476,75
6069,285879,285879,285911,l,12,284922,289476,75
6070,285912,285912,285944,l,12,284922,289476,75
6071,285945,285945,285977,l,12,284922,289476,75
6072,285978,285978,286010,l,12,284922,289476,75
6073,286011,286011,286043,l,12,284922,289476,75
6074,286044,286044,286076,l,12,284922,289476,75
6075,286077,286077,286109,l,12,284922,289476,75
6076,286110,286110,286142,l,12,284922,289476,75
6077,286143,286143,286175,l,12,284922,289476,75
6078,286176,286176,286208,l,12,284922,289476,75
6079,286209,286209,286241,l,12,284922,289476,75
6080,286242,286242,286274,l,12,284922,289476,75
6081,286275,286275,286307,l,12,284922,289476,75
6082,286308,286308,286340,l,12,284922,289476,75
6083,286341,286341,286373,l,12,284922,289476,75
6084,286374,286374,286406,l,12,284922,289476,75
6085,286407,286407,286439,l,12,284922,289476,75
6086,286440,286440,286472,l,12,284922,289476,75
6087,286473,286473,286505,l,12,284922,289476,75
6088,286506,286506,286538,l,12,284922,289476,75
6089,286539,286539,286571,l,12,284922,289476,75
6090,286572,286572,286604,l,12,284922,289476,75
6091,286605,286605,286637,l,12,284922,289476,75
6092,286638,286638,286670,l,12,284922,289476,75
6093,286671,286671,286703,l,12,284922,289476,75
6094,286704,286704,286736,l,12,284922,289476,75
6095,286737,286737,286769,l,12,284922,289476,75
6096,286770,286770,286802,l,12,284922,289476,75
6097,286803,286803,286835,l,12,284922,289476,75
6098,286836,286836,286868,l,12,284922,289476,75
6099,286869,286869,286901,l,12,284922,289476,75
6100,286902,286902,286934,l,12,284922,289476,75
6101,286935,286935,286967,l,12,284922,289476,75
6102,286968,286968,287000,l,12,284922,289476,75
6103,287001,287001,287033,l,12,284922,289476,75
6104,287034,287034,287066,l,12,284922,289476,75
6105,287067,287067,287099,l,12,284922,289476,75
6106,287100,287100,287132,l,12,284922,289476,75
6107,287133,287133,287165,l,12,284922,289476,75
6108,287166,287166,287198,l,12,284922,289476,75
6109,287199,287199,287231,l,12,284922,289476,75
6110,287232,287232,287264,l,12,284922,289476,75
6111,287265,287265,287297,l,12,284922,289476,75
6112,287298,287298,287330,l,12,284922,289476,75
6113,287331,287331,287363,l,12,284922,289476,75
6114,287364,287364,287396,l,12,284922,289476,75
6115,287397,287397,287429,l,12,284922,289476,75
6116,287430,287430,287462,l,12,284922,289476,75
6117,287463,287463,287495,l,12,284922,289476,75
6118,287496,287496,287528,l,12,284922,289476,75
6119,287529,287529,287561,l,12,284922,289476,75
6120,287562,287562,287594,l,12,284922,289476,75
6121,287595,287595,287627,l,12,284922,289476,75
6122,287628,287628,287660,l,12,284922,289476,75
6123,287661,287661,287693,l,12,284922,289476,75
6124,287694,287694,287726,l,12,284922,289476,75
6125,287727,287727,287759,l,12,284922,289476,75
6126,287760,287760,287792,l,12,284922,289476,75
6127,287793,287793,287825,l,12,284922,289476,75
6128,287826,287826,287858,l,12,284922,289476,75
6129,287859,287859,287891,l,12,284922,289476,75
6130,287892,287892,287924,l,12,284922,289476,75
6131,287925,287925,287957,l,12,284922,289476,75
6132,287958,287958,287990,l,12,284922,289476,75
6133,287991,287991,288023,l,12,284922,289476,75
6134,288024,288024,288056,i,12,284922,289476,75
6135,288057,288057,288089,i,12,284922,289476,75
6136,288090,288090,288122,i,12,284922,289476,75
6137,288123,288123,288155,i,12,284922,289476,75
6138,288156,288156,288188,i,12,284922,289476,75
6139,288189,288189,288221,i,12,284922,289476,75
6140,288222,288222,288254,i,12,284922,289476,75
6141,288255,288255,288287,i,12,284922,289476,75
6142,288288,288288,288320,l,12,284922,289476,75
6143,288321,288321,288353,l,12,284922,289476,75
6144,288354,288354,288386,l,12,284922,289476,75
6145,288387,288387,288419,l,12,284922,289476,75
6146,288420,288420,288452,l,12,284922,289476,75
6147,288453,288453,288485,l,12,284922,289476,75
6148,288486,288486,288518,l,12,284922,289476,75
6149,288519,288519,288551,l,12,284922,289476,75
6150,288552,288552,288584,l,12,284922,289476,75
6151,288585,288585,288617,l,12,284922,289476,75
6152,288618,288618,288650,l,12,284922,289476,75
6153,288651,288651,288683,l,12,284922,289476,75
6154,288684,288684,288716,l,12,284922,289476,75
6155,288717,288717,288749,l,12,284922,289476,75
6156,288750,288750,288782,l,12,284922,289476,75
6157,288783,288783,288815,l,12,284922,289476,75
6158,288816,288816,288848,l,12,284922,289476,75
6159,288849,288849,288881,l,12,284922,289476,75
6160,288882,288882,288914,l,12,284922,289476,75
6161,288915,288915,288947,l,12,284922,289476,75
6162,288948,288948,288980,l,12,284922,289476,75
6163,288981,288981,289013,l,12,284922,289476,75
6164,289014,289014,289046,l,12,284922,289476,75
6165,289047,289047,289079,l,12,284922,289476,75
6166,289080,289080,289112,l,12,284922,289476,75
6167,289113,289113,289145,l,12,284922,289476,75
6168,289146,289146,289178,l,12,284922,289476,75
6169,289179,289179,289211,l,12,284922,289476,75
6170,289212,289212,289244,l,12,284922,289476,75
6171,289245,289245,289277,l,12,284922,289476,75
6172,289278,289278,289310,r,12,284922,289476,75
6173,289311,289311,289343,r,12,284922,289476,75
6174,289344,289344,289409,l,12,284922,289476,75
6175,289377,289344,289409,l,12,284922,289476,75
6176,289410,289410,289442,l,12,284922,289476,75
6177,289443,289443,289475,l,12,284922,289476,75
6728,307626,307626,307658,l,13,307329,311850,275
6729,307659,307659,307691,l,13,307329,311850,275
6730,307692,307692,307724,l,13,307329,311850,275
6731,307725,307725,307757,l,13,307329,311850,275
6732,307758,307758,307790,l,13,307329,311850,275
6733,307791,307791,307823,m,13,307329,311850,275
6734,307824,307824,307856,m,13,307329,311850,275
6735,307857,307857,307889,m,13,307329,311850,275
6736,307890,307890,307922,m,13,307329,311850,275
6737,307923,307923,307955,m,13,307329,311850,275
6738,307956,307956,307988,m,13,307329,311850,275
6739,307989,307989,308021,m,13,307329,311850,275
6740,308022,308022,308054,m,13,307329,311850,275
6741,308055,308055,308087,m,13,307329,311850,275
6742,308088,308088,308120,m,13,307329,311850,275
6743,308121,308121,308153,m,13,307329,311850,275
6744,308154,308154,308186,m,13,307329,311850,275
6745,308187,308187,308219,m,13,307329,311850,275
6746,308220,308220,308252,m,13,307329,311850,275
6747,308253,308253,308285,m,13,307329,311850,275
6748,308286,308286,308318,i,13,307329,311850,275
6749,308319,308319,308351,l,13,307329,311850,275
6750,308352,308352,308384,l,13,307329,311850,275
6751,308385,308385,308417,l,13,307329,311850,275
6752,308418,308418,308450,l,13,307329,311850,275
6753,308451,308451,308483,l,13,307329,311850,275
6754,308484,308484,308516,l,13,307329,311850,275
6755,308517,308517,308549,l,13,307329,311850,275
6756,308550,308550,308582,l,13,307329,311850,275
6757,308583,308583,308615,l,13,307329,311850,275
6758,308616,308616,308648,l,13,307329,311850,275
6759,308649,308649,308681,l,13,307329,311850,275
6760,308682,308682,308714,l,13,307329,311850,275
6761,308715,308715,308747,l,13,307329,311850,275
6762,308748,308748,308780,l,13,307329,311850,275
6763,308781,308781,308813,l,13,307329,311850,275
6764,308814,308814,308846,l,13,307329,311850,275
6765,308847,308847,308879,l,13,307329,311850,275
6766,308880,308880,308912,l,13,307329,311850,275
6767,308913,308913,308945,l,13,307329,311850,275
6768,308946,308946,308978,l,13,307329,311850,275
6769,308979,308979,309011,l,13,307329,311850,275
6770,309012,309012,309044,n,13,307329,311850,275
6771,309045,309045,309077,n,13,307329,311850,275
6772,309078,309078,309110,n,13,307329,311850,275
6773,309111,309111,309143,n,13,307329,311850,275
6774,309144,309144,309176,n,13,307329,311850,275
6775,309177,309177,309209,n,13,307329,311850,275
6776,309210,309210,309242,n,13,307329,311850,275
6777,309243,309243,309275,n,13,307329,311850,275
6778,309276,309276,309308,n,13,307329,311850,275
6779,309309,309309,309341,n,13,307329,311850,275
6780,309342,309342,309374,n,13,307329,311850,275
6781,309375,309375,309407,n,13,307329,311850,275
6782,309408,309408,309440,n,13,307329,311850,275
6783,309441,309441,309473,n,13,307329,311850,275
6784,309474,309474,309506,n,13,307329,311850,275
6785,309507,309507,309539,n,13,307329,311850,275
6786,309540,309540,309572,n,13,307329,311850,275
6787,309573,309573,309605,n,13,307329,311850,275
6788,309606,309606,309638,n,13,307329,311850,275
6789,309639,309639,309671,n,13,307329,311850,275
6790,309672,309672,309704,n,13,307329,311850,275
6791,309705,309705,309737,n,13,307329,311850,275
6792,309738,309738,309770,n,13,307329,311850,275
6793,309771,309771,309803,n,13,307329,311850,275
6794,309804,309804,309836,n,13,307329,311850,275
6795,309837,309837,309869,n,13,307329,311850,275
6796,309870,309870,309902,n,13,307329,311850,275
6797,309903,309903,309935,n,13,307329,311850,275
6798,309936,309936,309968,n,13,307329,311850,275
6799,309969,309969,310001,n,13,307329,311850,275
6800,310002,310002,310034,n,13,307329,311850,275
6801,310035,310035,310067,n,13,307329,311850,275
6802,310068,310068,310100,n,13,307329,311850,275
6803,310101,310101,310133,n,13,307329,311850,275
6804,310134,310134,310166,n,13,307329,311850,275
6805,310167,310167,310199,n,13,307329,311850,275
6806,310200,310200,310232,n,13,307329,311850,275
6807,310233,310233,310265,n,13,307329,311850,275
6808,310266,310266,310298,n,13,307329,311850,275
6809,310299,310299,310331,n,13,307329,311850,275
6810,310332,310332,310364,n,13,307329,311850,275
6811,310365,310365,310397,n,13,307329,311850,275
6812,310398,310398,310430,n,13,307329,311850,275
6813,310431,310431,310463,n,13,307329,311850,275
6814,310464,310464,310496,n,13,307329,311850,275
6815,310497,310497,310529,n,13,307329,311850,275
6816,310530,310530,310562,n,13,307329,311850,275
6817,310563,310563,310595,n,13,307329,311850,275
6818,310596,310596,310628,n,13,307329,311850,275
6819,310629,310629,310661,n,13,307329,311850,275
6820,310662,310662,310694,n,13,307329,311850,275
6821,310695,310695,310727,n,13,307329,311850,275
6822,310728,310728,310760,n,13,307329,311850,275
6823,310761,310761,310793,n,13,307329,311850,275
6824,310794,310794,310826,n,13,307329,311850,275
6825,310827,310827,310859,n,13,307329,311850,275
6826,310860,310860,310892,n,13,307329,311850,275
6827,310893,310893,310925,n,13,307329,311850,275
6828,310926,310926,310958,n,13,307329,311850,275
6829,310959,310959,310991,n,13,307329,311850,275
6830,310992,310992,311024,n,13,307329,311850,275
6831,311025,311025,311057,n,13,307329,311850,275
6832,311058,311058,311090,l,13,307329,311850,275
6833,311091,311091,311123,l,13,307329,311850,275
6834,311124,311124,311156,l,13,307329,311850,275
6835,311157,311157,311189,l,13,307329,311850,275
6836,311190,311190,311222,l,13,307329,311850,275
6837,311223,311223,311255,l,13,307329,311850,275
6838,311256,311256,311288,l,13,307329,311850,275
6839,311289,311289,311321,l,13,307329,311850,275
6840,311322,311322,311354,l,13,307329,311850,275
6841,311355,311355,311387,l,13,307329,311850,275
6842,311388,311388,311420,l,13,307329,311850,275
6843,311421,311421,311453,l,13,307329,311850,275
6844,311454,311454,311486,l,13,307329,311850,275
6845,311487,311487,311519,l,13,307329,311850,275
6846,311520,311520,311552,l,13,307329,311850,275
6847,311553,311553,311585,l,13,307329,311850,275
6848,311586,311586,311618,l,13,307329,311850,275
6849,311619,311619,311651,l,13,307329,311850,275
6850,311652,311652,311684,l,13,307329,311850,275
6851,311685,311685,311717,l,13,307329,311850,275
6852,311718,311718,311750,l,13,307329,311850,275
6853,311751,311751,311783,l,13,307329,311850,275
6854,311784,311784,311816,l,13,307329,311850,275
6855,311817,311817,311849,l,13,307329,311850,275
7204,323334,323334,323366,l,14,323103,327624,89
7205,323367,323367,323399,l,14,323103,327624,89
7206,323400,323400,323432,l,14,323103,327624,89
7207,323433,323433,323465,l,14,323103,327624,89
7208,323466,323466,323498,l,14,323103,327624,89
7209,323499,323499,323531,l,14,323103,327624,89
7210,323532,323532,323564,l,14,323103,327624,89
7211,323565,323565,323597,l,14,323103,327624,89
7212,323598,323598,323630,l,14,323103,327624,89
7213,323631,323631,323663,l,14,323103,327624,89
7214,323664,323664,323696,l,14,323103,327624,89
7215,323697,323697,323729,l,14,323103,327624,89
7216,323730,323730,323762,l,14,323103,327624,89
7217,323763,323763,323795,l,14,323103,327624,89
7218,323796,323796,323828,l,14,323103,327624,89
7219,323829,323829,323861,l,14,323103,327624,89
7220,323862,323862,323894,l,14,323103,327624,89
7221,323895,323895,323927,l,14,323103,327624,89
7222,323928,323928,323960,l,14,323103,327624,89
7223,323961,323961,323993,l,14,323103,327624,89
7224,323994,323994,324026,l,14,323103,327624,89
7225,324027,324027,324059,l,14,323103,327624,89
7226,324060,324060,324092,l,14,323103,327624,89
7227,324093,324093,324125,l,14,323103,327624,89
7228,324126,324126,324158,l,14,323103,327624,89
7229,324159,324159,324191,l,14,323103,327624,89
7230,324192,324192,324224,i,14,323103,327624,89
7231,324225,324225,324257,i,14,323103,327624,89
7232,324258,324258,324290,i,14,323103,327624,89
7233,324291,324291,324323,i,14,323103,327624,89
7234,324324,324324,324356,i,14,323103,327624,89
7235,324357,324357,324389,i,14,323103,327624,89
7236,324390,324390,324422,i,14,323103,327624,89
7237,324423,324423,324455,i,14,323103,327624,89
7238,324456,324456,324488,l,14,323103,327624,89
7239,324489,324489,324521,l,14,323103,327624,89
7240,324522,324522,324554,l,14,323103,327624,89
7241,324555,324555,324587,l,14,323103,327624,89
7242,324588,324588,324620,l,14,323103,327624,89
7243,324621,324621,324653,l,14,323103,327624,89
7244,324654,324654,324686,l,14,323103,327624,89
7245,324687,324687,324719,l,14,323103,327624,89
7246,324720,324720,324752,l,14,323103,327624,89
7247,324753,324753,324785,l,14,323103,327624,89
7248,324786,324786,324818,l,14,323103,327624,89
7249,324819,324819,324851,l,14,323103,327624,89
7250,324852,324852,324884,l,14,323103,327624,89
7251,324885,324885,324917,l,14,323103,327624,89
7252,324918,324918,324950,l,14,323103,327624,89
7253,324951,324951,324983,l,14,323103,327624,89
7254,324984,324984,325016,l,14,323103,327624,89
7255,325017,325017,325049,l,14,323103,327624,89
7256,325050,325050,325082,l,14,323103,327624,89
7257,325083,325083,325115,l,14,323103,327624,89
7258,325116,325116,325148,l,14,323103,327624,89
7259,325149,325149,325181,l,14,323103,327624,89
7260,325182,325182,325214,l,14,323103,327624,89
7261,325215,325215,325247,l,14,323103,327624,89
7262,325248,325248,325280,r,14,323103,327624,89
7263,325281,325281,325313,r,14,323103,327624,89
7264,325314,325314,325346,r,14,323103,327624,89
7265,325347,325347,325379,r,14,323103,327624,89
7266,325380,325380,325412,r,14,323103,327624,89
7267,325413,325413,325445,r,14,323103,327624,89
7268,325446,325446,325478,i,14,323103,327624,89
7269,325479,325479,325511,i,14,323103,327624,89
7270,325512,325512,325544,i,14,323103,327624,89
7271,325545,325545,325577,i,14,323103,327624,89
7272,325578,325578,325610,l,14,323103,327624,89
7273,325611,325611,325643,l,14,323103,327624,89
7274,325644,325644,325676,l,14,323103,327624,89
7275,325677,325677,325709,l,14,323103,327624,89
7276,325710,325710,325742,l,14,323103,327624,89
7277,325743,325743,325775,l,14,323103,327624,89
7278,325776,325776,325808,l,14,323103,327624,89
7279,325809,325809,325841,l,14,323103,327624,89
7280,325842,325842,325874,l,14,323103,327624,89
7281,325875,325875,325907,l,14,323103,327624,89
7282,325908,325908,325940,l,14,323103,327624,89
7283,325941,325941,325973,l,14,323103,327624,89
7284,325974,325974,326006,l,14,323103,327624,89
7285,326007,326007,326039,l,14,323103,327624,89
7286,326040,326040,326072,l,14,323103,327624,89
7287,326073,326073,326105,l,14,323103,327624,89
7288,326106,326106,326138,l,14,323103,327624,89
7289,326139,326139,326171,l,14,323103,327624,89
7290,326172,326172,326204,l,14,323103,327624,89
7291,326205,326205,326237,l,14,323103,327624,89
7292,326238,326238,326270,l,14,323103,327624,89
7293,326271,326271,326303,l,14,323103,327624,89
7294,326304,326304,326336,l,14,323103,327624,89
