"","X","framenum","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration","word_onset","word_offset","word","Adjusted_Word_Onset","Adjusted_Word_Offset","Label_Position","Individual_Gaze_Durations","Adjusted_Gaze_Start","Adjusted_Gaze_End"
"1",1,8,100531,1,100504,100537,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,204,237
"2",2,9,100564,2,100538,100571,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,238,271
"3",3,10,100597,3,100572,100605,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,272,305
"4",4,11,100630,4,100606,100639,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,306,339
"5",5,12,100663,5,100640,100673,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,340,373
"6",6,13,100696,6,100674,100707,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,374,407
"7",7,14,100729,7,100708,100741,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,408,441
"8",8,15,100762,8,100742,100775,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,442,475
"9",9,16,100795,9,100776,100809,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,476,509
"10",10,17,100828,10,100810,100843,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,510,543
"11",11,18,100861,11,100844,100877,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,544,577
"12",12,19,100894,12,100878,100911,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,578,611
"13",13,20,100927,13,100912,100945,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,612,645
"14",14,21,100960,14,100946,100979,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,646,679
"15",15,22,100993,15,100980,101013,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,680,713
"16",16,23,101026,16,101014,101047,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,714,747
"17",17,24,101059,17,101048,101081,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,748,781
"18",18,25,101092,18,101082,101115,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,782,815
"19",19,26,101125,19,101116,101149,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,816,849
"20",20,27,101158,20,101150,101183,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,850,883
"21",21,28,101191,21,101184,101217,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,884,917
"22",22,29,101224,22,101218,101251,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,918,951
"23",23,30,101257,23,101252,101285,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,952,985
"24",24,31,101290,24,101286,101319,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,986,1019
"25",25,32,101323,25,101320,101353,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1020,1053
"26",26,33,101356,26,101354,101387,"left",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1054,1087
"27",27,34,101389,27,101388,101421,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1088,1121
"28",28,35,101422,28,101422,101455,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1122,1155
"29",29,36,101455,28,101422,101455,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1122,1155
"30",30,37,101488,29,101456,101489,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1156,1189
"31",31,38,101521,30,101490,101523,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1190,1223
"32",32,39,101554,31,101524,101557,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1224,1257
"33",33,40,101587,32,101558,101591,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1258,1291
"34",34,41,101620,33,101592,101625,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1292,1325
"35",35,42,101653,34,101626,101659,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1326,1359
"36",36,43,101686,35,101660,101693,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1360,1393
"37",37,44,101719,36,101694,101727,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1394,1427
"38",38,45,101752,37,101728,101761,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1428,1461
"39",39,46,101785,38,101762,101795,"right",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1462,1495
"40",40,47,101818,39,101796,101829,"right",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1496,1529
"41",41,48,101851,40,101830,101863,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1530,1563
"42",42,49,101884,41,101864,101897,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1564,1597
"43",43,50,101917,42,101898,101931,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1598,1631
"44",44,51,101950,43,101932,101965,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1632,1665
"45",45,52,101983,44,101966,101999,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1666,1699
"46",46,53,102016,45,102000,102033,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1700,1733
"47",47,54,102049,46,102034,102067,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1734,1767
"48",48,55,102082,47,102068,102101,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1768,1801
"49",49,56,102115,48,102102,102135,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1802,1835
"50",50,57,102148,49,102136,102169,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1836,1869
"51",51,58,102181,50,102170,102203,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1870,1903
"52",52,59,102214,51,102204,102237,"not looking",1,100300,104890,52,4590,101758,102227,"fifty",1458,1927,1692.5,33,1904,1937
"53",53,60,102247,52,102238,102271,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1938,1971
"54",54,61,102280,53,102272,102305,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,1972,2005
"55",55,62,102313,54,102306,102339,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2006,2039
"56",56,63,102346,55,102340,102373,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2040,2073
"57",57,64,102379,56,102374,102407,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2074,2107
"58",58,65,102412,57,102408,102441,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2108,2141
"59",59,66,102445,58,102442,102475,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2142,2175
"60",60,67,102478,59,102476,102509,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2176,2209
"61",61,68,102511,60,102510,102543,"not looking",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2210,2243
"62",62,69,102544,61,102544,102577,"inbetween",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2244,2277
"63",63,70,102577,61,102544,102577,"inbetween",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2244,2277
"64",64,71,102610,62,102578,102611,"inbetween",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2278,2311
"65",65,72,102643,63,102612,102645,"inbetween",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2312,2345
"66",66,73,102676,64,102646,102679,"inbetween",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2346,2379
"67",67,74,102709,65,102680,102713,"inbetween",1,100300,104890,52,4590,102289,102741,"two",1989,2441,2215,33,2380,2413
"68",68,75,102742,66,102714,102747,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2414,2447
"69",69,76,102775,67,102748,102781,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2448,2481
"70",70,77,102808,68,102782,102815,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2482,2515
"71",71,78,102841,69,102816,102849,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2516,2549
"72",72,79,102874,70,102850,102883,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2550,2583
"73",73,80,102907,71,102884,102917,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2584,2617
"74",74,81,102940,72,102918,102951,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2618,2651
"75",75,82,102973,73,102952,102985,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2652,2685
"76",76,83,103006,74,102986,103019,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2686,2719
"77",77,84,103039,75,103020,103053,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2720,2753
"78",78,85,103072,76,103054,103087,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2754,2787
"79",79,86,103105,77,103088,103121,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2788,2821
"80",80,87,103138,78,103122,103155,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2822,2855
"81",81,88,103171,79,103156,103189,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2856,2889
"82",82,89,103204,80,103190,103223,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2890,2923
"83",83,90,103237,81,103224,103257,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2924,2957
"84",84,91,103270,82,103258,103291,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2958,2991
"85",85,92,103303,83,103292,103325,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,2992,3025
"86",86,93,103336,84,103326,103359,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3026,3059
"87",87,94,103369,85,103360,103393,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3060,3093
"88",88,95,103402,86,103394,103427,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3094,3127
"89",89,96,103435,87,103428,103461,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3128,3161
"90",90,97,103468,88,103462,103495,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3162,3195
"91",91,98,103501,89,103496,103529,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3196,3229
"92",92,99,103534,90,103530,103563,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3230,3263
"93",93,100,103567,91,103564,103597,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3264,3297
"94",94,101,103600,92,103598,103631,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3298,3331
"95",95,102,103633,93,103632,103699,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,67,3332,3399
"96",96,103,103666,93,103632,103699,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,67,3332,3399
"97",97,104,103699,93,103632,103699,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,67,3332,3399
"98",98,105,103732,94,103700,103733,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3400,3433
"99",99,106,103765,95,103734,103767,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3434,3467
"100",100,107,103798,96,103768,103801,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3468,3501
"101",101,108,103831,97,103802,103835,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3502,3535
"102",102,109,103864,98,103836,103903,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,67,3536,3603
"103",103,110,103897,98,103836,103903,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,67,3536,3603
"104",104,111,103930,99,103904,103937,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3604,3637
"105",105,112,103963,100,103938,103971,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3638,3671
"106",106,113,103996,101,103972,104005,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3672,3705
"107",107,114,104029,102,104006,104039,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3706,3739
"108",108,115,104062,103,104040,104073,"not looking",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3740,3773
"109",109,116,104095,104,104074,104107,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3774,3807
"110",110,117,104128,105,104108,104141,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3808,3841
"111",111,118,104161,106,104142,104175,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3842,3875
"112",112,119,104194,107,104176,104209,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3876,3909
"113",113,120,104227,108,104210,104243,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3910,3943
"114",114,121,104260,109,104244,104277,"inbetween",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3944,3977
"115",115,122,104293,110,104278,104311,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,3978,4011
"116",116,123,104326,111,104312,104345,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4012,4045
"117",117,124,104359,112,104346,104379,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4046,4079
"118",118,125,104392,113,104380,104413,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4080,4113
"119",119,126,104425,114,104414,104447,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4114,4147
"120",120,127,104458,115,104448,104481,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4148,4181
"121",121,128,104491,116,104482,104515,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4182,4215
"122",122,129,104524,117,104516,104549,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4216,4249
"123",123,130,104557,118,104550,104583,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4250,4283
"124",124,131,104590,119,104584,104617,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4284,4317
"125",125,132,104623,120,104618,104651,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4318,4351
"126",126,133,104656,121,104652,104685,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4352,4385
"127",127,134,104689,122,104686,104719,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4386,4419
"128",128,135,104722,123,104720,104753,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4420,4453
"129",129,136,104755,124,104754,104787,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4454,4487
"130",130,137,104788,125,104788,104821,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4488,4521
"131",131,138,104821,125,104788,104821,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,33,4488,4521
"132",132,139,104854,126,104822,104856,"right",1,100300,104890,52,4590,NA,NA,NA,NA,NA,NA,34,4522,4556
"133",133,558,118681,127,118660,118693,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,204,237
"134",134,559,118714,128,118694,118727,"inbetween",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,238,271
"135",135,560,118747,129,118728,118761,"inbetween",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,272,305
"136",136,561,118780,130,118762,118795,"inbetween",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,306,339
"137",137,562,118813,131,118796,118829,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,340,373
"138",138,563,118846,132,118830,118863,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,374,407
"139",139,564,118879,133,118864,118897,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,408,441
"140",140,565,118912,134,118898,118931,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,442,475
"141",141,566,118945,135,118932,118965,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,476,509
"142",142,567,118978,136,118966,118999,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,510,543
"143",143,568,119011,137,119000,119033,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,544,577
"144",144,569,119044,138,119034,119067,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,578,611
"145",145,570,119077,139,119068,119101,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,612,645
"146",146,571,119110,140,119102,119135,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,646,679
"147",147,572,119143,141,119136,119169,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,680,713
"148",148,573,119176,142,119170,119203,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,714,747
"149",149,574,119209,143,119204,119237,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,748,781
"150",150,575,119242,144,119238,119271,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,782,815
"151",151,576,119275,145,119272,119305,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,816,849
"152",152,577,119308,146,119306,119339,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,850,883
"153",153,578,119341,147,119340,119373,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,884,917
"154",154,579,119374,148,119374,119407,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,918,951
"155",155,580,119407,148,119374,119407,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,918,951
"156",156,581,119440,149,119408,119441,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,952,985
"157",157,582,119473,150,119442,119475,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,986,1019
"158",158,583,119506,151,119476,119509,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1020,1053
"159",159,584,119539,152,119510,119543,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1054,1087
"160",160,585,119572,153,119544,119577,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1088,1121
"161",161,586,119605,154,119578,119611,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1122,1155
"162",162,587,119638,155,119612,119645,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1156,1189
"163",163,588,119671,156,119646,119679,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1190,1223
"164",164,589,119704,157,119680,119713,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1224,1257
"165",165,590,119737,158,119714,119747,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,1258,1291
"166",166,591,119770,159,119748,119781,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1292,1325
"167",167,592,119803,160,119782,119815,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1326,1359
"168",168,593,119836,161,119816,119849,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1360,1393
"169",169,594,119869,162,119850,119883,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1394,1427
"170",170,595,119902,163,119884,119917,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1428,1461
"171",171,596,119935,164,119918,119951,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1462,1495
"172",172,597,119968,165,119952,119985,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1496,1529
"173",173,598,120001,166,119986,120019,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1530,1563
"174",174,599,120034,167,120020,120053,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1564,1597
"175",175,600,120067,168,120054,120087,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1598,1631
"176",176,601,120100,169,120088,120121,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1632,1665
"177",177,602,120133,170,120122,120155,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1666,1699
"178",178,603,120166,171,120156,120189,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1700,1733
"179",179,604,120199,172,120190,120223,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1734,1767
"180",180,605,120232,173,120224,120257,"right",2,118456,122944,27,4488,119760,120257,"twenty",1304,1801,1552.5,33,1768,1801
"181",181,606,120265,174,120258,120291,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,1802,1835
"182",182,607,120298,175,120292,120325,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,1836,1869
"183",183,608,120331,176,120326,120359,"left",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,1870,1903
"184",184,609,120364,177,120360,120393,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,1904,1937
"185",185,610,120397,178,120394,120427,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,1938,1971
"186",186,611,120430,179,120428,120461,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,1972,2005
"187",187,612,120463,180,120462,120495,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2006,2039
"188",188,613,120496,181,120496,120529,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2040,2073
"189",189,614,120529,181,120496,120529,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2040,2073
"190",190,615,120562,182,120530,120563,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2074,2107
"191",191,616,120595,183,120564,120597,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2108,2141
"192",192,617,120628,184,120598,120631,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2142,2175
"193",193,618,120661,185,120632,120665,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2176,2209
"194",194,619,120694,186,120666,120699,"not looking",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2210,2243
"195",195,620,120727,187,120700,120733,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2244,2277
"196",196,621,120760,188,120734,120767,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2278,2311
"197",197,622,120793,189,120768,120801,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2312,2345
"198",198,623,120826,190,120802,120835,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2346,2379
"199",199,624,120859,191,120836,120869,"inbetween",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2380,2413
"200",200,625,120892,192,120870,120903,"inbetween",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2414,2447
"201",201,626,120925,193,120904,120937,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2448,2481
"202",202,627,120958,194,120938,120971,"right",2,118456,122944,27,4488,120257,120974,"seven",1801,2518,2159.5,33,2482,2515
"203",203,628,120991,195,120972,121005,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2516,2549
"204",204,629,121024,196,121006,121039,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2550,2583
"205",205,630,121057,197,121040,121073,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2584,2617
"206",206,631,121090,198,121074,121107,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2618,2651
"207",207,632,121123,199,121108,121141,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2652,2685
"208",208,633,121156,200,121142,121175,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2686,2719
"209",209,634,121189,201,121176,121209,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2720,2753
"210",210,635,121222,202,121210,121243,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2754,2787
"211",211,636,121255,203,121244,121277,"left",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2788,2821
"212",212,637,121288,204,121278,121311,"right",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2822,2855
"213",213,638,121321,205,121312,121345,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2856,2889
"214",214,639,121354,206,121346,121379,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2890,2923
"215",215,640,121387,207,121380,121413,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2924,2957
"216",216,641,121420,208,121414,121447,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2958,2991
"217",217,642,121453,209,121448,121481,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,2992,3025
"218",218,643,121486,210,121482,121515,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3026,3059
"219",219,644,121519,211,121516,121549,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3060,3093
"220",220,645,121552,212,121550,121583,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3094,3127
"221",221,646,121585,213,121584,121617,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3128,3161
"222",222,647,121618,214,121618,121651,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3162,3195
"223",223,648,121651,214,121618,121651,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3162,3195
"224",224,649,121684,215,121652,121685,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3196,3229
"225",225,650,121717,216,121686,121719,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3230,3263
"226",226,651,121750,217,121720,121753,"not looking",2,118456,122944,27,4488,NA,NA,NA,NA,NA,NA,33,3264,3297
