"","X","framenum","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration","word_onset","word_offset","word","Adjusted_Word_Onset","Adjusted_Word_Offset","Label_Position","Individual_Gaze_Durations","Adjusted_Gaze_Start","Adjusted_Gaze_End"
"1307",1307,5574,284209,1266,284206,284239,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4080,4113
"1308",1308,5575,284242,1267,284240,284273,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4114,4147
"1309",1309,5576,284275,1268,284274,284307,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4148,4181
"1310",1310,5577,284308,1269,284308,284341,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4182,4215
"1311",1311,5578,284341,1269,284308,284341,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4182,4215
"1312",1312,5579,284374,1270,284342,284375,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4216,4249
"1313",1313,5580,284407,1271,284376,284409,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4250,4283
"1314",1314,5581,284440,1272,284410,284443,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4284,4317
"1315",1315,5582,284473,1273,284444,284477,"middle",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4318,4351
"1316",1316,5583,284506,1274,284478,284511,"right",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4352,4385
"1317",1317,5584,284539,1275,284512,284545,"right",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4386,4419
"1318",1318,5585,284572,1276,284546,284579,"right",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4420,4453
"1319",1319,5586,284605,1277,284580,284613,"right",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,33,4454,4487
"1320",1320,5587,284638,1278,284614,284648,"right",10,280126,284682,574,4556,NA,NA,NA,NA,NA,NA,34,4488,4522
"1321",1321,5947,296518,1279,296514,296547,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,442,475
"1322",1322,5948,296551,1280,296548,296581,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,476,509
"1323",1323,5949,296584,1281,296582,296615,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,510,543
"1324",1324,5950,296617,1282,296616,296649,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,544,577
"1325",1325,5951,296650,1283,296650,296683,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,578,611
"1326",1326,5952,296683,1283,296650,296683,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,578,611
"1327",1327,5953,296716,1284,296684,296717,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,612,645
"1328",1328,5954,296749,1285,296718,296751,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,646,679
"1329",1329,5955,296782,1286,296752,296785,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,680,713
"1330",1330,5956,296815,1287,296786,296819,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,714,747
"1331",1331,5957,296848,1288,296820,296853,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,748,781
"1332",1332,5958,296881,1289,296854,296887,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,782,815
"1333",1333,5959,296914,1290,296888,296921,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,816,849
"1334",1334,5960,296947,1291,296922,296955,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,850,883
"1335",1335,5961,296980,1292,296956,296989,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,884,917
"1336",1336,5962,297013,1293,296990,297023,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,918,951
"1337",1337,5963,297046,1294,297024,297057,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,952,985
"1338",1338,5964,297079,1295,297058,297091,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,986,1019
"1339",1339,5965,297112,1296,297092,297125,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1020,1053
"1340",1340,5966,297145,1297,297126,297159,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1054,1087
"1341",1341,5967,297178,1298,297160,297193,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1088,1121
"1342",1342,5968,297211,1299,297194,297227,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1122,1155
"1343",1343,5969,297244,1300,297228,297261,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1156,1189
"1344",1344,5970,297277,1301,297262,297295,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1190,1223
"1345",1345,5971,297310,1302,297296,297329,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1224,1257
"1346",1346,5972,297343,1303,297330,297363,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1258,1291
"1347",1347,5973,297376,1304,297364,297397,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,1292,1325
"1348",1348,5974,297409,1305,297398,297431,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1326,1359
"1349",1349,5975,297442,1306,297432,297465,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1360,1393
"1350",1350,5976,297475,1307,297466,297499,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1394,1427
"1351",1351,5977,297508,1308,297500,297533,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1428,1461
"1352",1352,5978,297541,1309,297534,297567,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1462,1495
"1353",1353,5979,297574,1310,297568,297601,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1496,1529
"1354",1354,5980,297607,1311,297602,297635,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1530,1563
"1355",1355,5981,297640,1312,297636,297669,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1564,1597
"1356",1356,5982,297673,1313,297670,297703,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1598,1631
"1357",1357,5983,297706,1314,297704,297737,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1632,1665
"1358",1358,5984,297739,1315,297738,297771,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1666,1699
"1359",1359,5985,297772,1316,297772,297805,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1700,1733
"1360",1360,5986,297805,1316,297772,297805,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1700,1733
"1361",1361,5987,297838,1317,297806,297839,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1734,1767
"1362",1362,5988,297871,1318,297840,297873,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1768,1801
"1363",1363,5989,297904,1319,297874,297907,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1802,1835
"1364",1364,5990,297937,1320,297908,297941,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1836,1869
"1365",1365,5991,297970,1321,297942,297975,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1870,1903
"1366",1366,5992,298003,1322,297976,298009,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1904,1937
"1367",1367,5993,298036,1323,298010,298043,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1938,1971
"1368",1368,5994,298069,1324,298044,298077,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,1972,2005
"1369",1369,5995,298102,1325,298078,298111,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,2006,2039
"1370",1370,5996,298135,1326,298112,298145,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,2040,2073
"1371",1371,5997,298168,1327,298146,298179,"not looking",11,296072,300628,69,4556,297407,298199,"sixty",1335,2127,1731,33,2074,2107
"1372",1372,5998,298201,1328,298180,298213,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2108,2141
"1373",1373,5999,298234,1329,298214,298247,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2142,2175
"1374",1374,6000,298267,1330,298248,298281,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2176,2209
"1375",1375,6001,298300,1331,298282,298315,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2210,2243
"1376",1376,6002,298333,1332,298316,298349,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2244,2277
"1377",1377,6003,298366,1333,298350,298383,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2278,2311
"1378",1378,6004,298399,1334,298384,298417,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2312,2345
"1379",1379,6005,298432,1335,298418,298451,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2346,2379
"1380",1380,6006,298465,1336,298452,298485,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2380,2413
"1381",1381,6007,298498,1337,298486,298519,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2414,2447
"1382",1382,6008,298531,1338,298520,298553,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2448,2481
"1383",1383,6009,298564,1339,298554,298587,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2482,2515
"1384",1384,6010,298597,1340,298588,298621,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2516,2549
"1385",1385,6011,298630,1341,298622,298655,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2550,2583
"1386",1386,6012,298663,1342,298656,298689,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2584,2617
"1387",1387,6013,298696,1343,298690,298723,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2618,2651
"1388",1388,6014,298729,1344,298724,298757,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2652,2685
"1389",1389,6015,298762,1345,298758,298791,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2686,2719
"1390",1390,6016,298795,1346,298792,298825,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2720,2753
"1391",1391,6017,298828,1347,298826,298859,"not looking",11,296072,300628,69,4556,298199,298853,"nine",2127,2781,2454,33,2754,2787
"1392",1392,6018,298861,1348,298860,298893,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2788,2821
"1393",1393,6019,298894,1349,298894,298927,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2822,2855
"1394",1394,6020,298927,1349,298894,298927,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2822,2855
"1395",1395,6021,298960,1350,298928,298961,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2856,2889
"1396",1396,6022,298993,1351,298962,298995,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2890,2923
"1397",1397,6023,299026,1352,298996,299029,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2924,2957
"1398",1398,6024,299059,1353,299030,299063,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2958,2991
"1399",1399,6025,299092,1354,299064,299097,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,2992,3025
"1400",1400,6026,299125,1355,299098,299131,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3026,3059
"1401",1401,6027,299158,1356,299132,299165,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3060,3093
"1402",1402,6028,299191,1357,299166,299199,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3094,3127
"1403",1403,6029,299224,1358,299200,299233,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3128,3161
"1404",1404,6030,299257,1359,299234,299267,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3162,3195
"1405",1405,6031,299290,1360,299268,299301,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3196,3229
"1406",1406,6032,299323,1361,299302,299335,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3230,3263
"1407",1407,6033,299356,1362,299336,299369,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3264,3297
"1408",1408,6034,299389,1363,299370,299403,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3298,3331
"1409",1409,6035,299422,1364,299404,299437,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3332,3365
"1410",1410,6036,299455,1365,299438,299471,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3366,3399
"1411",1411,6037,299488,1366,299472,299505,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3400,3433
"1412",1412,6038,299521,1367,299506,299539,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3434,3467
"1413",1413,6039,299554,1368,299540,299573,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3468,3501
"1414",1414,6040,299587,1369,299574,299607,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3502,3535
"1415",1415,6041,299620,1370,299608,299641,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3536,3569
"1416",1416,6042,299653,1371,299642,299675,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3570,3603
"1417",1417,6043,299686,1372,299676,299709,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3604,3637
"1418",1418,6044,299719,1373,299710,299743,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3638,3671
"1419",1419,6045,299752,1374,299744,299777,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3672,3705
"1420",1420,6046,299785,1375,299778,299811,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3706,3739
"1421",1421,6047,299818,1376,299812,299845,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3740,3773
"1422",1422,6048,299851,1377,299846,299879,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3774,3807
"1423",1423,6049,299884,1378,299880,299913,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3808,3841
"1424",1424,6050,299917,1379,299914,299947,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3842,3875
"1425",1425,6051,299950,1380,299948,299981,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3876,3909
"1426",1426,6052,299983,1381,299982,300015,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3910,3943
"1427",1427,6053,300016,1382,300016,300049,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3944,3977
"1428",1428,6054,300049,1382,300016,300049,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3944,3977
"1429",1429,6055,300082,1383,300050,300083,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,3978,4011
"1430",1430,6056,300115,1384,300084,300117,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4012,4045
"1431",1431,6057,300148,1385,300118,300151,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4046,4079
"1432",1432,6058,300181,1386,300152,300185,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4080,4113
"1433",1433,6059,300214,1387,300186,300219,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4114,4147
"1434",1434,6060,300247,1388,300220,300253,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4148,4181
"1435",1435,6061,300280,1389,300254,300287,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4182,4215
"1436",1436,6062,300313,1390,300288,300321,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4216,4249
"1437",1437,6063,300346,1391,300322,300355,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4250,4283
"1438",1438,6064,300379,1392,300356,300389,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4284,4317
"1439",1439,6065,300412,1393,300390,300423,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4318,4351
"1440",1440,6066,300445,1394,300424,300457,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4352,4385
"1441",1441,6067,300478,1395,300458,300491,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4386,4419
"1442",1442,6068,300511,1396,300492,300525,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4420,4453
"1443",1443,6069,300544,1397,300526,300559,"not looking",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4454,4487
"1444",1444,6070,300577,1398,300560,300593,"right",11,296072,300628,69,4556,NA,NA,NA,NA,NA,NA,33,4488,4521
"1445",1445,6465,313612,1399,313582,313615,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,340,373
"1446",1446,6466,313645,1400,313616,313649,"not looking",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,374,407
"1447",1447,6467,313678,1401,313650,313683,"not looking",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,408,441
"1448",1448,6468,313711,1402,313684,313717,"not looking",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,442,475
"1449",1449,6469,313744,1403,313718,313751,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,476,509
"1450",1450,6470,313777,1404,313752,313785,"not looking",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,510,543
"1451",1451,6471,313810,1405,313786,313819,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,544,577
"1452",1452,6472,313843,1406,313820,313853,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,578,611
"1453",1453,6473,313876,1407,313854,313887,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,612,645
"1454",1454,6474,313909,1408,313888,313921,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,646,679
"1455",1455,6475,313942,1409,313922,313955,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,680,713
"1456",1456,6476,313975,1410,313956,313989,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,714,747
"1457",1457,6477,314008,1411,313990,314023,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,748,781
"1458",1458,6478,314041,1412,314024,314057,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,782,815
"1459",1459,6479,314074,1413,314058,314091,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,816,849
"1460",1460,6480,314107,1414,314092,314125,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,850,883
"1461",1461,6481,314140,1415,314126,314159,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,884,917
"1462",1462,6482,314173,1416,314160,314193,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,918,951
"1463",1463,6483,314206,1417,314194,314227,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,952,985
"1464",1464,6484,314239,1418,314228,314261,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,986,1019
"1465",1465,6485,314272,1419,314262,314295,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1020,1053
"1466",1466,6486,314305,1420,314296,314329,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1054,1087
"1467",1467,6487,314338,1421,314330,314363,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1088,1121
"1468",1468,6488,314371,1422,314364,314397,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1122,1155
"1469",1469,6489,314404,1423,314398,314431,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1156,1189
"1470",1470,6490,314437,1424,314432,314465,"middle",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1190,1223
"1471",1471,6491,314470,1425,314466,314499,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1224,1257
"1472",1472,6492,314503,1426,314500,314533,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1258,1291
"1473",1473,6493,314536,1427,314534,314567,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1292,1325
"1474",1474,6494,314569,1428,314568,314601,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1326,1359
"1475",1475,6495,314602,1429,314602,314635,"right",12,313242,317832,745,4590,NA,NA,NA,NA,NA,NA,33,1360,1393
"1476",1476,6496,314635,1429,314602,314635,"right",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1360,1393
"1477",1477,6497,314668,1430,314636,314669,"right",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1394,1427
"1478",1478,6498,314701,1431,314670,314703,"right",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1428,1461
"1479",1479,6499,314734,1432,314704,314737,"right",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1462,1495
"1480",1480,6500,314767,1433,314738,314771,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1496,1529
"1481",1481,6501,314800,1434,314772,314805,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1530,1563
"1482",1482,6502,314833,1435,314806,314839,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1564,1597
"1483",1483,6503,314866,1436,314840,314873,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1598,1631
"1484",1484,6504,314899,1437,314874,314907,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1632,1665
"1485",1485,6505,314932,1438,314908,314941,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1666,1699
"1486",1486,6506,314965,1439,314942,314975,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1700,1733
"1487",1487,6507,314998,1440,314976,315009,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1734,1767
"1488",1488,6508,315031,1441,315010,315043,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1768,1801
"1489",1489,6509,315064,1442,315044,315077,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1802,1835
"1490",1490,6510,315097,1443,315078,315111,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1836,1869
"1491",1491,6511,315130,1444,315112,315145,"middle",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1870,1903
"1492",1492,6512,315163,1445,315146,315179,"inbetween",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1904,1937
"1493",1493,6513,315196,1446,315180,315213,"right",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1938,1971
"1494",1494,6514,315229,1447,315214,315247,"right",12,313242,317832,745,4590,314616,315243,"seven",1374,2001,1687.5,33,1972,2005
"1495",1495,6515,315262,1448,315248,315281,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2006,2039
"1496",1496,6516,315295,1449,315282,315315,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2040,2073
"1497",1497,6517,315328,1450,315316,315349,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2074,2107
"1498",1498,6518,315361,1451,315350,315383,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2108,2141
"1499",1499,6519,315394,1452,315384,315417,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2142,2175
"1500",1500,6520,315427,1453,315418,315451,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2176,2209
"1501",1501,6521,315460,1454,315452,315485,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2210,2243
"1502",1502,6522,315493,1455,315486,315519,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2244,2277
"1503",1503,6523,315526,1456,315520,315553,"right",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2278,2311
"1504",1504,6524,315559,1457,315554,315587,"inbetween",12,313242,317832,745,4590,315243,315584,"hundred",2001,2342,2171.5,33,2312,2345
"1505",1505,6525,315592,1458,315588,315621,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2346,2379
"1506",1506,6526,315625,1459,315622,315655,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2380,2413
"1507",1507,6527,315658,1460,315656,315689,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2414,2447
"1508",1508,6528,315691,1461,315690,315723,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2448,2481
"1509",1509,6529,315724,1462,315724,315757,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2482,2515
"1510",1510,6530,315757,1462,315724,315757,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2482,2515
"1511",1511,6531,315790,1463,315758,315791,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2516,2549
"1512",1512,6532,315823,1464,315792,315825,"middle",12,313242,317832,745,4590,315584,315854,"and",2342,2612,2477,33,2550,2583
"1513",1513,6533,315856,1465,315826,315859,"middle",12,313242,317832,745,4590,315854,316283,"fourty",2612,3041,2826.5,33,2584,2617
"1514",1514,6534,315889,1466,315860,315893,"middle",12,313242,317832,745,4590,315854,316283,"fourty",2612,3041,2826.5,33,2618,2651
"1515",1515,6535,315922,1467,315894,315927,"middle",12,313242,317832,745,4590,315854,316283,"fourty",2612,3041,2826.5,33,2652,2685
