"","nFrame","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration"
"32",32,91769,31,91766,91799,"right",1,90746,95300,24,4554
"33",33,91802,32,91800,91833,"right",1,90746,95300,24,4554
"34",34,91835,33,91834,91867,"right",1,90746,95300,24,4554
"35",35,91868,34,91868,91901,"right",1,90746,95300,24,4554
"36",36,91901,34,91868,91901,"right",1,90746,95300,24,4554
"37",37,91934,35,91902,91935,"right",1,90746,95300,24,4554
"38",38,91967,36,91936,91969,"right",1,90746,95300,24,4554
"39",39,92000,37,91970,92003,"right",1,90746,95300,24,4554
"40",40,92033,38,92004,92037,"left",1,90746,95300,24,4554
"41",41,92066,39,92038,92071,"right",1,90746,95300,24,4554
"42",42,92099,40,92072,92105,"right",1,90746,95300,24,4554
"43",43,92132,41,92106,92139,"right",1,90746,95300,24,4554
"44",44,92165,42,92140,92173,"right",1,90746,95300,24,4554
"45",45,92198,43,92174,92207,"right",1,90746,95300,24,4554
"46",46,92231,44,92208,92241,"not looking",1,90746,95300,24,4554
"47",47,92264,45,92242,92275,"not looking",1,90746,95300,24,4554
"48",48,92297,46,92276,92309,"not looking",1,90746,95300,24,4554
"49",49,92330,47,92310,92343,"not looking",1,90746,95300,24,4554
"50",50,92363,48,92344,92377,"not looking",1,90746,95300,24,4554
"51",51,92396,49,92378,92411,"not looking",1,90746,95300,24,4554
"52",52,92429,50,92412,92445,"not looking",1,90746,95300,24,4554
"53",53,92462,51,92446,92479,"not looking",1,90746,95300,24,4554
"54",54,92495,52,92480,92513,"not looking",1,90746,95300,24,4554
"55",55,92528,53,92514,92547,"not looking",1,90746,95300,24,4554
"56",56,92561,54,92548,92581,"not looking",1,90746,95300,24,4554
"57",57,92594,55,92582,92615,"not looking",1,90746,95300,24,4554
"58",58,92627,56,92616,92649,"not looking",1,90746,95300,24,4554
"59",59,92660,57,92650,92683,"not looking",1,90746,95300,24,4554
"60",60,92693,58,92684,92717,"not looking",1,90746,95300,24,4554
"61",61,92726,59,92718,92751,"not looking",1,90746,95300,24,4554
"62",62,92759,60,92752,92785,"not looking",1,90746,95300,24,4554
"63",63,92792,61,92786,92819,"not looking",1,90746,95300,24,4554
"64",64,92825,62,92820,92853,"not looking",1,90746,95300,24,4554
"65",65,92858,63,92854,92887,"not looking",1,90746,95300,24,4554
"66",66,92891,64,92888,92921,"not looking",1,90746,95300,24,4554
"67",67,92924,65,92922,92955,"not looking",1,90746,95300,24,4554
"68",68,92957,66,92956,92989,"not looking",1,90746,95300,24,4554
"69",69,92990,67,92990,93023,"not looking",1,90746,95300,24,4554
"70",70,93023,67,92990,93023,"not looking",1,90746,95300,24,4554
"71",71,93056,68,93024,93057,"not looking",1,90746,95300,24,4554
"72",72,93089,69,93058,93091,"right",1,90746,95300,24,4554
"73",73,93122,70,93092,93125,"right",1,90746,95300,24,4554
"74",74,93155,71,93126,93159,"left",1,90746,95300,24,4554
"75",75,93188,72,93160,93193,"left",1,90746,95300,24,4554
"76",76,93221,73,93194,93227,"left",1,90746,95300,24,4554
"77",77,93254,74,93228,93261,"left",1,90746,95300,24,4554
"78",78,93287,75,93262,93295,"left",1,90746,95300,24,4554
"79",79,93320,76,93296,93329,"left",1,90746,95300,24,4554
"80",80,93353,77,93330,93363,"left",1,90746,95300,24,4554
"81",81,93386,78,93364,93397,"left",1,90746,95300,24,4554
"82",82,93419,79,93398,93431,"left",1,90746,95300,24,4554
"83",83,93452,80,93432,93465,"left",1,90746,95300,24,4554
"84",84,93485,81,93466,93499,"left",1,90746,95300,24,4554
"85",85,93518,82,93500,93533,"left",1,90746,95300,24,4554
"86",86,93551,83,93534,93567,"left",1,90746,95300,24,4554
"87",87,93584,84,93568,93601,"left",1,90746,95300,24,4554
"88",88,93617,85,93602,93635,"left",1,90746,95300,24,4554
"89",89,93650,86,93636,93669,"left",1,90746,95300,24,4554
"90",90,93683,87,93670,93703,"left",1,90746,95300,24,4554
"91",91,93716,88,93704,93737,"left",1,90746,95300,24,4554
"92",92,93749,89,93738,93771,"left",1,90746,95300,24,4554
"93",93,93782,90,93772,93805,"left",1,90746,95300,24,4554
"94",94,93815,91,93806,93839,"left",1,90746,95300,24,4554
"95",95,93848,92,93840,93873,"left",1,90746,95300,24,4554
"96",96,93881,93,93874,93907,"left",1,90746,95300,24,4554
"97",97,93914,94,93908,93941,"left",1,90746,95300,24,4554
"98",98,93947,95,93942,93975,"left",1,90746,95300,24,4554
"99",99,93980,96,93976,94009,"left",1,90746,95300,24,4554
"100",100,94013,97,94010,94043,"left",1,90746,95300,24,4554
"101",101,94046,98,94044,94077,"left",1,90746,95300,24,4554
"102",102,94079,99,94078,94111,"left",1,90746,95300,24,4554
"103",103,94112,100,94112,94145,"left",1,90746,95300,24,4554
"104",104,94145,100,94112,94145,"left",1,90746,95300,24,4554
"105",105,94178,101,94146,94179,"left",1,90746,95300,24,4554
"106",106,94211,102,94180,94213,"left",1,90746,95300,24,4554
"107",107,94244,103,94214,94247,"left",1,90746,95300,24,4554
"108",108,94277,104,94248,94281,"left",1,90746,95300,24,4554
"109",109,94310,105,94282,94315,"left",1,90746,95300,24,4554
"110",110,94343,106,94316,94349,"left",1,90746,95300,24,4554
"111",111,94376,107,94350,94383,"left",1,90746,95300,24,4554
"112",112,94409,108,94384,94417,"left",1,90746,95300,24,4554
"113",113,94442,109,94418,94451,"left",1,90746,95300,24,4554
"114",114,94475,110,94452,94485,"left",1,90746,95300,24,4554
"115",115,94508,111,94486,94519,"left",1,90746,95300,24,4554
"116",116,94541,112,94520,94553,"left",1,90746,95300,24,4554
"117",117,94574,113,94554,94587,"left",1,90746,95300,24,4554
"118",118,94607,114,94588,94621,"left",1,90746,95300,24,4554
"119",119,94640,115,94622,94655,"left",1,90746,95300,24,4554
"120",120,94673,116,94656,94689,"left",1,90746,95300,24,4554
"121",121,94706,117,94690,94723,"left",1,90746,95300,24,4554
"122",122,94739,118,94724,94757,"left",1,90746,95300,24,4554
"123",123,94772,119,94758,94791,"left",1,90746,95300,24,4554
"124",124,94805,120,94792,94825,"left",1,90746,95300,24,4554
"125",125,94838,121,94826,94859,"left",1,90746,95300,24,4554
"126",126,94871,122,94860,94893,"not looking",1,90746,95300,24,4554
"127",127,94904,123,94894,94927,"not looking",1,90746,95300,24,4554
"128",128,94937,124,94928,94961,"not looking",1,90746,95300,24,4554
"129",129,94970,125,94962,94995,"not looking",1,90746,95300,24,4554
"130",130,95003,126,94996,95029,"not looking",1,90746,95300,24,4554
"131",131,95036,127,95030,95063,"not looking",1,90746,95300,24,4554
"132",132,95069,128,95064,95097,"not looking",1,90746,95300,24,4554
"133",133,95102,129,95098,95131,"not looking",1,90746,95300,24,4554
"134",134,95135,130,95132,95165,"left",1,90746,95300,24,4554
"135",135,95168,131,95166,95199,"left",1,90746,95300,24,4554
"136",136,95201,132,95200,95233,"left",1,90746,95300,24,4554
"137",137,95234,133,95234,95267,"left",1,90746,95300,24,4554
"138",138,95267,133,95234,95267,"left",1,90746,95300,24,4554
"139",139,95300,134,95268,95301,"left",1,90746,95300,24,4554
"140",507,107444,135,107440,107473,"not looking",2,107440,111932,67,4492
"141",508,107477,136,107474,107507,"not looking",2,107440,111932,67,4492
"142",509,107510,137,107508,107541,"not looking",2,107440,111932,67,4492
"143",510,107543,138,107542,107575,"left",2,107440,111932,67,4492
"144",511,107576,139,107576,107609,"left",2,107440,111932,67,4492
"145",512,107609,139,107576,107609,"left",2,107440,111932,67,4492
"146",513,107642,140,107610,107643,"left",2,107440,111932,67,4492
"147",514,107675,141,107644,107677,"left",2,107440,111932,67,4492
"148",515,107708,142,107678,107711,"left",2,107440,111932,67,4492
"149",516,107741,143,107712,107745,"left",2,107440,111932,67,4492
"150",517,107774,144,107746,107779,"left",2,107440,111932,67,4492
"151",518,107807,145,107780,107813,"left",2,107440,111932,67,4492
"152",519,107840,146,107814,107847,"left",2,107440,111932,67,4492
"153",520,107873,147,107848,107881,"left",2,107440,111932,67,4492
"154",521,107906,148,107882,107915,"left",2,107440,111932,67,4492
"155",522,107939,149,107916,107949,"left",2,107440,111932,67,4492
"156",523,107972,150,107950,107983,"left",2,107440,111932,67,4492
"157",524,108005,151,107984,108017,"left",2,107440,111932,67,4492
"158",525,108038,152,108018,108051,"left",2,107440,111932,67,4492
"159",526,108071,153,108052,108085,"left",2,107440,111932,67,4492
"160",527,108104,154,108086,108119,"left",2,107440,111932,67,4492
"161",528,108137,155,108120,108153,"left",2,107440,111932,67,4492
"162",529,108170,156,108154,108187,"left",2,107440,111932,67,4492
"163",530,108203,157,108188,108221,"left",2,107440,111932,67,4492
"164",531,108236,158,108222,108255,"not looking",2,107440,111932,67,4492
"165",532,108269,159,108256,108289,"not looking",2,107440,111932,67,4492
"166",533,108302,160,108290,108323,"not looking",2,107440,111932,67,4492
"167",534,108335,161,108324,108357,"not looking",2,107440,111932,67,4492
"168",535,108368,162,108358,108391,"not looking",2,107440,111932,67,4492
"169",536,108401,163,108392,108425,"not looking",2,107440,111932,67,4492
"170",537,108434,164,108426,108459,"not looking",2,107440,111932,67,4492
"171",538,108467,165,108460,108493,"not looking",2,107440,111932,67,4492
"172",539,108500,166,108494,108527,"not looking",2,107440,111932,67,4492
"173",540,108533,167,108528,108561,"not looking",2,107440,111932,67,4492
"174",541,108566,168,108562,108595,"not looking",2,107440,111932,67,4492
"175",542,108599,169,108596,108629,"not looking",2,107440,111932,67,4492
"176",543,108632,170,108630,108663,"not looking",2,107440,111932,67,4492
"177",544,108665,171,108664,108697,"not looking",2,107440,111932,67,4492
"178",545,108698,172,108698,108731,"not looking",2,107440,111932,67,4492
"179",546,108731,172,108698,108731,"not looking",2,107440,111932,67,4492
"180",547,108764,173,108732,108765,"not looking",2,107440,111932,67,4492
"181",548,108797,174,108766,108799,"not looking",2,107440,111932,67,4492
"182",549,108830,175,108800,108833,"not looking",2,107440,111932,67,4492
"183",550,108863,176,108834,108867,"not looking",2,107440,111932,67,4492
"184",551,108896,177,108868,108901,"not looking",2,107440,111932,67,4492
"185",552,108929,178,108902,108935,"not looking",2,107440,111932,67,4492
"186",553,108962,179,108936,108969,"not looking",2,107440,111932,67,4492
"187",554,108995,180,108970,109003,"not looking",2,107440,111932,67,4492
"188",555,109028,181,109004,109037,"not looking",2,107440,111932,67,4492
"189",556,109061,182,109038,109071,"left",2,107440,111932,67,4492
"190",557,109094,183,109072,109105,"left",2,107440,111932,67,4492
"191",558,109127,184,109106,109139,"not looking",2,107440,111932,67,4492
"192",559,109160,185,109140,109173,"not looking",2,107440,111932,67,4492
"193",560,109193,186,109174,109207,"not looking",2,107440,111932,67,4492
"194",561,109226,187,109208,109241,"not looking",2,107440,111932,67,4492
"195",562,109259,188,109242,109275,"not looking",2,107440,111932,67,4492
"196",563,109292,189,109276,109309,"not looking",2,107440,111932,67,4492
"197",564,109325,190,109310,109343,"not looking",2,107440,111932,67,4492
"198",565,109358,191,109344,109377,"not looking",2,107440,111932,67,4492
"199",566,109391,192,109378,109411,"not looking",2,107440,111932,67,4492
"200",567,109424,193,109412,109445,"not looking",2,107440,111932,67,4492
"201",568,109457,194,109446,109479,"not looking",2,107440,111932,67,4492
"202",569,109490,195,109480,109513,"not looking",2,107440,111932,67,4492
"203",570,109523,196,109514,109547,"not looking",2,107440,111932,67,4492
"204",571,109556,197,109548,109581,"not looking",2,107440,111932,67,4492
"205",572,109589,198,109582,109615,"not looking",2,107440,111932,67,4492
"206",573,109622,199,109616,109649,"not looking",2,107440,111932,67,4492
"207",574,109655,200,109650,109683,"not looking",2,107440,111932,67,4492
"208",575,109688,201,109684,109717,"not looking",2,107440,111932,67,4492
"209",576,109721,202,109718,109751,"not looking",2,107440,111932,67,4492
"210",577,109754,203,109752,109785,"not looking",2,107440,111932,67,4492
"211",578,109787,204,109786,109819,"not looking",2,107440,111932,67,4492
"212",579,109820,205,109820,109853,"not looking",2,107440,111932,67,4492
"213",580,109853,205,109820,109853,"not looking",2,107440,111932,67,4492
"214",581,109886,206,109854,109887,"not looking",2,107440,111932,67,4492
"215",582,109919,207,109888,109921,"not looking",2,107440,111932,67,4492
"216",583,109952,208,109922,109955,"not looking",2,107440,111932,67,4492
"217",584,109985,209,109956,109989,"not looking",2,107440,111932,67,4492
"218",585,110018,210,109990,110023,"not looking",2,107440,111932,67,4492
"219",586,110051,211,110024,110057,"not looking",2,107440,111932,67,4492
"220",587,110084,212,110058,110091,"not looking",2,107440,111932,67,4492
"221",588,110117,213,110092,110125,"not looking",2,107440,111932,67,4492
"222",589,110150,214,110126,110159,"not looking",2,107440,111932,67,4492
"223",590,110183,215,110160,110193,"not looking",2,107440,111932,67,4492
"224",591,110216,216,110194,110227,"left",2,107440,111932,67,4492
"225",592,110249,217,110228,110261,"left",2,107440,111932,67,4492
"226",593,110282,218,110262,110295,"left",2,107440,111932,67,4492
"227",594,110315,219,110296,110329,"left",2,107440,111932,67,4492
"228",595,110348,220,110330,110363,"left",2,107440,111932,67,4492
"229",596,110381,221,110364,110397,"left",2,107440,111932,67,4492
"230",597,110414,222,110398,110431,"left",2,107440,111932,67,4492
"231",598,110447,223,110432,110465,"left",2,107440,111932,67,4492
"232",599,110480,224,110466,110499,"left",2,107440,111932,67,4492
"233",600,110513,225,110500,110533,"left",2,107440,111932,67,4492
"234",601,110546,226,110534,110567,"left",2,107440,111932,67,4492
"235",602,110579,227,110568,110601,"right",2,107440,111932,67,4492
"236",603,110612,228,110602,110635,"not looking",2,107440,111932,67,4492
"237",604,110645,229,110636,110669,"not looking",2,107440,111932,67,4492
"238",605,110678,230,110670,110703,"not looking",2,107440,111932,67,4492
"239",606,110711,231,110704,110737,"not looking",2,107440,111932,67,4492
"240",607,110744,232,110738,110771,"not looking",2,107440,111932,67,4492
"241",608,110777,233,110772,110805,"not looking",2,107440,111932,67,4492
"242",609,110810,234,110806,110839,"not looking",2,107440,111932,67,4492
"243",610,110843,235,110840,110873,"not looking",2,107440,111932,67,4492
"244",611,110876,236,110874,110907,"not looking",2,107440,111932,67,4492
"245",612,110909,237,110908,110941,"not looking",2,107440,111932,67,4492
"246",613,110942,238,110942,110975,"not looking",2,107440,111932,67,4492
"247",614,110975,238,110942,110975,"not looking",2,107440,111932,67,4492
"248",615,111008,239,110976,111009,"not looking",2,107440,111932,67,4492
"249",616,111041,240,111010,111043,"not looking",2,107440,111932,67,4492
"250",617,111074,241,111044,111077,"not looking",2,107440,111932,67,4492
"251",618,111107,242,111078,111111,"not looking",2,107440,111932,67,4492
"252",619,111140,243,111112,111145,"not looking",2,107440,111932,67,4492
"253",620,111173,244,111146,111179,"not looking",2,107440,111932,67,4492
"254",621,111206,245,111180,111213,"not looking",2,107440,111932,67,4492
"255",622,111239,246,111214,111247,"not looking",2,107440,111932,67,4492
"256",623,111272,247,111248,111281,"not looking",2,107440,111932,67,4492
"257",624,111305,248,111282,111315,"not looking",2,107440,111932,67,4492
"258",625,111338,249,111316,111349,"not looking",2,107440,111932,67,4492
"259",626,111371,250,111350,111383,"not looking",2,107440,111932,67,4492
"260",627,111404,251,111384,111417,"not looking",2,107440,111932,67,4492
"261",628,111437,252,111418,111451,"not looking",2,107440,111932,67,4492
"262",629,111470,253,111452,111485,"not looking",2,107440,111932,67,4492
"263",630,111503,254,111486,111519,"not looking",2,107440,111932,67,4492
"264",631,111536,255,111520,111553,"not looking",2,107440,111932,67,4492
"265",632,111569,256,111554,111587,"not looking",2,107440,111932,67,4492
"266",633,111602,257,111588,111621,"not looking",2,107440,111932,67,4492
"267",634,111635,258,111622,111655,"right",2,107440,111932,67,4492
"268",635,111668,259,111656,111689,"right",2,107440,111932,67,4492
"269",636,111701,260,111690,111723,"right",2,107440,111932,67,4492
"270",637,111734,261,111724,111757,"left",2,107440,111932,67,4492
"271",638,111767,262,111758,111791,"right",2,107440,111932,67,4492
"272",639,111800,263,111792,111825,"left",2,107440,111932,67,4492
"273",640,111833,264,111826,111859,"left",2,107440,111932,67,4492
"274",641,111866,265,111860,111893,"left",2,107440,111932,67,4492
"275",642,111899,266,111894,111927,"right",2,107440,111932,67,4492
"276",643,111932,267,111928,111961,"right",2,107440,111932,67,4492
"277",953,122162,268,122162,122195,"not looking",3,122162,137019,89,14857
"278",954,122195,268,122162,122195,"not looking",3,122162,137019,89,14857
"279",955,122228,269,122196,122229,"not looking",3,122162,137019,89,14857
"280",956,122261,270,122230,122263,"not looking",3,122162,137019,89,14857
"281",957,122294,271,122264,122297,"not looking",3,122162,137019,89,14857
"282",958,122327,272,122298,122331,"not looking",3,122162,137019,89,14857
"283",959,122360,273,122332,122365,"not looking",3,122162,137019,89,14857
"284",960,122393,274,122366,122399,"left",3,122162,137019,89,14857
"285",961,122426,275,122400,122433,"left",3,122162,137019,89,14857
"286",962,122459,276,122434,122467,"left",3,122162,137019,89,14857
"287",963,122492,277,122468,122501,"left",3,122162,137019,89,14857
"288",964,122525,278,122502,122535,"not looking",3,122162,137019,89,14857
"289",965,122558,279,122536,122569,"not looking",3,122162,137019,89,14857
"290",966,122591,280,122570,122603,"not looking",3,122162,137019,89,14857
"291",967,122624,281,122604,122637,"not looking",3,122162,137019,89,14857
"292",968,122657,282,122638,122671,"not looking",3,122162,137019,89,14857
"293",969,122690,283,122672,122705,"not looking",3,122162,137019,89,14857
"294",970,122723,284,122706,122739,"not looking",3,122162,137019,89,14857
"295",971,122756,285,122740,122773,"not looking",3,122162,137019,89,14857
"296",972,122789,286,122774,122807,"not looking",3,122162,137019,89,14857
"297",973,122822,287,122808,122841,"not looking",3,122162,137019,89,14857
"298",974,122855,288,122842,122875,"not looking",3,122162,137019,89,14857
"299",975,122888,289,122876,122909,"not looking",3,122162,137019,89,14857
"300",976,122921,290,122910,122943,"not looking",3,122162,137019,89,14857
"301",977,122954,291,122944,122977,"left",3,122162,137019,89,14857
"302",978,122987,292,122978,123011,"left",3,122162,137019,89,14857
"303",979,123020,293,123012,123045,"left",3,122162,137019,89,14857
"304",980,123053,294,123046,123079,"left",3,122162,137019,89,14857
"305",981,123086,295,123080,123113,"left",3,122162,137019,89,14857
"306",982,123119,296,123114,123147,"left",3,122162,137019,89,14857
"307",983,123152,297,123148,123181,"left",3,122162,137019,89,14857
"308",984,123185,298,123182,123215,"left",3,122162,137019,89,14857
"309",985,123218,299,123216,123249,"left",3,122162,137019,89,14857
"310",986,123251,300,123250,123283,"left",3,122162,137019,89,14857
"311",987,123284,301,123284,123317,"left",3,122162,137019,89,14857
"312",988,123317,301,123284,123317,"left",3,122162,137019,89,14857
"313",989,123350,302,123318,123351,"left",3,122162,137019,89,14857
"314",990,123383,303,123352,123385,"left",3,122162,137019,89,14857
"315",991,123416,304,123386,123419,"left",3,122162,137019,89,14857
"316",992,123449,305,123420,123453,"left",3,122162,137019,89,14857
"317",993,123482,306,123454,123487,"left",3,122162,137019,89,14857
"318",994,123515,307,123488,123521,"left",3,122162,137019,89,14857
"319",995,123548,308,123522,123555,"inbetween",3,122162,137019,89,14857
"320",996,123581,309,123556,123623,"left",3,122162,137019,89,14857
"321",997,123614,309,123556,123623,"left",3,122162,137019,89,14857
"322",998,123647,310,123624,123657,"left",3,122162,137019,89,14857
"323",999,123680,311,123658,123691,"left",3,122162,137019,89,14857
"324",1000,123713,312,123692,123725,"not looking",3,122162,137019,89,14857
"325",1001,123746,313,123726,123759,"not looking",3,122162,137019,89,14857
"326",1002,123779,314,123760,123793,"not looking",3,122162,137019,89,14857
"327",1003,123812,315,123794,123827,"not looking",3,122162,137019,89,14857
"328",1004,123845,316,123828,123861,"not looking",3,122162,137019,89,14857
"329",1005,123878,317,123862,123895,"not looking",3,122162,137019,89,14857
"330",1006,123911,318,123896,123929,"not looking",3,122162,137019,89,14857
"331",1007,123944,319,123930,123963,"not looking",3,122162,137019,89,14857
"332",1008,123977,320,123964,123997,"not looking",3,122162,137019,89,14857
"333",1009,124010,321,123998,124031,"not looking",3,122162,137019,89,14857
"334",1010,124043,322,124032,124065,"not looking",3,122162,137019,89,14857
"335",1011,124076,323,124066,124099,"not looking",3,122162,137019,89,14857
"336",1012,124109,324,124100,124133,"not looking",3,122162,137019,89,14857
"337",1013,124142,325,124134,124167,"not looking",3,122162,137019,89,14857
"338",1014,124175,326,124168,124201,"not looking",3,122162,137019,89,14857
"339",1015,124208,327,124202,124235,"not looking",3,122162,137019,89,14857
"340",1016,124241,328,124236,124269,"not looking",3,122162,137019,89,14857
"341",1017,124274,329,124270,124303,"not looking",3,122162,137019,89,14857
"342",1018,124307,330,124304,124337,"not looking",3,122162,137019,89,14857
"343",1019,124340,331,124338,124371,"not looking",3,122162,137019,89,14857
"344",1020,124373,332,124372,124405,"not looking",3,122162,137019,89,14857
"345",1021,124406,333,124406,124439,"not looking",3,122162,137019,89,14857
"346",1022,124439,333,124406,124439,"not looking",3,122162,137019,89,14857
"347",1023,124472,334,124440,124473,"not looking",3,122162,137019,89,14857
"348",1024,124505,335,124474,124507,"inbetween",3,122162,137019,89,14857
"349",1025,124538,336,124508,124541,"left",3,122162,137019,89,14857
"350",1026,124571,337,124542,124575,"left",3,122162,137019,89,14857
"351",1027,124604,338,124576,124609,"left",3,122162,137019,89,14857
"352",1028,124637,339,124610,124643,"left",3,122162,137019,89,14857
"353",1029,124670,340,124644,124677,"left",3,122162,137019,89,14857
"354",1030,124703,341,124678,124711,"left",3,122162,137019,89,14857
"355",1031,124736,342,124712,124745,"left",3,122162,137019,89,14857
"356",1032,124769,343,124746,124779,"left",3,122162,137019,89,14857
"357",1033,124802,344,124780,124813,"left",3,122162,137019,89,14857
"358",1034,124835,345,124814,124847,"left",3,122162,137019,89,14857
"359",1035,124868,346,124848,124881,"left",3,122162,137019,89,14857
"360",1036,124901,347,124882,124915,"left",3,122162,137019,89,14857
"361",1037,124934,348,124916,124949,"inbetween",3,122162,137019,89,14857
"362",1038,124967,349,124950,124983,"left",3,122162,137019,89,14857
"363",1039,125000,350,124984,125017,"left",3,122162,137019,89,14857
"364",1040,125033,351,125018,125051,"left",3,122162,137019,89,14857
"365",1041,125066,352,125052,125085,"left",3,122162,137019,89,14857
"366",1042,125099,353,125086,125119,"left",3,122162,137019,89,14857
"367",1043,125132,354,125120,125153,"not looking",3,122162,137019,89,14857
"368",1044,125165,355,125154,125187,"not looking",3,122162,137019,89,14857
"369",1045,125198,356,125188,125221,"not looking",3,122162,137019,89,14857
"370",1046,125231,357,125222,125255,"not looking",3,122162,137019,89,14857
"371",1047,125264,358,125256,125289,"not looking",3,122162,137019,89,14857
"372",1048,125297,359,125290,125323,"not looking",3,122162,137019,89,14857
"373",1049,125330,360,125324,125357,"not looking",3,122162,137019,89,14857
"374",1050,125363,361,125358,125391,"not looking",3,122162,137019,89,14857
"375",1051,125396,362,125392,125425,"not looking",3,122162,137019,89,14857
"376",1052,125429,363,125426,125459,"not looking",3,122162,137019,89,14857
"377",1053,125462,364,125460,125493,"not looking",3,122162,137019,89,14857
"378",1054,125495,365,125494,125527,"not looking",3,122162,137019,89,14857
"379",1055,125528,366,125528,125561,"not looking",3,122162,137019,89,14857
"380",1056,125561,366,125528,125561,"not looking",3,122162,137019,89,14857
"381",1057,125594,367,125562,125595,"not looking",3,122162,137019,89,14857
"382",1058,125627,368,125596,125629,"not looking",3,122162,137019,89,14857
"383",1059,125660,369,125630,125663,"not looking",3,122162,137019,89,14857
"384",1060,125693,370,125664,125697,"not looking",3,122162,137019,89,14857
"385",1061,125726,371,125698,125731,"not looking",3,122162,137019,89,14857
"386",1062,125759,372,125732,125765,"not looking",3,122162,137019,89,14857
"387",1063,125792,373,125766,125799,"not looking",3,122162,137019,89,14857
"388",1064,125825,374,125800,125833,"not looking",3,122162,137019,89,14857
"389",1065,125858,375,125834,125867,"not looking",3,122162,137019,89,14857
"390",1066,125891,376,125868,125901,"not looking",3,122162,137019,89,14857
"391",1067,125924,377,125902,125935,"not looking",3,122162,137019,89,14857
"392",1068,125957,378,125936,125969,"not looking",3,122162,137019,89,14857
"393",1069,125990,379,125970,126003,"not looking",3,122162,137019,89,14857
"394",1070,126023,380,126004,126037,"not looking",3,122162,137019,89,14857
"395",1071,126056,381,126038,126071,"not looking",3,122162,137019,89,14857
"396",1072,126089,382,126072,126105,"not looking",3,122162,137019,89,14857
"397",1073,126122,383,126106,126139,"not looking",3,122162,137019,89,14857
"398",1074,126155,384,126140,126173,"not looking",3,122162,137019,89,14857
"399",1075,126188,385,126174,126207,"not looking",3,122162,137019,89,14857
"400",1076,126221,386,126208,126241,"not looking",3,122162,137019,89,14857
"401",1077,126254,387,126242,126275,"not looking",3,122162,137019,89,14857
"402",1078,126287,388,126276,126309,"not looking",3,122162,137019,89,14857
"403",1079,126320,389,126310,126343,"not looking",3,122162,137019,89,14857
"404",1080,126353,390,126344,126377,"not looking",3,122162,137019,89,14857
"405",1081,126386,391,126378,126411,"not looking",3,122162,137019,89,14857
"406",1082,126419,392,126412,126445,"not looking",3,122162,137019,89,14857
"407",1083,126452,393,126446,126479,"not looking",3,122162,137019,89,14857
"408",1084,126485,394,126480,126513,"not looking",3,122162,137019,89,14857
"409",1085,126518,395,126514,126547,"not looking",3,122162,137019,89,14857
"410",1086,126551,396,126548,126581,"not looking",3,122162,137019,89,14857
"411",1087,126584,397,126582,126615,"not looking",3,122162,137019,89,14857
"412",1088,126617,398,126616,126649,"not looking",3,122162,137019,89,14857
"413",1089,126650,399,126650,126683,"not looking",3,122162,137019,89,14857
"414",1090,126683,399,126650,126683,"not looking",3,122162,137019,89,14857
"415",1091,126716,400,126684,126717,"not looking",3,122162,137019,89,14857
