"","nFrame","time","gaze_pos.ordinal","gaze_pos.onset","gaze_pos.offset","AOI","trials.ordinal","trials.onset","trials.offset","trials.number","trial_duration"
"2298",2974,188855,834,188836,188869,"left",7,187748,201109,492,13361
"2299",2975,188888,835,188870,188903,"left",7,187748,201109,492,13361
"2300",2976,188921,836,188904,188937,"left",7,187748,201109,492,13361
"2301",2977,188954,837,188938,188971,"left",7,187748,201109,492,13361
"2302",2978,188987,838,188972,189005,"not looking",7,187748,201109,492,13361
"2303",2979,189020,839,189006,189039,"not looking",7,187748,201109,492,13361
"2304",2980,189053,840,189040,189073,"not looking",7,187748,201109,492,13361
"2305",2981,189086,841,189074,189107,"not looking",7,187748,201109,492,13361
"2306",2982,189119,842,189108,189141,"not looking",7,187748,201109,492,13361
"2307",2983,189152,843,189142,189175,"not looking",7,187748,201109,492,13361
"2308",2984,189185,844,189176,189209,"not looking",7,187748,201109,492,13361
"2309",2985,189218,845,189210,189243,"not looking",7,187748,201109,492,13361
"2310",2986,189251,846,189244,189277,"not looking",7,187748,201109,492,13361
"2311",2987,189284,847,189278,189311,"not looking",7,187748,201109,492,13361
"2312",2988,189317,848,189312,189345,"not looking",7,187748,201109,492,13361
"2313",2989,189350,849,189346,189379,"not looking",7,187748,201109,492,13361
"2314",2990,189383,850,189380,189413,"not looking",7,187748,201109,492,13361
"2315",2991,189416,851,189414,189447,"not looking",7,187748,201109,492,13361
"2316",2992,189449,852,189448,189481,"not looking",7,187748,201109,492,13361
"2317",2993,189482,853,189482,189515,"not looking",7,187748,201109,492,13361
"2318",2994,189515,853,189482,189515,"not looking",7,187748,201109,492,13361
"2319",2995,189548,854,189516,189549,"not looking",7,187748,201109,492,13361
"2320",2996,189581,855,189550,189583,"not looking",7,187748,201109,492,13361
"2321",2997,189614,856,189584,189617,"not looking",7,187748,201109,492,13361
"2322",2998,189647,857,189618,189651,"not looking",7,187748,201109,492,13361
"2323",2999,189680,858,189652,189685,"not looking",7,187748,201109,492,13361
"2324",3000,189713,859,189686,189719,"not looking",7,187748,201109,492,13361
"2325",3001,189746,860,189720,189753,"not looking",7,187748,201109,492,13361
"2326",3002,189779,861,189754,189787,"not looking",7,187748,201109,492,13361
"2327",3003,189812,862,189788,189821,"not looking",7,187748,201109,492,13361
"2328",3004,189845,863,189822,189855,"not looking",7,187748,201109,492,13361
"2329",3005,189878,864,189856,189889,"not looking",7,187748,201109,492,13361
"2330",3006,189911,865,189890,189923,"not looking",7,187748,201109,492,13361
"2331",3007,189944,866,189924,189957,"not looking",7,187748,201109,492,13361
"2332",3008,189977,867,189958,189991,"not looking",7,187748,201109,492,13361
"2333",3009,190010,868,189992,190025,"not looking",7,187748,201109,492,13361
"2334",3010,190043,869,190026,190059,"not looking",7,187748,201109,492,13361
"2335",3011,190076,870,190060,190093,"left",7,187748,201109,492,13361
"2336",3012,190109,871,190094,190127,"left",7,187748,201109,492,13361
"2337",3013,190142,872,190128,190161,"left",7,187748,201109,492,13361
"2338",3014,190175,873,190162,190195,"left",7,187748,201109,492,13361
"2339",3015,190208,874,190196,190229,"left",7,187748,201109,492,13361
"2340",3016,190241,875,190230,190263,"middle",7,187748,201109,492,13361
"2341",3017,190274,876,190264,190297,"middle",7,187748,201109,492,13361
"2342",3018,190307,877,190298,190331,"middle",7,187748,201109,492,13361
"2343",3019,190340,878,190332,190365,"middle",7,187748,201109,492,13361
"2344",3020,190373,879,190366,190399,"middle",7,187748,201109,492,13361
"2345",3021,190406,880,190400,190433,"middle",7,187748,201109,492,13361
"2346",3022,190439,881,190434,190467,"middle",7,187748,201109,492,13361
"2347",3023,190472,882,190468,190501,"not looking",7,187748,201109,492,13361
"2348",3024,190505,883,190502,190535,"not looking",7,187748,201109,492,13361
"2349",3025,190538,884,190536,190569,"not looking",7,187748,201109,492,13361
"2350",3026,190571,885,190570,190603,"not looking",7,187748,201109,492,13361
"2351",3027,190604,886,190604,190637,"not looking",7,187748,201109,492,13361
"2352",3028,190637,886,190604,190637,"not looking",7,187748,201109,492,13361
"2353",3029,190670,887,190638,190671,"not looking",7,187748,201109,492,13361
"2354",3030,190703,888,190672,190705,"not looking",7,187748,201109,492,13361
"2355",3031,190736,889,190706,190739,"not looking",7,187748,201109,492,13361
"2356",3032,190769,890,190740,190773,"not looking",7,187748,201109,492,13361
"2357",3033,190802,891,190774,190807,"not looking",7,187748,201109,492,13361
"2358",3034,190835,892,190808,190841,"not looking",7,187748,201109,492,13361
"2359",3035,190868,893,190842,190875,"not looking",7,187748,201109,492,13361
"2360",3036,190901,894,190876,190909,"not looking",7,187748,201109,492,13361
"2361",3037,190934,895,190910,190943,"not looking",7,187748,201109,492,13361
"2362",3038,190967,896,190944,190977,"not looking",7,187748,201109,492,13361
"2363",3039,191000,897,190978,191011,"not looking",7,187748,201109,492,13361
"2364",3040,191033,898,191012,191045,"not looking",7,187748,201109,492,13361
"2365",3041,191066,899,191046,191079,"not looking",7,187748,201109,492,13361
"2366",3042,191099,900,191080,191113,"not looking",7,187748,201109,492,13361
"2367",3043,191132,901,191114,191147,"not looking",7,187748,201109,492,13361
"2368",3044,191165,902,191148,191181,"not looking",7,187748,201109,492,13361
"2369",3045,191198,903,191182,191215,"not looking",7,187748,201109,492,13361
"2370",3046,191231,904,191216,191249,"not looking",7,187748,201109,492,13361
"2371",3047,191264,905,191250,191283,"not looking",7,187748,201109,492,13361
"2372",3048,191297,906,191284,191317,"not looking",7,187748,201109,492,13361
"2373",3049,191330,907,191318,191351,"not looking",7,187748,201109,492,13361
"2374",3050,191363,908,191352,191385,"not looking",7,187748,201109,492,13361
"2375",3051,191396,909,191386,191419,"not looking",7,187748,201109,492,13361
"2376",3052,191429,910,191420,191453,"not looking",7,187748,201109,492,13361
"2377",3053,191462,911,191454,191487,"not looking",7,187748,201109,492,13361
"2378",3054,191495,912,191488,191521,"not looking",7,187748,201109,492,13361
"2379",3055,191528,913,191522,191555,"not looking",7,187748,201109,492,13361
"2380",3056,191561,914,191556,191589,"not looking",7,187748,201109,492,13361
"2381",3057,191594,915,191590,191623,"not looking",7,187748,201109,492,13361
"2382",3058,191627,916,191624,191657,"not looking",7,187748,201109,492,13361
"2383",3059,191660,917,191658,191691,"not looking",7,187748,201109,492,13361
"2384",3060,191693,918,191692,191725,"not looking",7,187748,201109,492,13361
"2385",3061,191726,919,191726,191759,"not looking",7,187748,201109,492,13361
"2386",3062,191759,919,191726,191759,"not looking",7,187748,201109,492,13361
"2387",3063,191792,920,191760,191793,"not looking",7,187748,201109,492,13361
"2388",3064,191825,921,191794,191827,"not looking",7,187748,201109,492,13361
"2389",3065,191858,922,191828,191861,"not looking",7,187748,201109,492,13361
"2390",3066,191891,923,191862,191895,"not looking",7,187748,201109,492,13361
"2391",3067,191924,924,191896,191929,"not looking",7,187748,201109,492,13361
"2392",3068,191957,925,191930,191963,"not looking",7,187748,201109,492,13361
"2393",3069,191990,926,191964,191997,"not looking",7,187748,201109,492,13361
"2394",3070,192023,927,191998,192031,"not looking",7,187748,201109,492,13361
"2395",3071,192056,928,192032,192065,"not looking",7,187748,201109,492,13361
"2396",3072,192089,929,192066,192099,"not looking",7,187748,201109,492,13361
"2397",3073,192122,930,192100,192133,"not looking",7,187748,201109,492,13361
"2398",3074,192155,931,192134,192167,"not looking",7,187748,201109,492,13361
"2399",3075,192188,932,192168,192201,"not looking",7,187748,201109,492,13361
"2400",3076,192221,933,192202,192235,"not looking",7,187748,201109,492,13361
"2401",3077,192254,934,192236,192269,"not looking",7,187748,201109,492,13361
"2402",3078,192287,935,192270,192303,"not looking",7,187748,201109,492,13361
"2403",3079,192320,NA,NA,NA,"",7,187748,201109,492,13361
"2404",3080,192353,NA,NA,NA,"",7,187748,201109,492,13361
"2405",3081,192386,NA,NA,NA,"",7,187748,201109,492,13361
"2406",3082,192419,NA,NA,NA,"",7,187748,201109,492,13361
"2407",3083,192452,NA,NA,NA,"",7,187748,201109,492,13361
"2408",3084,192485,NA,NA,NA,"",7,187748,201109,492,13361
"2409",3085,192518,NA,NA,NA,"",7,187748,201109,492,13361
"2410",3086,192551,NA,NA,NA,"",7,187748,201109,492,13361
"2411",3087,192584,NA,NA,NA,"",7,187748,201109,492,13361
"2412",3088,192617,NA,NA,NA,"",7,187748,201109,492,13361
"2413",3089,192650,NA,NA,NA,"",7,187748,201109,492,13361
"2414",3090,192683,NA,NA,NA,"",7,187748,201109,492,13361
"2415",3091,192716,NA,NA,NA,"",7,187748,201109,492,13361
"2416",3092,192749,NA,NA,NA,"",7,187748,201109,492,13361
"2417",3093,192782,NA,NA,NA,"",7,187748,201109,492,13361
"2418",3094,192815,NA,NA,NA,"",7,187748,201109,492,13361
"2419",3095,192848,NA,NA,NA,"",7,187748,201109,492,13361
"2420",3096,192881,NA,NA,NA,"",7,187748,201109,492,13361
"2421",3097,192914,NA,NA,NA,"",7,187748,201109,492,13361
"2422",3098,192947,NA,NA,NA,"",7,187748,201109,492,13361
"2423",3099,192980,NA,NA,NA,"",7,187748,201109,492,13361
"2424",3100,193013,NA,NA,NA,"",7,187748,201109,492,13361
"2425",3101,193046,NA,NA,NA,"",7,187748,201109,492,13361
"2426",3102,193079,NA,NA,NA,"",7,187748,201109,492,13361
"2427",3103,193112,NA,NA,NA,"",7,187748,201109,492,13361
"2428",3104,193145,NA,NA,NA,"",7,187748,201109,492,13361
"2429",3105,193178,NA,NA,NA,"",7,187748,201109,492,13361
"2430",3106,193211,NA,NA,NA,"",7,187748,201109,492,13361
"2431",3107,193244,NA,NA,NA,"",7,187748,201109,492,13361
"2432",3108,193277,NA,NA,NA,"",7,187748,201109,492,13361
"2433",3109,193310,NA,NA,NA,"",7,187748,201109,492,13361
"2434",3110,193343,NA,NA,NA,"",7,187748,201109,492,13361
"2435",3111,193376,NA,NA,NA,"",7,187748,201109,492,13361
"2436",3112,193409,NA,NA,NA,"",7,187748,201109,492,13361
"2437",3113,193442,NA,NA,NA,"",7,187748,201109,492,13361
"2438",3114,193475,NA,NA,NA,"",7,187748,201109,492,13361
"2439",3115,193508,NA,NA,NA,"",7,187748,201109,492,13361
"2440",3116,193541,NA,NA,NA,"",7,187748,201109,492,13361
"2441",3117,193574,NA,NA,NA,"",7,187748,201109,492,13361
"2442",3118,193607,NA,NA,NA,"",7,187748,201109,492,13361
"2443",3119,193640,NA,NA,NA,"",7,187748,201109,492,13361
"2444",3120,193673,NA,NA,NA,"",7,187748,201109,492,13361
"2445",3121,193706,NA,NA,NA,"",7,187748,201109,492,13361
"2446",3122,193739,NA,NA,NA,"",7,187748,201109,492,13361
"2447",3123,193772,NA,NA,NA,"",7,187748,201109,492,13361
"2448",3124,193805,NA,NA,NA,"",7,187748,201109,492,13361
"2449",3125,193838,NA,NA,NA,"",7,187748,201109,492,13361
"2450",3126,193871,NA,NA,NA,"",7,187748,201109,492,13361
"2451",3127,193904,NA,NA,NA,"",7,187748,201109,492,13361
"2452",3128,193937,NA,NA,NA,"",7,187748,201109,492,13361
"2453",3129,193970,NA,NA,NA,"",7,187748,201109,492,13361
"2454",3130,194003,NA,NA,NA,"",7,187748,201109,492,13361
"2455",3131,194036,NA,NA,NA,"",7,187748,201109,492,13361
"2456",3132,194069,NA,NA,NA,"",7,187748,201109,492,13361
"2457",3133,194102,NA,NA,NA,"",7,187748,201109,492,13361
"2458",3134,194135,NA,NA,NA,"",7,187748,201109,492,13361
"2459",3135,194168,NA,NA,NA,"",7,187748,201109,492,13361
"2460",3136,194201,NA,NA,NA,"",7,187748,201109,492,13361
"2461",3137,194234,NA,NA,NA,"",7,187748,201109,492,13361
"2462",3138,194267,NA,NA,NA,"",7,187748,201109,492,13361
"2463",3139,194300,NA,NA,NA,"",7,187748,201109,492,13361
"2464",3140,194333,NA,NA,NA,"",7,187748,201109,492,13361
"2465",3141,194366,NA,NA,NA,"",7,187748,201109,492,13361
"2466",3142,194399,NA,NA,NA,"",7,187748,201109,492,13361
"2467",3143,194432,NA,NA,NA,"",7,187748,201109,492,13361
"2468",3144,194465,NA,NA,NA,"",7,187748,201109,492,13361
"2469",3145,194498,NA,NA,NA,"",7,187748,201109,492,13361
"2470",3146,194531,NA,NA,NA,"",7,187748,201109,492,13361
"2471",3147,194564,NA,NA,NA,"",7,187748,201109,492,13361
"2472",3148,194597,NA,NA,NA,"",7,187748,201109,492,13361
"2473",3149,194630,NA,NA,NA,"",7,187748,201109,492,13361
"2474",3150,194663,NA,NA,NA,"",7,187748,201109,492,13361
"2475",3151,194696,NA,NA,NA,"",7,187748,201109,492,13361
"2476",3152,194729,NA,NA,NA,"",7,187748,201109,492,13361
"2477",3153,194762,NA,NA,NA,"",7,187748,201109,492,13361
"2478",3154,194795,NA,NA,NA,"",7,187748,201109,492,13361
"2479",3155,194828,NA,NA,NA,"",7,187748,201109,492,13361
"2480",3156,194861,NA,NA,NA,"",7,187748,201109,492,13361
"2481",3157,194894,NA,NA,NA,"",7,187748,201109,492,13361
"2482",3158,194927,NA,NA,NA,"",7,187748,201109,492,13361
"2483",3159,194960,NA,NA,NA,"",7,187748,201109,492,13361
"2484",3160,194993,NA,NA,NA,"",7,187748,201109,492,13361
"2485",3161,195026,NA,NA,NA,"",7,187748,201109,492,13361
"2486",3162,195059,NA,NA,NA,"",7,187748,201109,492,13361
"2487",3163,195092,NA,NA,NA,"",7,187748,201109,492,13361
"2488",3164,195125,NA,NA,NA,"",7,187748,201109,492,13361
"2489",3165,195158,NA,NA,NA,"",7,187748,201109,492,13361
"2490",3166,195191,NA,NA,NA,"",7,187748,201109,492,13361
"2491",3167,195224,NA,NA,NA,"",7,187748,201109,492,13361
"2492",3168,195257,NA,NA,NA,"",7,187748,201109,492,13361
"2493",3169,195290,NA,NA,NA,"",7,187748,201109,492,13361
"2494",3170,195323,NA,NA,NA,"",7,187748,201109,492,13361
"2495",3171,195356,NA,NA,NA,"",7,187748,201109,492,13361
"2496",3172,195389,NA,NA,NA,"",7,187748,201109,492,13361
"2497",3173,195422,NA,NA,NA,"",7,187748,201109,492,13361
"2498",3174,195455,NA,NA,NA,"",7,187748,201109,492,13361
"2499",3175,195488,NA,NA,NA,"",7,187748,201109,492,13361
"2500",3176,195521,NA,NA,NA,"",7,187748,201109,492,13361
"2501",3177,195554,NA,NA,NA,"",7,187748,201109,492,13361
"2502",3178,195587,NA,NA,NA,"",7,187748,201109,492,13361
"2503",3179,195620,NA,NA,NA,"",7,187748,201109,492,13361
"2504",3180,195653,NA,NA,NA,"",7,187748,201109,492,13361
"2505",3181,195686,NA,NA,NA,"",7,187748,201109,492,13361
"2506",3182,195719,NA,NA,NA,"",7,187748,201109,492,13361
"2507",3183,195752,NA,NA,NA,"",7,187748,201109,492,13361
"2508",3184,195785,NA,NA,NA,"",7,187748,201109,492,13361
"2509",3185,195818,NA,NA,NA,"",7,187748,201109,492,13361
"2510",3186,195851,NA,NA,NA,"",7,187748,201109,492,13361
"2511",3187,195884,NA,NA,NA,"",7,187748,201109,492,13361
"2512",3188,195917,NA,NA,NA,"",7,187748,201109,492,13361
"2513",3189,195950,NA,NA,NA,"",7,187748,201109,492,13361
"2514",3190,195983,NA,NA,NA,"",7,187748,201109,492,13361
"2515",3191,196016,NA,NA,NA,"",7,187748,201109,492,13361
"2516",3192,196049,NA,NA,NA,"",7,187748,201109,492,13361
"2517",3193,196082,NA,NA,NA,"",7,187748,201109,492,13361
"2518",3194,196115,NA,NA,NA,"",7,187748,201109,492,13361
"2519",3195,196148,NA,NA,NA,"",7,187748,201109,492,13361
"2520",3196,196181,NA,NA,NA,"",7,187748,201109,492,13361
"2521",3197,196214,NA,NA,NA,"",7,187748,201109,492,13361
"2522",3198,196247,NA,NA,NA,"",7,187748,201109,492,13361
"2523",3199,196280,NA,NA,NA,"",7,187748,201109,492,13361
"2524",3200,196313,NA,NA,NA,"",7,187748,201109,492,13361
"2525",3201,196346,NA,NA,NA,"",7,187748,201109,492,13361
"2526",3202,196379,NA,NA,NA,"",7,187748,201109,492,13361
"2527",3203,196412,NA,NA,NA,"",7,187748,201109,492,13361
"2528",3204,196445,NA,NA,NA,"",7,187748,201109,492,13361
"2529",3205,196478,NA,NA,NA,"",7,187748,201109,492,13361
"2530",3206,196511,NA,NA,NA,"",7,187748,201109,492,13361
"2531",3207,196544,NA,NA,NA,"",7,187748,201109,492,13361
"2532",3208,196577,NA,NA,NA,"",7,187748,201109,492,13361
"2533",3209,196610,NA,NA,NA,"",7,187748,201109,492,13361
"2534",3210,196643,NA,NA,NA,"",7,187748,201109,492,13361
"2535",3211,196676,NA,NA,NA,"",7,187748,201109,492,13361
"2536",3212,196709,NA,NA,NA,"",7,187748,201109,492,13361
"2537",3213,196742,NA,NA,NA,"",7,187748,201109,492,13361
"2538",3214,196775,NA,NA,NA,"",7,187748,201109,492,13361
"2539",3215,196808,NA,NA,NA,"",7,187748,201109,492,13361
"2540",3216,196841,NA,NA,NA,"",7,187748,201109,492,13361
"2541",3217,196874,NA,NA,NA,"",7,187748,201109,492,13361
"2542",3218,196907,NA,NA,NA,"",7,187748,201109,492,13361
"2543",3219,196940,NA,NA,NA,"",7,187748,201109,492,13361
"2544",3220,196973,NA,NA,NA,"",7,187748,201109,492,13361
"2545",3221,197006,NA,NA,NA,"",7,187748,201109,492,13361
"2546",3222,197039,NA,NA,NA,"",7,187748,201109,492,13361
"2547",3223,197072,NA,NA,NA,"",7,187748,201109,492,13361
"2548",3224,197105,NA,NA,NA,"",7,187748,201109,492,13361
"2549",3225,197138,NA,NA,NA,"",7,187748,201109,492,13361
"2550",3226,197171,NA,NA,NA,"",7,187748,201109,492,13361
"2551",3227,197204,NA,NA,NA,"",7,187748,201109,492,13361
"2552",3228,197237,NA,NA,NA,"",7,187748,201109,492,13361
"2553",3229,197270,NA,NA,NA,"",7,187748,201109,492,13361
"2554",3230,197303,NA,NA,NA,"",7,187748,201109,492,13361
"2555",3231,197336,NA,NA,NA,"",7,187748,201109,492,13361
"2556",3232,197369,NA,NA,NA,"",7,187748,201109,492,13361
"2557",3233,197402,NA,NA,NA,"",7,187748,201109,492,13361
"2558",3234,197435,NA,NA,NA,"",7,187748,201109,492,13361
"2559",3235,197468,NA,NA,NA,"",7,187748,201109,492,13361
"2560",3236,197501,NA,NA,NA,"",7,187748,201109,492,13361
"2561",3237,197534,NA,NA,NA,"",7,187748,201109,492,13361
"2562",3238,197567,NA,NA,NA,"",7,187748,201109,492,13361
"2563",3239,197600,NA,NA,NA,"",7,187748,201109,492,13361
"2564",3240,197633,NA,NA,NA,"",7,187748,201109,492,13361
"2565",3241,197666,NA,NA,NA,"",7,187748,201109,492,13361
"2566",3242,197699,NA,NA,NA,"",7,187748,201109,492,13361
"2567",3243,197732,NA,NA,NA,"",7,187748,201109,492,13361
"2568",3244,197765,NA,NA,NA,"",7,187748,201109,492,13361
"2569",3245,197798,NA,NA,NA,"",7,187748,201109,492,13361
"2570",3246,197831,NA,NA,NA,"",7,187748,201109,492,13361
"2571",3247,197864,NA,NA,NA,"",7,187748,201109,492,13361
"2572",3248,197897,NA,NA,NA,"",7,187748,201109,492,13361
"2573",3249,197930,NA,NA,NA,"",7,187748,201109,492,13361
"2574",3250,197963,NA,NA,NA,"",7,187748,201109,492,13361
"2575",3251,197996,NA,NA,NA,"",7,187748,201109,492,13361
"2576",3252,198029,NA,NA,NA,"",7,187748,201109,492,13361
"2577",3253,198062,NA,NA,NA,"",7,187748,201109,492,13361
"2578",3254,198095,NA,NA,NA,"",7,187748,201109,492,13361
"2579",3255,198128,NA,NA,NA,"",7,187748,201109,492,13361
"2580",3256,198161,NA,NA,NA,"",7,187748,201109,492,13361
"2581",3257,198194,NA,NA,NA,"",7,187748,201109,492,13361
"2582",3258,198227,NA,NA,NA,"",7,187748,201109,492,13361
"2583",3259,198260,NA,NA,NA,"",7,187748,201109,492,13361
"2584",3260,198293,NA,NA,NA,"",7,187748,201109,492,13361
"2585",3261,198326,NA,NA,NA,"",7,187748,201109,492,13361
"2586",3262,198359,NA,NA,NA,"",7,187748,201109,492,13361
"2587",3263,198392,NA,NA,NA,"",7,187748,201109,492,13361
"2588",3264,198425,NA,NA,NA,"",7,187748,201109,492,13361
"2589",3265,198458,NA,NA,NA,"",7,187748,201109,492,13361
"2590",3266,198491,NA,NA,NA,"",7,187748,201109,492,13361
"2591",3267,198524,NA,NA,NA,"",7,187748,201109,492,13361
"2592",3268,198557,NA,NA,NA,"",7,187748,201109,492,13361
"2593",3269,198590,NA,NA,NA,"",7,187748,201109,492,13361
"2594",3270,198623,NA,NA,NA,"",7,187748,201109,492,13361
"2595",3271,198656,NA,NA,NA,"",7,187748,201109,492,13361
"2596",3272,198689,NA,NA,NA,"",7,187748,201109,492,13361
"2597",3273,198722,NA,NA,NA,"",7,187748,201109,492,13361
"2598",3274,198755,NA,NA,NA,"",7,187748,201109,492,13361
"2599",3275,198788,NA,NA,NA,"",7,187748,201109,492,13361
"2600",3276,198821,NA,NA,NA,"",7,187748,201109,492,13361
"2601",3277,198854,NA,NA,NA,"",7,187748,201109,492,13361
"2602",3278,198887,NA,NA,NA,"",7,187748,201109,492,13361
"2603",3279,198920,NA,NA,NA,"",7,187748,201109,492,13361
"2604",3280,198953,NA,NA,NA,"",7,187748,201109,492,13361
"2605",3281,198986,NA,NA,NA,"",7,187748,201109,492,13361
"2606",3282,199019,NA,NA,NA,"",7,187748,201109,492,13361
"2607",3283,199052,NA,NA,NA,"",7,187748,201109,492,13361
"2608",3284,199085,NA,NA,NA,"",7,187748,201109,492,13361
"2609",3285,199118,NA,NA,NA,"",7,187748,201109,492,13361
"2610",3286,199151,NA,NA,NA,"",7,187748,201109,492,13361
"2611",3287,199184,NA,NA,NA,"",7,187748,201109,492,13361
"2612",3288,199217,NA,NA,NA,"",7,187748,201109,492,13361
"2613",3289,199250,NA,NA,NA,"",7,187748,201109,492,13361
"2614",3290,199283,NA,NA,NA,"",7,187748,201109,492,13361
"2615",3291,199316,NA,NA,NA,"",7,187748,201109,492,13361
"2616",3292,199349,NA,NA,NA,"",7,187748,201109,492,13361
"2617",3293,199382,NA,NA,NA,"",7,187748,201109,492,13361
"2618",3294,199415,NA,NA,NA,"",7,187748,201109,492,13361
"2619",3295,199448,NA,NA,NA,"",7,187748,201109,492,13361
"2620",3296,199481,NA,NA,NA,"",7,187748,201109,492,13361
"2621",3297,199514,NA,NA,NA,"",7,187748,201109,492,13361
"2622",3298,199547,NA,NA,NA,"",7,187748,201109,492,13361
"2623",3299,199580,NA,NA,NA,"",7,187748,201109,492,13361
"2624",3300,199613,NA,NA,NA,"",7,187748,201109,492,13361
"2625",3301,199646,NA,NA,NA,"",7,187748,201109,492,13361
"2626",3302,199679,NA,NA,NA,"",7,187748,201109,492,13361
"2627",3303,199712,NA,NA,NA,"",7,187748,201109,492,13361
"2628",3304,199745,NA,NA,NA,"",7,187748,201109,492,13361
"2629",3305,199778,NA,NA,NA,"",7,187748,201109,492,13361
"2630",3306,199811,NA,NA,NA,"",7,187748,201109,492,13361
"2631",3307,199844,NA,NA,NA,"",7,187748,201109,492,13361
"2632",3308,199877,NA,NA,NA,"",7,187748,201109,492,13361
"2633",3309,199910,NA,NA,NA,"",7,187748,201109,492,13361
"2634",3310,199943,NA,NA,NA,"",7,187748,201109,492,13361
"2635",3311,199976,NA,NA,NA,"",7,187748,201109,492,13361
"2636",3312,200009,NA,NA,NA,"",7,187748,201109,492,13361
"2637",3313,200042,NA,NA,NA,"",7,187748,201109,492,13361
"2638",3314,200075,NA,NA,NA,"",7,187748,201109,492,13361
"2639",3315,200108,NA,NA,NA,"",7,187748,201109,492,13361
"2640",3316,200141,NA,NA,NA,"",7,187748,201109,492,13361
"2641",3317,200174,NA,NA,NA,"",7,187748,201109,492,13361
"2642",3318,200207,NA,NA,NA,"",7,187748,201109,492,13361
"2643",3319,200240,NA,NA,NA,"",7,187748,201109,492,13361
"2644",3320,200273,NA,NA,NA,"",7,187748,201109,492,13361
"2645",3321,200306,NA,NA,NA,"",7,187748,201109,492,13361
"2646",3322,200339,NA,NA,NA,"",7,187748,201109,492,13361
"2647",3323,200372,NA,NA,NA,"",7,187748,201109,492,13361
"2648",3324,200405,NA,NA,NA,"",7,187748,201109,492,13361
"2649",3325,200438,NA,NA,NA,"",7,187748,201109,492,13361
"2650",3326,200471,NA,NA,NA,"",7,187748,201109,492,13361
"2651",3327,200504,NA,NA,NA,"",7,187748,201109,492,13361
"2652",3328,200537,NA,NA,NA,"",7,187748,201109,492,13361
"2653",3329,200570,NA,NA,NA,"",7,187748,201109,492,13361
"2654",3330,200603,NA,NA,NA,"",7,187748,201109,492,13361
"2655",3331,200636,NA,NA,NA,"",7,187748,201109,492,13361
"2656",3332,200669,NA,NA,NA,"",7,187748,201109,492,13361
"2657",3333,200702,NA,NA,NA,"",7,187748,201109,492,13361
"2658",3334,200735,NA,NA,NA,"",7,187748,201109,492,13361
"2659",3335,200768,NA,NA,NA,"",7,187748,201109,492,13361
"2660",3336,200801,NA,NA,NA,"",7,187748,201109,492,13361
"2661",3337,200834,NA,NA,NA,"",7,187748,201109,492,13361
"2662",3338,200867,NA,NA,NA,"",7,187748,201109,492,13361
"2663",3339,200900,NA,NA,NA,"",7,187748,201109,492,13361
"2664",3340,200933,NA,NA,NA,"",7,187748,201109,492,13361
"2665",3341,200966,NA,NA,NA,"",7,187748,201109,492,13361
"2666",3342,200999,NA,NA,NA,"",7,187748,201109,492,13361
"2667",3343,201032,NA,NA,NA,"",7,187748,201109,492,13361
"2668",3344,201065,NA,NA,NA,"",7,187748,201109,492,13361
"2669",3345,201098,NA,NA,NA,"",7,187748,201109,492,13361
"2670",3346,201131,NA,NA,NA,"",8,201110,216953,153,15843
"2671",3347,201164,936,201144,201177,"not looking",8,201110,216953,153,15843
"2672",3348,201197,937,201178,201211,"not looking",8,201110,216953,153,15843
"2673",3349,201230,938,201212,201245,"not looking",8,201110,216953,153,15843
"2674",3350,201263,939,201246,201279,"not looking",8,201110,216953,153,15843
"2675",3351,201296,940,201280,201313,"not looking",8,201110,216953,153,15843
"2676",3352,201329,941,201314,201347,"not looking",8,201110,216953,153,15843
"2677",3353,201362,942,201348,201381,"not looking",8,201110,216953,153,15843
"2678",3354,201395,943,201382,201415,"not looking",8,201110,216953,153,15843
"2679",3355,201428,944,201416,201449,"not looking",8,201110,216953,153,15843
"2680",3356,201461,945,201450,201483,"not looking",8,201110,216953,153,15843
"2681",3357,201494,946,201484,201517,"not looking",8,201110,216953,153,15843
"2682",3358,201527,947,201518,201551,"not looking",8,201110,216953,153,15843
"2683",3359,201560,948,201552,201585,"right",8,201110,216953,153,15843
"2684",3360,201593,949,201586,201619,"right",8,201110,216953,153,15843
"2685",3361,201626,950,201620,201653,"right",8,201110,216953,153,15843
"2686",3362,201659,951,201654,201687,"right",8,201110,216953,153,15843
"2687",3363,201692,952,201688,201721,"middle",8,201110,216953,153,15843
"2688",3364,201725,953,201722,201755,"middle",8,201110,216953,153,15843
"2689",3365,201758,954,201756,201789,"middle",8,201110,216953,153,15843
"2690",3366,201791,955,201790,201823,"left",8,201110,216953,153,15843
"2691",3367,201824,956,201824,201857,"left",8,201110,216953,153,15843
"2692",3368,201857,956,201824,201857,"left",8,201110,216953,153,15843
"2693",3369,201890,957,201858,201891,"left",8,201110,216953,153,15843
"2694",3370,201923,958,201892,201925,"left",8,201110,216953,153,15843
"2695",3371,201956,959,201926,201959,"left",8,201110,216953,153,15843
"2696",3372,201989,960,201960,201993,"left",8,201110,216953,153,15843
"2697",3373,202022,961,201994,202027,"left",8,201110,216953,153,15843
"2698",3374,202055,962,202028,202061,"left",8,201110,216953,153,15843
"2699",3375,202088,963,202062,202095,"left",8,201110,216953,153,15843
"2700",3376,202121,964,202096,202129,"left",8,201110,216953,153,15843
